,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,precio_pesos_constantes
2630,932,43048,63979,2022-04-01,Departamento,49.0,45.0,1,1,2,0.0,   0,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,S,-58.5416942402256,-34.5743636238477,2022,216.90403281170111,9760.68147652655
136,3629,170455,66291,2021-01-01,Departamento,45.0,45.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,Villa Maipú,U,-58.5218466506215,-34.561989032377,2021,84.41769548904867,3798.79629700719
2209,1596,74635,63654,2021-10-01,Departamento,60.0,60.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,U,-58.5330084472285,-34.57627642692,2021,166.49009037430565,9989.40542245834
2027,47,2220,68909,2021-01-01,Departamento,55.0,55.0,2,1,3,0.0,No,12.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.55209023647,-34.5471811320878,2021,184.1840628851964,10130.1234586858
2032,2026,95037,64961,2021-07-01,Departamento,48.0,45.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5524922301613,-34.5688165991096,2021,215.40056181959247,9693.02528188166
2528,3930,184318,61339,2021-02-01,Departamento,30.0,30.0,0,1,1,0.0,No,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,Villa Libertad,U,-58.5594013274373,-34.5885656255727,2021,142.59745859619167,4277.92375788575
3259,2284,106224,63978,2022-05-01,Departamento,45.0,45.0,1,1,2,,0,30.0,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,General San Martín,Bs.As. G.B.A. Norte,,U,-58.5438739572244,-34.5743360675307,2022,138.8365922402727,6247.64665081227
1486,2799,130175,69570,2021-04-01,Departamento,48.0,42.0,1,1,2,0.0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5454865512006,-34.543658137684,2021,163.3840985830588,6862.13214048847
266,1104,50649,64969,2021-02-01,Departamento,38.0,38.0,1,1,2,0.0,No,20.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,Villa San Andrés,U,-58.5350556344998,-34.5690371609526,2021,184.9478316379179,7028.01760224088
3468,801,37477,64311,2022-06-01,Departamento,55.0,50.0,1,1,2,,0,7.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,General San Martín,Bs.As. G.B.A. Norte,,U,-58.5351219228896,-34.5726430937928,2022,176.3920668162488,8819.60334081244
2321,1521,70420,69884,2022-07-01,Departamento,35.0,35.0,0,1,1,,1,30.0,,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,General San Martín,Bs.As. G.B.A. Norte,Villa José León Suárez,U,-58.5781358847434,-34.5414370793132,2022,127.97799231744858,4479.2297311107
1961,3903,183428,68252,2021-07-01,Departamento,48.0,48.0,1,1,2,0.0,No,40.0,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5499781114678,-34.5508147366974,2021,132.85396493807085,6376.9903170274
1318,1976,91942,63650,2021-10-01,Departamento,45.0,40.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,S,-58.5417275328591,-34.576166583345,2021,185.84940320852724,7433.97612834109
3617,3603,169122,69250,2021-06-01,Departamento,55.0,49.0,1,1,2,0.0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5259091215138,-34.5457077950033,2021,139.40881688196777,6831.03202721642
2279,3135,146980,70217,2022-04-01,Departamento,55.0,50.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,   0,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,General San Martín,Bs.As. G.B.A. Norte,Villa José León Suárez,U,-58.5693867260872,-34.5397464794645,2022,113.5788389995816,5678.94194997908
2896,853,39573,69567,2021-09-01,Departamento,58.0,48.0,1,1,2,0.0,No,8.0,0,No,0,No,Sí,Sí,Sí,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5520232791757,-34.5435752130515,2021,170.31355466618626,8175.05062397694
407,105,5290,72189,2021-09-01,Departamento,45.0,45.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,Villa José León Suárez,S,-58.5735407136107,-34.5288727226007,2021,133.57925856171488,6011.06663527717
2397,3038,142044,66600,2022-05-01,Departamento,100.0,86.0,2,2,3,,0,2.0,,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,1.0,0,,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5654005925714,-34.5596348319262,2022,121.7329014300314,10469.0295229827
1989,4033,189200,62994,2021-09-01,Departamento,65.0,65.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,U,-58.5374344019559,-34.5798275076217,2021,155.3629530348554,10098.5919472656
1133,841,39081,68577,2021-09-01,Departamento,45.0,45.0,1,1,2,0.0,No,10.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5586608433995,-34.5489007996623,2021,192.35413232886933,8655.93595479912
820,3383,158585,69571,2022-11-01,Departamento,55.0,52.0,1,1,2,,0.0,5.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5433076359471,-34.5436857015085,2022,124.63051256810748,6480.78665354159
2079,3792,178247,69237,2021-12-01,Departamento,48.0,44.0,1,1,2,0.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5542357066713,-34.5453504517307,2021,168.72374462913274,7423.84476368184
2474,804,37582,67256,2021-03-01,Departamento,60.0,60.0,2,1,3,0.0,No,20.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5696914552158,-34.5559729731976,2021,121.48774755989484,7289.26485359369
1388,3581,168018,63982,2021-12-01,Departamento,36.0,34.0,0,1,1,0.0,No,0.0,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,S,-58.5351550715014,-34.5744460593708,2021,186.2383201961709,6332.10288666981
1537,298,14032,67589,2022-03-01,Departamento,67.0,57.0,2,1,3,0.0,No,0.0,   0,Sí,   0,No,No,No,No,Sí,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,   0,0.0,   0,   0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,N,-58.5609409095096,-34.5542818085535,2022,214.5170506461386,12227.4718868299
2185,2561,119927,68250,2022-08-01,Departamento,35.0,35.0,1,1,2,,0.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0,,0.0,,,,0.0,0.0,,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.5543362968813,-34.5507593221867,2022,199.34266717226143,6976.99335102915
1587,1242,57844,66279,2022-05-01,Departamento,64.0,60.0,2,2,3,,0,30.0,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,General San Martín,Bs.As. G.B.A. Norte,Villa San Andrés,U,-58.5479994295218,-34.5616601447696,2022,126.64148616511368,7598.48916990682
370,1294,60120,68581,2022-08-01,Departamento,50.0,50.0,1,1,2,,0.0,14.0,,0.0,,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,U,-58.54994467235,-34.5490117767295,2022,156.28465106305302,7814.23255315265
1608,2661,124522,64969,2021-03-01,Departamento,40.0,40.0,1,1,2,0.0,No,0.0,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,Villa Maipú,U,-58.5350556344998,-34.5690371609526,2021,109.33897280390524,4373.55891215621
562,2477,116535,63322,2021-03-01,Departamento,83.0,83.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,U,-58.5395810144392,-34.5779970633779,2021,77.28377194171627,6414.55307116245
1032,1034,47287,64309,2022-06-01,Departamento,32.0,32.0,1,1,1,,0,5.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,1.0,0,,General San Martín,Bs.As. G.B.A. Norte,San Martín Centro,U,-58.5394812776145,-34.5725881793588,2022,200.44553047301,6414.25697513632
2656,1236,57485,63978,2022-05-01,Departamento,73.0,66.0,2,1,3,,0,5.0,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,General San Martín,Bs.As. G.B.A. Norte,Barrio Parque Gral San Martín,U,-58.5438739572244,-34.5743360675307,2022,153.50483171528938,10131.3188932091
1635,1852,86404,62997,2022-04-01,Departamento,68.0,63.0,2,1,3,0.0,No,20.0,No,No,No,No,No,No,No,No,No,No,No,   0,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,   0,General San Martín,Bs.As. G.B.A. Norte,,U,-58.5308947922771,-34.579909726227,2022,191.5516133921524,12067.7516437056
1524,3552,166770,69888,2022-03-01,Departamento,41.0,41.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,General San Martín,Bs.As. G.B.A. Norte,Villa Ballester,N,-58.5694205728488,-34.5415494254624,2022,160.58593472384487,6584.02332367764
