,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,COMUNA,precio_pesos_constantes
700,1988,78980,59112,2022-08-01,Departamento,65.0,65.0,2,2,3,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3939184609082,-34.6031922988251,2022,161.0075388699031,COMUNA 3,10465.4900265437
4071,1991,79123,57138,2022-12-01,Departamento,28.0,28.0,1,1,2,,,62.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3940993079233,-34.6140107134462,2022,260.26612410241,COMUNA 3,7287.45147486748
252,40,1624,56144,2022-04-01,Departamento,39.0,39.0,1,1,2,0.0,No,30.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4094569823307,-34.6192444413609,2022,168.36606742726437,COMUNA 3,6566.27662966331
426,993,39406,56479,2021-09-01,Departamento,40.0,36.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.396340603297,-34.6175918983901,2021,173.65303613022917,COMUNA 3,6251.50930068825
139,207,7827,59107,2021-08-01,Departamento,23.0,23.0,0,1,1,0.0,No,45.0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4048215073465,-34.6030672320077,2021,281.3179185279274,COMUNA 3,6470.31212614233
2546,3090,122698,58121,2022-02-01,Departamento,40.0,40.0,1,1,2,0.0,No,0.0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4027318801946,-34.6085015130212,2022,165.592889443736,COMUNA 3,6623.71557774944
519,291,10963,57136,2021-09-01,Departamento,35.0,33.0,0,1,1,0.0,No,10.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3984610999358,-34.6139607835374,2021,211.2980999067124,COMUNA 3,6972.83729692151
201,3273,130297,58780,2022-12-01,Departamento,40.0,40.0,1,1,2,,0.0,60.0,,1.0,,,,,,1.0,,,,,,,,,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4004905726234,-34.6049204410788,2022,210.214946390408,COMUNA 3,8408.59785561632
167,4512,181163,54828,2022-09-01,Departamento,47.0,45.0,2,1,3,,1.0,55.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,San Cristóbal,U,-58.4095789528561,-34.626456652983,2022,262.7869435462844,COMUNA 3,11825.4124595828
4188,2488,99332,56477,2021-05-01,Departamento,32.0,32.0,1,1,2,0.0,No,45.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,No,Capital Federal,Capital Federal,Balvanera,U,-58.4007025784651,-34.6175418838476,2021,194.88146176539345,COMUNA 3,6236.20677649259
3347,1820,73194,56146,2021-06-01,Departamento,33.0,30.0,0,1,1,0.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4050949344542,-34.6192947710713,2021,137.496413881151,COMUNA 3,4124.89241643453
2655,1770,71059,59440,2022-04-01,Departamento,84.0,76.0,2,2,3,0.0,No,35.0,   0,No,   0,No,Sí,No,No,Sí,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Balvanera,U,-58.396068896668,-34.601364293987,2022,221.8336699210579,COMUNA 3,16859.3589140004
1819,4080,163520,59768,2021-07-01,Departamento,35.0,35.0,1,1,2,0.0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982192382318,-34.5995362529803,2021,131.18380080742085,COMUNA 3,4591.43302825973
3879,3779,152268,59763,2022-04-01,Departamento,55.0,55.0,2,1,3,0.0,No,45.0,   0,No,   0,No,No,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Balvanera,U,-58.4091217867818,-34.5994108134131,2022,177.46693593684637,COMUNA 3,9760.68147652655
1587,2060,81382,56807,2022-08-01,Departamento,42.0,38.0,1,1,1,,,40.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Balvanera,U,-58.3984913447367,-34.6157638473505,2022,132.19566349318396,COMUNA 3,5023.43521274099
3845,2243,88480,56144,2022-04-01,Departamento,80.0,71.0,2,1,3,0.0,No,0.0,   0,Sí,   0,   0,Sí,Sí,   0,Sí,   0,   0,   0,   0,   0,Sí,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Balvanera,U,-58.4094569823307,-34.6192444413609,2022,157.47066146508874,COMUNA 3,11180.4169640213
1469,2712,107627,56472,2021-07-01,Departamento,32.0,29.0,1,1,1,0.0,No,35.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4116074692124,-34.6174161654284,2021,193.5086716891076,COMUNA 3,5611.75147898412
446,3259,129471,55486,2021-07-01,Departamento,46.0,42.0,1,1,2,0.0,0,22.0,0,0,0,Sí,Sí,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4095179621757,-34.6228505482869,2021,212.56634390091355,COMUNA 3,8927.78644383837
3044,4873,195940,57458,2022-06-01,Departamento,42.0,42.0,1,1,2,,0,45.0,,1,,0,0,1,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4136967151436,-34.6119817487122,2022,190.90050521239047,COMUNA 3,8017.8212189204
2398,1758,70698,57798,2022-04-01,Departamento,185.0,180.0,1,2,2,0.0,Sí,0.0,   0,Sí,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Balvanera,U,-58.3896774006422,-34.6104543448323,2022,24.64818554678422,COMUNA 3,4436.67339842116
490,324,12241,55163,2021-04-01,Departamento,65.0,60.0,2,1,3,0.0,No,40.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3964614315476,-34.6248041525321,2021,163.38409858305883,COMUNA 3,9803.04591498353
4157,4973,199723,55494,2021-06-01,Departamento,34.0,34.0,1,1,2,0.0,No,0.0,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3920689517064,-34.6230509584824,2021,193.18529488734205,COMUNA 3,6568.30002616963
3223,3195,126877,56148,2022-12-01,Departamento,65.0,60.0,2,1,3,,0.0,20.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,San Cristóbal,U,-58.4007328757776,-34.6193449448718,2022,149.48618409984567,COMUNA 3,8969.17104599074
3615,3239,128443,56809,2021-01-01,Departamento,68.0,68.0,2,1,3,0.0,0,50.0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3941294584655,-34.6158137806007,2021,186.2155047552544,COMUNA 3,12662.6543233573
2300,1456,57969,58779,2021-11-01,Departamento,40.0,40.0,1,1,2,0.0,No,40.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4026712263295,-34.6048953870841,2021,158.651929586234,COMUNA 3,6346.07718344936
1872,2012,79843,57460,2022-07-01,Departamento,25.0,25.0,0,1,1,,0,40.0,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4093350551393,-34.6120322208195,2022,209.030720785166,COMUNA 3,5225.76801962915
1360,5033,202421,55822,2021-08-01,Departamento,45.0,45.0,1,1,2,0.0,No,40.0,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3942199261647,-34.6212229787224,2021,138.25453260987888,COMUNA 3,6221.45396744455
5,4666,187335,57140,2021-01-01,Departamento,74.0,69.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,N,-58.3897375051974,-34.6140604874733,2021,137.6375469930142,COMUNA 3,9496.99074251798
3058,1691,67711,56484,2021-08-01,Departamento,41.0,37.0,0,1,1,0.0,No,4.0,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.385435618497,-34.6177162526725,2021,262.3099510598243,COMUNA 3,9705.4681892135
31,310,11594,58452,2022-02-01,Departamento,35.0,35.0,1,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3983401475972,-34.6067485227148,2022,143.3704670508537,COMUNA 3,5017.96634677988
1534,675,27061,58783,2022-01-01,Departamento,27.0,27.0,1,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3939485953836,-34.6049953693208,2022,249.0695474202952,COMUNA 3,6724.87778034797
1379,3067,121470,55821,2021-11-01,Departamento,42.0,40.0,1,1,1,0.0,No,6.0,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3964010120553,-34.6211980265752,2021,186.9826312980615,COMUNA 3,7479.30525192246
4099,881,34839,57461,2021-11-01,Departamento,30.0,30.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4071542210739,-34.6120573984232,2021,188.87134474551667,COMUNA 3,5666.1403423655
1353,364,14134,58775,2021-03-01,Departamento,26.0,26.0,0,1,1,0.0,No,7.0,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4113938141721,-34.604794781539,2021,291.57059414374766,COMUNA 3,7580.83544773744
2760,1909,76208,56478,2022-12-01,Departamento,45.0,37.0,1,1,2,,0.0,30.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3985215922246,-34.6175669106065,2022,206.048524029517,COMUNA 3,7623.79538909213
1188,4303,173289,55821,2021-07-01,Departamento,90.0,80.0,3,2,4,0.0,No,45.0,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3964010120553,-34.6211980265752,2021,232.7601465715,COMUNA 3,18620.81172572
952,2278,89932,58124,2021-07-01,Departamento,49.0,46.0,1,1,2,0.0,0,50.0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3961896283503,-34.60857656818,2021,221.8083588531261,COMUNA 3,10203.1845072438
1319,2624,104398,58777,2021-08-01,Departamento,133.0,120.0,2,2,4,0.0,No,60.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4070325256554,-34.6048451622245,2021,124.42907934889084,COMUNA 3,14931.4895218669
1536,3896,156771,59439,2022-11-01,Departamento,51.0,42.0,1,1,2,,,1.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3982494615452,-34.6013393212493,2022,280.55353478535,COMUNA 3,11783.2484609847
378,5006,200962,58781,2022-10-01,Departamento,40.0,40.0,1,1,2,,,20.0,,,,,,,,,,,,,,,,1.0,,0,,,,,,,,,Capital Federal,Capital Federal,Balvanera,U,-58.3983099162277,-34.6049454561166,2022,200.86019909271096,COMUNA 3,8034.40796370844
2724,1857,74233,59110,2021-08-01,Departamento,36.0,36.0,1,1,2,0.0,No,35.0,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982796875438,-34.6031423889614,2021,155.53634918611388,COMUNA 3,5599.3085707001
1074,4806,192895,54500,2022-05-01,Departamento,59.0,50.0,3,1,4,,1,10.0,,,,,1,,,1,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,San Cristóbal,U,-58.4074281939289,-34.6282848972654,2022,303.939566796272,COMUNA 3,15196.9783398136
422,3750,151392,57795,2022-03-01,Departamento,119.0,108.0,3,2,4,0.0,No,45.0,0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,Sí,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.396219817975,-34.6103796353359,2022,188.114952105075,COMUNA 3,20316.4148273481
510,4356,175142,59439,2021-11-01,Departamento,38.0,38.0,1,1,2,0.0,Sí,45.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982494615452,-34.6013393212493,2021,196.8238224190121,COMUNA 3,7479.30525192246
3339,3451,138496,57460,2021-06-01,Departamento,44.0,42.0,2,1,3,0.0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4093350551393,-34.6120322208195,2021,187.66571503341808,COMUNA 3,7881.96003140356
2174,2170,85689,56148,2021-10-01,Departamento,80.0,80.0,3,2,4,0.0,No,25.0,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4007328757776,-34.6193449448718,2021,159.71433088232874,COMUNA 3,12777.1464705863
758,533,21083,54175,2021-07-01,Departamento,78.0,68.0,3,1,4,0.0,No,45.0,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3987333998954,-34.6301883377994,2021,161.30034331304557,COMUNA 3,10968.4233452871
2624,4969,199321,54170,2021-09-01,Departamento,26.0,26.0,0,1,1,0.0,0,0.0,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,N,-58.4096399543738,-34.630062755449,2021,212.69928094057653,COMUNA 3,5530.18130445499
324,3436,138030,57136,2021-06-01,Departamento,24.0,24.0,0,1,1,0.0,No,45.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3984610999358,-34.6139607835374,2021,164.20750065424082,COMUNA 3,3940.98001570178
2739,2999,118890,54836,2022-08-01,Departamento,57.0,59.0,2,1,3,,,60.0,,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,San Cristóbal,U,-58.3921291879559,-34.626657089999,2022,141.90494951245745,COMUNA 3,8372.39202123499
1253,4263,171747,57131,2021-07-01,Departamento,62.0,62.0,2,1,3,0.0,No,25.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4093655328754,-34.613835276791,2021,131.65399364185612,COMUNA 3,8162.54760579508
509,4367,175600,55166,2021-01-01,Departamento,50.0,50.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3899178829507,-34.6248789020335,2021,183.608487688681,COMUNA 3,9180.42438443405
2412,1376,54953,59767,2022-04-01,Departamento,95.0,90.0,2,2,4,0.0,No,60.0,   0,   0,   0,   0,Sí,Sí,   0,Sí,   0,   0,   0,   0,   0,Sí,   0,   0,No,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Balvanera,U,-58.4003997533283,-34.5995112429647,2022,207.04475859298776,COMUNA 3,18634.0282733689
646,3825,154013,56147,2022-02-01,Departamento,36.0,32.0,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4029139064638,-34.6193198774603,2022,219.53602767161968,COMUNA 3,7025.15288549183
2074,2146,84878,57133,2021-03-01,Departamento,35.0,35.0,1,1,2,0.0,No,40.0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4050037677933,-34.6138855963987,2021,199.9341216985697,COMUNA 3,6997.69425944994
564,1911,76216,54833,2022-05-01,Departamento,45.0,45.0,1,1,2,,0,0.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,San Cristóbal,N,-58.3986728699773,-34.62658221853,2022,198.87403753336355,COMUNA 3,8949.33168900136
1661,616,24758,58782,2021-10-01,Departamento,35.0,33.0,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.3961292571463,-34.6049704321973,2021,246.3912542537294,COMUNA 3,8130.91139037307
2675,4319,173793,58460,2021-07-01,Departamento,20.0,20.0,0,1,1,0.0,No,30.0,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3808944232279,-34.6069472538488,2021,216.817670778932,COMUNA 3,4336.35341557864
1485,3131,124212,57462,2021-04-01,Departamento,65.0,60.0,2,2,3,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,N,-58.4049733843053,-34.6120825370599,2021,163.38409858305883,COMUNA 3,9803.04591498353
2824,71,2832,57136,2021-06-01,Departamento,48.0,48.0,2,1,3,0.0,No,50.0,0,No,0,No,Sí,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3984610999358,-34.6139607835374,2021,125.89241716825126,COMUNA 3,6042.83602407606
1073,1563,62477,56148,2021-08-01,Departamento,45.0,45.0,1,1,2,0.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4007328757776,-34.6193449448718,2021,221.20725217580625,COMUNA 3,9954.32634791128
1513,4572,183404,57788,2022-01-01,Departamento,21.0,17.0,0,1,1,0.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4114853643491,-34.6102039494078,2022,370.8572305338953,COMUNA 3,6304.57291907622
3504,4893,196344,55494,2021-10-01,Departamento,35.0,33.0,1,1,1,0.0,No,3.0,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3920689517064,-34.6230509584824,2021,197.1130034029836,COMUNA 3,6504.72911229846
3774,327,12471,57134,2021-08-01,Departamento,44.0,43.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.4028228812012,-34.6139106977481,2021,162.04717310553255,COMUNA 3,6968.0284435379
194,1508,59817,57463,2021-02-01,Departamento,26.0,22.0,0,1,1,0.0,No,40.0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4027925448375,-34.6121076367296,2021,208.3404427541764,COMUNA 3,4583.48974059188
3118,1361,54315,59111,2022-07-01,Departamento,44.0,42.0,1,1,1,,0,10.0,,,,,,,,1,,,,,,,,,0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3960990755666,-34.6031673633706,2022,177.74721155201215,COMUNA 3,7465.38288518451
2200,497,19330,59767,2021-11-01,Departamento,40.0,40.0,1,1,2,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4003997533283,-34.5995112429647,2021,198.3149119827925,COMUNA 3,7932.5964793117
2774,839,33087,57465,2021-02-01,Departamento,22.0,22.0,1,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.3984308578216,-34.6121577191673,2021,236.1191684547332,COMUNA 3,5194.62170600413
2672,1772,71203,55489,2021-09-01,Departamento,28.0,23.0,0,1,1,0.0,0,6.0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.402974603451,-34.6229259944823,2021,261.3507232729204,COMUNA 3,6011.06663527717
2477,92,3744,59777,2021-07-01,Departamento,35.0,35.0,1,1,2,0.0,Sí,40.0,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3785944820449,-34.5997595903839,2021,189.48771227738573,COMUNA 3,6632.0699297085
375,474,18293,58777,2021-03-01,Departamento,46.0,46.0,1,1,2,0.0,No,25.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4070325256554,-34.6048451622245,2021,164.80077060298782,COMUNA 3,7580.83544773744
924,4392,176849,56480,2021-05-01,Departamento,41.0,36.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,N,-58.3941596116863,-34.6176168471982,2021,263.60777436864805,COMUNA 3,9489.87987727133
738,80,3253,56147,2021-08-01,Departamento,44.0,38.0,1,1,2,0.0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4029139064638,-34.6193198774603,2021,196.4669673929858,COMUNA 3,7465.74476093346
1966,4823,193662,59437,2022-06-01,Departamento,65.0,65.0,2,1,3,,0,50.0,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4026105832401,-34.6012892589185,2022,172.44483175462614,COMUNA 3,11208.9140640507
913,1870,74953,56480,2022-01-01,Departamento,41.0,36.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,N,-58.3941596116863,-34.6176168471982,2022,210.15243063587417,COMUNA 3,7565.48750289147
227,2625,104419,59119,2021-07-01,Departamento,28.0,28.0,1,1,1,0.0,No,0.0,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3786540835781,-34.6033657562636,2021,163.97975100927607,COMUNA 3,4591.43302825973
3523,3082,122504,56809,2021-09-01,Departamento,37.0,35.0,0,1,1,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,N,-58.3941294584655,-34.6158137806007,2021,178.61455144823572,COMUNA 3,6251.50930068825
2278,1598,63835,54174,2022-04-01,Departamento,44.0,37.0,1,2,2,0.0,No,10.0,No,No,No,No,No,No,Sí,Sí,No,No,No,   0,No,No,Sí,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4009147161856,-34.6301632993159,2022,206.2453579806592,COMUNA 3,7631.07824528439
