,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,COMUNA,precio_pesos_constantes
3884,561,18998,56465,2021-11-01,Departamento,65.0,56.0,2,1,3,0.0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,N,-58.4268742022236,-34.6172385227219,2021,COMUNA 5,15865.1929586234
1120,1224,43818,59429,2022-10-01,Departamento,46.0,42.0,1,1,2,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4200549619456,-34.6010874515456,2022,COMUNA 5,7404.01595424824
4976,6389,226615,59426,2021-08-01,Departamento,61.0,55.0,1,0,2,0.0,0,0 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,N,-58.4265965590807,-34.6010111310965,2021,COMUNA 5,16922.3547914492
960,4903,174734,55814,2021-02-01,Departamento,32.0,30.0,0,1,1,0.0,No,8 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4116685379171,-34.6210222700938,2021,COMUNA 5,6416.88563682863
6226,5215,185489,55808,2021-04-01,Departamento,40.0,0.0,0,1,1,0.0,No,6 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4247548829108,-34.6208701014746,2021,COMUNA 5,7282.26267970205
3865,5711,203060,54161,2022-04-01,Departamento,34.0,32.0,1,1,1,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Boedo,S,-58.4292715813662,-34.6298342506853,2022,COMUNA 5,8873.34679684232
1805,4100,146037,59435,2022-05-01,Departamento,40.0,40.0,1,1,2,,0,70,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Almagro,U,-58.406971694161,-34.6012390407815,2022,COMUNA 5,2198960.55194231
3780,2267,80575,59758,2021-10-01,Departamento,85.0,75.0,2,1,3,0.0,0,41 años,0,No,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.420024267687,-34.599284400134,2021,COMUNA 5,13938.7052406395
4300,5390,191240,55154,2021-02-01,Departamento,76.0,70.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Boedo,S,-58.4160919319521,-34.6245777988052,2021,COMUNA 5,11917.0733255389
3961,2888,103014,59764,2021-12-01,Departamento,37.0,37.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,S,-58.4069412824667,-34.5994359792241,2021,COMUNA 5,6528.61642453197
5966,4870,173340,56796,2021-08-01,Departamento,52.0,32.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.422481526211,-34.6154864279583,2021,COMUNA 5,8087.89015767792
1358,1731,61533,58443,2022-06-01,Departamento,110.0,10.0,2,2,3,,1,40,,,,,1,,,1,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.4179663819406,-34.6065219697765,2022,COMUNA 5,16837.4245597328
834,6122,217752,56796,2021-07-01,Departamento,52.0,32.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.422481526211,-34.6154864279583,2021,COMUNA 5,8290.08741213563
5676,5231,185844,58441,2022-07-01,Departamento,42.0,42.0,1,1,2,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.4223277374995,-34.606471196134,2022,COMUNA 5,8211.92117370296
2937,7214,257107,52847,2021-07-01,Departamento,300.0,300.0,1,6,6,0.0,Sí,0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4250323730608,-34.6370974532131,2021,COMUNA 5,2295.71651412987
1040,2237,79646,57781,2021-05-01,Departamento,35.0,25.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,S,-58.4267507778653,-34.6100263542456,2021,COMUNA 5,4143023.97196285
1751,340,10642,57781,2021-01-01,Departamento,30.0,30.0,0,1,1,0.0,0,30 años,0,No,0,No,0,No,No,No,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4267507778653,-34.6100263542456,2021,COMUNA 5,6014.76080359472
2221,1862,66618,58112,2021-06-01,Departamento,40.0,36.0,1,1,2,0.0,No,10 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4223584897772,-34.6082742436145,2021,COMUNA 5,9195.62003663748
1148,3143,111833,59427,2021-01-01,Departamento,50.0,0.0,1,1,2,0.0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4244160294362,-34.6010366101962,2021,COMUNA 5,7914.15895209832
5218,6522,231671,58115,2022-10-01,Departamento,63.0,63.0,2,1,0,,,40.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.415816311021,-34.6083503507341,2022,COMUNA 5,10444.730352821
5223,1621,57515,59100,2022-12-01,Departamento,69.0,69.0,2,1,3,,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4200856589311,-34.6028905023995,2022,COMUNA 5,12893.1833786117
6244,6185,219346,59424,2022-01-01,Departamento,40.0,36.0,1,1,2,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.430957610147,-34.6009600560478,2022,COMUNA 5,8406.09722543496
5290,5044,179412,54166,2021-05-01,Departamento,42.0,38.0,1,1,2,0.0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Boedo,U,-58.4183651492054,-34.6299615876973,2021,COMUNA 5,6778.48562662238
1807,1312,46956,55153,2022-06-01,Departamento,36.0,36.0,1,1,2,,0,60,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Boedo,U,-58.4182730851113,-34.6245524534664,2022,COMUNA 5,7216.03909702836
6606,1608,57114,56471,2021-11-01,Departamento,55.0,53.0,2,0,3,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4137884392416,-34.6173909048208,2021,COMUNA 5,10199.0526162579
1970,5835,207572,59427,2021-01-01,Departamento,39.0,37.0,1,1,2,0.0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4244160294362,-34.6010366101962,2021,COMUNA 5,8230.72531018225
5062,5666,201477,59101,2022-04-01,Departamento,43.0,43.0,1,1,2,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Almagro,N,-58.4179050739957,-34.6029158663464,2022,COMUNA 5,8340.94598903178
482,5478,195022,57126,2021-01-01,Departamento,42.0,42.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4202698981232,-34.6137087958113,2021,COMUNA 5,7565.93595820599
1677,1642,58348,59427,2022-08-01,Departamento,45.0,40.0,1,2,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.4244160294362,-34.6010366101962,2022,COMUNA 5,13953.9867020583
5756,3861,137546,58112,2021-06-01,Departamento,55.0,51.0,1,1,2,0.0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,N,-58.4223584897772,-34.6082742436145,2021,COMUNA 5,5431245.84471934
4494,267,8583,58112,2022-10-01,Departamento,50.0,50.0,1,1,2,,,35.0,,,,,1.0,1.0,,1.0,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.4223584897772,-34.6082742436145,2022,COMUNA 5,9517.68328008538
712,56,1754,59428,2022-10-01,Departamento,46.0,42.0,0,1,1,,0.0,10.0,,1.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4222354970565,-34.601062050346,2022,COMUNA 5,9888.50210917961
5139,1641,58322,58441,2021-09-01,Departamento,75.0,69.0,2,1,3,0.0,No,25 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4223277374995,-34.606471196134,2021,COMUNA 5,14426.5599246652
6246,5931,211015,58112,2021-08-01,Departamento,70.0,70.0,2,1,3,0.0,No,80 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4223584897772,-34.6082742436145,2021,COMUNA 5,14558.2022838202
6215,6808,241881,58437,2021-12-01,Departamento,0.0,42.0,1,1,2,0.0,No,10 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4310504158019,-34.606369181355,2021,COMUNA 5,12009.1606471324
5930,2625,93475,56465,2021-10-01,Departamento,37.0,34.0,0,1,1,0.0,No,10 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4268742022236,-34.6172385227219,2021,COMUNA 5,7666.28788235175
1498,3074,109160,56472,2022-07-01,Departamento,57.0,51.0,2,1,3,,0,50,,0,,0,1,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4116074692124,-34.6174161654284,2022,COMUNA 5,10451.5360392583
1533,5317,188637,58433,2021-06-01,Departamento,130.0,110.0,3,4,5,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4397730501273,-34.6062665432591,2021,COMUNA 5,17077.580068041
893,3456,123933,57457,2022-09-01,Departamento,46.0,41.0,1,1,2,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4158775410741,-34.6119564542089,2022,COMUNA 5,7883.60830638851
6030,667,22669,59759,2022-11-01,Departamento,49.0,49.0,2,1,3,,0.0,45.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4178437769427,-34.5993097606858,2022,COMUNA 5,8248.27392268929
48,7122,253560,58772,2021-04-01,Departamento,40.0,36.0,0,1,1,0.0,No,0,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,S,-58.4179357266065,-34.6047189183402,2021,COMUNA 5,8402.6107842716
208,7645,272761,59097,2021-01-01,Departamento,74.0,66.0,2,2,2,0.0,0,12 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4266273973577,-34.6028141768422,2021,COMUNA 5,18993.981485036
4936,4687,166659,55154,2022-01-01,Departamento,50.0,44.0,1,1,2,0.0,No,8 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Boedo,U,-58.4160919319521,-34.6245777988052,2022,COMUNA 5,8826.40208670671
1630,2054,73670,57458,2021-05-01,Departamento,37.0,37.0,1,1,2,0.0,0,53 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4136967151436,-34.6119817487122,2021,COMUNA 5,7727.47361434951
1017,7445,265418,58771,2022-12-01,Departamento,68.0,68.0,3,1,3,,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4201163586438,-34.6046935526957,2022,COMUNA 5,10650.890617114
1452,3707,132163,59432,2022-05-01,Departamento,59.0,50.0,1,1,2,,0,50,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4135133402681,-34.601163421442,2022,COMUNA 5,7598.48916990682
6240,2835,101264,55811,2021-12-01,Departamento,42.0,42.0,1,1,2,0.0,No,0,No,Sí,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4182117226781,-34.6209463611902,2021,COMUNA 5,6113.7545112674
1718,2988,106934,54826,2022-09-01,Departamento,41.0,39.0,1,1,1,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Boedo,N,-58.4139413670717,-34.6264061538499,2022,COMUNA 5,8540.57566525422
3700,5312,188486,58440,2021-07-01,Departamento,32.0,32.0,1,1,2,0.0,No,25 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4245084111833,-34.6064457508758,2021,COMUNA 5,5866.83109166521
3120,2468,87351,59427,2022-08-01,Departamento,35.0,35.0,0,1,1,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,N,-58.4244160294362,-34.6010366101962,2022,COMUNA 5,9070.0913563379
6260,691,23462,53838,2021-06-01,Departamento,67.0,67.0,2,2,3,0.0,No,7 años,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4162145008962,-34.6317899834479,2021,COMUNA 5,10772.0120429182
3897,5570,198018,54497,2022-05-01,Departamento,35.0,40.0,1,1,2,,0,100,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Boedo,U,-58.4139719607899,-34.6282092019828,2022,COMUNA 5,6754.21259547273
5375,6153,218709,58768,2021-01-01,Departamento,50.0,50.0,2,1,3,0.0,No,35 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4266582383744,-34.6046172220299,2021,COMUNA 5,13612.3533976091
4573,3434,123320,58771,2021-01-01,Departamento,34.0,34.0,1,0,1,0.0,0,5 años,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4201163586438,-34.6046935526957,2021,COMUNA 5,6331.32716167866
1351,1227,43959,58440,2021-05-01,Departamento,19.0,19.0,0,1,1,0.0,0,6 años,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,Sí,0,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4245084111833,-34.6064457508758,2021,COMUNA 5,5287.21878876546
3854,2910,103957,59429,2022-07-01,Departamento,50.0,48.0,2,1,3,,,0,,0,,0,,,,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,N,-58.4200549619456,-34.6010874515456,2022,COMUNA 5,9704.99775073986
5360,7528,268147,59427,2022-03-01,Departamento,35.0,35.0,1,1,2,0.0,No,47 años,   0,No,   0,No,No,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Almagro,U,-58.4244160294362,-34.6010366101962,2022,COMUNA 5,6019.67846736241
1873,3888,138733,55811,2022-08-01,Departamento,35.0,32.0,1,1,1,,,5.0,,,,,1.0,1.0,,1.0,,,,,,,,,,0,,,,,,1.0,,,Capital Federal,Capital Federal,Boedo,U,-58.4182117226781,-34.6209463611902,2022,COMUNA 5,6976.99335102915
3629,9,364,59427,2022-03-01,Departamento,32.0,32.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,S,-58.4244160294362,-34.6010366101962,2022,COMUNA 5,5643.44856315226
1506,2081,74828,56801,2021-11-01,Departamento,40.0,38.0,1,1,2,0.0,No,50 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4115769389287,-34.6156131122595,2021,COMUNA 5,7252.65963822784
829,1151,41373,58437,2021-06-01,Departamento,35.0,35.0,1,1,2,0.0,No,35 años,0,No,0,No,Sí,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4310504158019,-34.606369181355,2021,COMUNA 5,6568.30002616963
6575,945,33218,54825,2022-02-01,Departamento,36.0,36.0,0,1,1,0.0,0,13 años,0,0,0,Sí,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Boedo,U,-58.416122570105,-34.6263808458025,2022,COMUNA 5,7025.15288549183
1132,2407,85377,59428,2021-08-01,Departamento,35.0,30.0,0,1,1,0.0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Almagro,N,-58.4222354970565,-34.601062050346,2021,COMUNA 5,6968.0284435379
