,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
348,61088,2022-08-01,Departamento,18.0,18.0,0,1,1,,0.0,39.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Recoleta,U,-58.3893770380026,-34.5924235982254,4883.89534572041,2022,COMUNA 2
352,62071,2021-10-01,Departamento,72.0,0.0,1,1,3,0,No,45 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3980077502015,-34.5869147595036,19372.9662443257,2021,COMUNA 2
359,60759,2021-04-01,Departamento,176.0,157.0,3,3,5,0,0,40 años,0,Sí,0,No,0,Sí,No,Sí,0,0,0,0,0,Sí,0,0,No,2,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3894070622601,-34.594226675391,98905.7311065303,2021,COMUNA 2
381,61747,2021-10-01,Departamento,165.0,150.0,3,3,4,0,No,0,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3871367515023,-34.5888422475276,94712.2794167036,2021,COMUNA 2
393,61743,2021-05-01,Departamento,30.0,30.0,0,1,1,0,0,60 años,0,No,0,No,0,No,0,No,No,No,0,0,0,Sí,0,No,0,0,0.0,No,0.0,0.0,No,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3958577194312,-34.5887427927101,6236.20677649259,2021,COMUNA 2
410,61083,2021-04-01,Departamento,50.0,50.0,2,1,3,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,S,-58.4002786985806,-34.5922989710147,11763.6550979802,2021,COMUNA 2
425,60754,2021-01-01,Departamento,36.0,36.0,1,1,2,0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,N,-58.4003089582347,-34.5941020398377,7914.15895209832,2021,COMUNA 2
442,62075,2021-05-01,Departamento,328.0,273.0,4,4,7,0,0,61 años,0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,0,0,2,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3892869812323,-34.5870143633891,100558.834270943,2021,COMUNA 2
455,61087,2022-09-01,Departamento,675.0,402.0,4,3,6,,,100.0,,1.0,,0.0,,1.0,0.0,1.0,,,,,,,,,0.0,0,,,,,,1.0,0.0,,Capital Federal,Capital Federal,Recoleta,U,-58.3915573754694,-34.5923987506615,164193.281259468,2022,COMUNA 2
459,61088,2021-05-01,Departamento,24.0,24.0,1,1,1,0,No,40 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3893770380026,-34.5924235982254,6778.48562662238,2021,COMUNA 2
463,60763,2022-04-01,Departamento,100.0,95.0,2,3,3,0.0,No,   0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Recoleta,S,-58.380685497441,-34.5943256828771,26620.040390527,2022,COMUNA 2
471,61416,2021-11-01,Departamento,50.0,0.0,2,1,3,0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3915273068034,-34.5905956746026,11332.280684731,2021,COMUNA 2
475,62396,2022-08-01,Departamento,27.0,27.0,0,1,1,,0.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Recoleta,U,-58.4066980861506,-34.5850114667069,13943.5212120318,2022,COMUNA 2
481,62396,2022-05-01,Departamento,34.0,34.0,1,1,2,,,55,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.4066980861506,-34.5850114667069,9287.042318775,2022,COMUNA 2
482,61747,2021-08-01,Departamento,85.0,85.0,3,2,3,0,0,41 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3871367515023,-34.5888422475276,18664.3619023337,2021,COMUNA 2
485,61416,2021-11-01,Departamento,28.0,28.0,0,1,1,0,0,41 años,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3915273068034,-34.5905956746026,6119.43156975474,2021,COMUNA 2
496,61419,2021-09-01,Departamento,150.0,150.0,3,2,5,0,No,65 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.384986427633,-34.5906700954935,108376.799131031,2021,COMUNA 2
542,62067,2022-10-01,Departamento,90.0,90.0,3,2,4,,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.4067284762385,-34.5868145327216,22249.1297456541,2022,COMUNA 2
544,60097,2021-04-01,Departamento,38.0,38.0,1,1,2,0,No,40 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3981890176032,-34.5977331841543,7282.26267970205,2021,COMUNA 2
562,61085,2021-10-01,Departamento,27.0,27.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,S,-58.3959180423845,-34.5923489387161,7433.97612834109,2021,COMUNA 2
592,61746,2022-02-01,Departamento,211.0,211.0,3,0,4,0.0,0,45 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3893169974889,-34.5888174422244,84164.5008100953,2022,COMUNA 2
626,62075,2021-06-01,Departamento,20.0,20.0,0,1,1,0,Sí,0 años,0,No,0,No,No,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,N,-58.3892869812323,-34.5870143633891,7881.96003140356,2021,COMUNA 2
672,62401,2022-02-01,Departamento,315.0,296.0,4,3,6,0.0,0,45 años,0,No,0,No,0,Sí,No,No,0,0,0,0,0,Sí,0,0,No,2,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3957974071951,-34.585136644477,210411.252025238,2022,COMUNA 2
742,62399,2022-01-01,Departamento,64.0,54.0,1,2,2,0.0,Sí,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,S,-58.4001576868431,-34.5850866901536,17862.9566040493,2022,COMUNA 2
744,61420,2021-05-01,Departamento,119.0,119.0,2,2,3,0,No,55 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,Sí,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3828061292533,-34.590694824583,27113.9425064895,2021,COMUNA 2
776,61744,2022-10-01,Departamento,52.0,46.0,1,2,2,,1.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Recoleta,U,-58.3936774814575,-34.5887677148155,16068.8159274169,2022,COMUNA 2
796,61422,2021-12-01,Departamento,175.0,0.0,2,2,3,0.0,Sí,25 años,0,Sí,0,Sí,Sí,No,Sí,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3784455245347,-34.5907441659499,128716.367299719,2021,COMUNA 2
798,59770,2021-07-01,Departamento,0.0,45.0,1,1,2,0,No,40 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3938581999882,-34.5995861561633,6632.0699297085,2021,COMUNA 2
855,61079,2021-08-01,Departamento,38.0,38.0,1,1,2,0,0,41 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.4089999786816,-34.5921985683488,9705.4681892135,2021,COMUNA 2
869,61739,2021-06-01,Departamento,60.0,60.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,S,-58.4045786444911,-34.5886427149519,10509.2800418714,2021,COMUNA 2
873,61741,2021-09-01,Departamento,34.0,34.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.4002181873365,-34.588692831698,7694.16529315477,2021,COMUNA 2
877,60424,2021-05-01,Departamento,50.0,50.0,1,1,2,0,0,40 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.4025196388066,-34.5958800624921,13556.9712532448,2021,COMUNA 2
888,60429,2021-03-01,Departamento,25.0,25.0,0,1,1,0,No,1 años,0,Sí,0,Sí,No,No,No,No,0,0,No,0,0,0,0,Sí,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3916175208157,-34.5960049011094,56582.6380696805,2021,COMUNA 2
894,61419,2022-10-01,Departamento,250.0,250.0,3,3,6,,0.0,5.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Recoleta,U,-58.384986427633,-34.5906700954935,94833.9880237789,2022,COMUNA 2
914,60421,2021-12-01,Departamento,90.0,80.0,3,2,3,0.0,0,50 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.4090608773211,-34.5958046919955,17467.8700321926,2021,COMUNA 2
958,61749,2022-10-01,Departamento,155.0,133.0,3,2,4,,0.0,45.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.3827762515456,-34.5888917413304,63222.6586825193,2022,COMUNA 2
964,61410,2022-11-01,Departamento,58.0,58.0,1,1,2,,0.0,55.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.4046089929095,-34.5904457815338,11194.0860379355,2022,COMUNA 2
965,61418,2021-10-01,Departamento,500.0,280.0,3,2,4,0,No,50 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.387166723354,-34.5906453274669,146373.522734906,2021,COMUNA 2
966,60099,2022-05-01,Departamento,80.0,80.0,2,2,3,,1,50,,1,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.3938280735432,-34.5977830839972,25328.2972330227,2022,COMUNA 2
1014,60761,2022-02-01,Departamento,222.0,216.0,3,3,7,0.0,0,60 años,0,Sí,0,No,0,Sí,No,Sí,0,0,0,0,0,Sí,0,0,No,2,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3850462851688,-34.5942762570188,84164.5008100953,2022,COMUNA 2
1020,61419,2022-10-01,Departamento,331.0,301.0,4,3,7,,0.0,0.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,1.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,N,-58.384986427633,-34.5906700954935,165081.386559911,2022,COMUNA 2
1053,61083,2021-09-01,Departamento,60.0,55.0,2,1,3,0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.4002786985806,-34.5922989710147,13224.3465976098,2021,COMUNA 2
1096,61748,2021-05-01,Departamento,300.0,300.0,4,3,6,0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,2,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3849565028532,-34.5888670138963,112625.894383456,2021,COMUNA 2
1097,62069,2022-10-01,Departamento,35.0,35.0,1,1,2,,0.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Recoleta,U,-58.4023681186032,-34.586864723974,8652.43934553216,2022,COMUNA 2
1098,60102,2021-06-01,Departamento,33.0,30.0,0,1,1,0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3872866373913,-34.597857641659,6568.30002616963,2021,COMUNA 2
1112,61419,2022-12-01,Departamento,100.0,100.0,2,1,3,,0.0,40.0,,0.0,,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.384986427633,-34.5906700954935,24665.2203764745,2022,COMUNA 2
1143,61085,2021-05-01,Departamento,25.0,25.0,0,1,1,0,No,12 años,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3959180423845,-34.5923489387161,6236.20677649259,2021,COMUNA 2
1204,62077,2021-05-01,Departamento,120.0,115.0,2,2,3,0,No,30 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3849265807318,-34.5870639317426,27113.9425064895,2021,COMUNA 2
1235,60429,2022-07-01,Departamento,27.0,25.0,1,1,1,,,52,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.3916175208157,-34.5960049011094,5972.30630814761,2022,COMUNA 2
1247,59764,2022-12-01,Departamento,30.0,30.0,1,1,0,,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,N,-58.4069412824667,-34.5994359792241,9529.74423636517,2022,COMUNA 2
1265,60430,2022-03-01,Departamento,246.0,230.0,3,4,4,0.0,0,40 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3894370891852,-34.5960297519999,52057.6777458779,2022,COMUNA 2
1282,61090,2021-07-01,Departamento,137.0,129.0,2,2,4,0,0,50 años,0,No,0,No,0,Sí,No,No,0,0,0,0,0,Sí,0,0,No,1,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3850163550714,-34.5924731765344,61066.0592758544,2021,COMUNA 2
1303,61746,2022-08-01,Departamento,295.0,255.0,4,3,6,,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,N,-58.3893169974889,-34.5888174422244,219112.476189071,2022,COMUNA 2
1306,61081,2022-06-01,Departamento,82.0,71.0,2,2,3,,0,6,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,U,-58.4046393440241,-34.5922488475585,31269.5027537896,2022,COMUNA 2
1307,60430,2021-01-01,Departamento,80.0,80.0,2,2,3,0,0,70 años,0,Sí,0,No,0,No,No,Sí,0,0,0,0,0,Sí,0,0,No,1,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3894370891852,-34.5960297519999,18044.2824107842,2021,COMUNA 2
1329,61085,2021-07-01,Departamento,41.0,41.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,S,-58.3959180423845,-34.5923489387161,6632.0699297085,2021,COMUNA 2
1369,60430,2021-05-01,Departamento,140.0,130.0,3,3,4,0,No,0,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3894370891852,-34.5960297519999,26571.6636563597,2021,COMUNA 2
1389,61416,2021-09-01,Departamento,142.0,134.0,3,1,5,0,No,60 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3915273068034,-34.5905956746026,52897.3863904391,2021,COMUNA 2
1391,62399,2021-06-01,Departamento,75.0,75.0,2,2,3,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,N,-58.4001576868431,-34.5850866901536,22332.2200889767,2021,COMUNA 2
1394,60759,2021-03-01,Departamento,295.0,270.0,5,3,6,0,Sí,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,2,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3894070622601,-34.594226675391,202080.850248859,2021,COMUNA 2
1412,61087,2021-11-01,Departamento,213.0,210.0,3,2,6,0,0,60 años,0,No,0,No,0,Sí,No,Sí,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3915573754694,-34.5923987506615,111353.148537821,2021,COMUNA 2
1416,62399,2021-02-01,Departamento,90.0,90.0,2,2,3,0,No,20 años,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.4001576868431,-34.5850866901536,79543.1905267288,2021,COMUNA 2
1437,59435,2022-01-01,Departamento,44.0,44.0,1,1,2,0.0,0,40 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.406971694161,-34.6012390407815,7355.33507225559,2022,COMUNA 2
1444,61420,2022-01-01,Departamento,242.0,234.0,3,2,6,0.0,Sí,50 años,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3828061292533,-34.590694824583,126778.456684532,2022,COMUNA 2
1457,61094,2021-07-01,Departamento,43.0,43.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,S,-58.3762949573361,-34.5925718658738,9693.02528188166,2021,COMUNA 2
1470,60757,2021-11-01,Departamento,34.0,34.0,0,1,1,0,No,20 años,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Recoleta,U,-58.3937678286816,-34.5941769379948,9065.8245477848,2021,COMUNA 2
1477,62077,2022-09-01,Departamento,60.0,60.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Recoleta,S,-58.3849265807318,-34.5870639317426,10511.4777418513,2022,COMUNA 2
1504,62397,2021-10-01,Departamento,74.0,68.0,2,2,3,0,0,21 años,0,0,0,0,Sí,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.4045179557422,-34.5850365801172,14403.3287486609,2021,COMUNA 2
1507,61085,2021-11-01,Departamento,34.0,32.0,1,1,2,0,0,45 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Recoleta,U,-58.3959180423845,-34.5923489387161,8612.53332039556,2021,COMUNA 2
1533,61419,2022-09-01,Departamento,331.0,301.0,4,3,7,,0.0,0.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,1.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Recoleta,N,-58.384986427633,-34.5906700954935,171490.760426555,2022,COMUNA 2
