,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
582,59113,2021-09-01,Departamento,50.0,50.0,2,1,3,0,No,50 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3917378435729,-34.6032171953248,10819.9199434989,2021,COMUNA 3
649,60433,2021-03-01,Departamento,50.0,50.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.3828957783041,-34.5961040710027,11079.6825774624,2021,COMUNA 3
731,59111,2022-02-01,Departamento,17.0,17.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3960990755666,-34.6031673633706,4716.88836597308,2022,COMUNA 3
836,57137,2022-02-01,Departamento,36.0,36.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3962802052708,-34.613985767977,9032.33942420378,2022,COMUNA 3
850,58452,2021-04-01,Departamento,120.0,60.0,2,1,3,0,No,70 años,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3983401475972,-34.6067485227148,12603.9161764074,2021,COMUNA 3
871,56152,2022-01-01,Departamento,30.0,30.0,0,1,1,0.0,Sí,50 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3920087261584,-34.6194448247381,5884.26805780447,2022,COMUNA 3
872,56474,2021-01-01,Departamento,30.0,30.0,1,1,2,0,No,35 años,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,89,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4072455210212,-34.6174665697203,5381.62808742686,2021,COMUNA 3
903,56154,2021-08-01,Departamento,42.0,42.0,0,1,1,0,No,20 años,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3876466352826,-34.6194945308014,7465.74476093346,2021,COMUNA 3
939,59116,2021-03-01,Departamento,0.0,0.0,1,1,2,0,No,60 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3851959755467,-34.6032916510936,8163.97663602493,2021,COMUNA 3
994,54835,2022-05-01,Departamento,76.0,66.0,2,1,3,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,San Cristóbal,N,-58.3943104179778,-34.6266321718313,10131.3188932091,2022,COMUNA 3
1068,57789,2022-05-01,Departamento,60.0,60.0,2,1,3,,,63,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4093045801107,-34.6102291642907,9287.042318775,2022,COMUNA 3
1132,59112,2021-06-01,Departamento,45.0,45.0,1,1,2,0,Sí,25 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3939184609082,-34.6031922988251,7881.96003140356,2021,COMUNA 3
1199,59107,2021-08-01,Departamento,24.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4048215073465,-34.6030672320077,6968.0284435379,2021,COMUNA 3
1258,59764,2021-12-01,Departamento,97.0,70.0,2,1,3,0.0,No,15 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4069412824667,-34.5994359792241,15939.4314043757,2021,COMUNA 3
1275,56803,2021-03-01,Departamento,20.0,20.0,0,1,1,0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4072150850018,-34.6156635131786,4373.55891215621,2021,COMUNA 3
1402,57135,2022-12-01,Departamento,70.0,70.0,2,1,3,,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,N,-58.4006419919139,-34.6139357601277,8969.17104599074,2022,COMUNA 3
1446,59110,2022-03-01,Departamento,42.0,37.0,1,1,2,0.0,0,47 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982796875438,-34.6031423889614,8465.17284472839,2022,COMUNA 3
1480,56806,2021-11-01,Departamento,37.0,33.0,0,1,1,0,No,8 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4006722838439,-34.6157388222662,7932.5964793117,2021,COMUNA 3
1515,56478,2021-10-01,Departamento,40.0,36.0,0,1,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3985215922246,-34.6175669106065,6040.10560427714,2021,COMUNA 3
1564,56152,2021-12-01,Departamento,35.0,35.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3920087261584,-34.6194448247381,6113.7545112674,2021,COMUNA 3
1630,55159,2022-08-01,Departamento,54.0,45.0,1,1,2,,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,San Cristóbal,U,-58.4051861254151,-34.6247039407281,9070.0913563379,2022,COMUNA 3
1646,55491,2021-04-01,Departamento,29.0,26.0,0,1,1,0,No,9 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3986123508127,-34.622976097032,5041.56647056296,2021,COMUNA 3
1696,57132,2021-09-01,Departamento,42.0,37.0,1,1,2,0,No,45 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4071846516861,-34.6138604560796,6011.06663527717,2021,COMUNA 3
1699,58453,2022-12-01,Departamento,40.0,40.0,0,1,1,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,0,,,,,,,,,Capital Federal,Capital Federal,Balvanera,U,-58.3961594414075,-34.6067735004671,12893.1833786117,2022,COMUNA 3
1713,57795,2022-07-01,Departamento,42.0,40.0,1,1,2,,,47,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.396219817975,-34.6103796353359,7465.38288518451,2022,COMUNA 3
1755,59114,2021-05-01,Departamento,50.0,36.0,1,1,2,0,No,50 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3895572235647,-34.6032420528696,8947.60102714154,2021,COMUNA 3
1763,55492,2022-03-01,Departamento,29.0,29.0,0,1,1,0.0,0,77 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3964312204596,-34.6230010898322,5455.33361104719,2022,COMUNA 3
1824,55492,2022-02-01,Departamento,41.0,36.0,1,1,2,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3964312204596,-34.6230010898322,9032.33942420378,2022,COMUNA 3
1831,59439,2021-05-01,Departamento,28.0,28.0,0,1,1,0,No,5 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982494615452,-34.6013393212493,5151.64907623301,2021,COMUNA 3
1848,58453,2022-01-01,Departamento,30.0,30.0,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.3961594414075,-34.6067735004671,5884.26805780447,2022,COMUNA 3
1937,59776,2021-09-01,Departamento,36.0,36.0,1,1,2,0,No,0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3807750211549,-34.5997349309175,5770.62396986608,2021,COMUNA 3
1954,59109,2021-12-01,Departamento,89.0,89.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.4004602968356,-34.6031173755978,9825.67689310832,2021,COMUNA 3
2125,56480,2022-10-01,Departamento,37.0,21.0,0,1,1,,,4.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3941596116863,-34.6176168471982,6798.34520006099,2022,COMUNA 3
2161,56805,2022-08-01,Departamento,29.0,29.0,0,1,1,,,0.0,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,San Cristóbal,N,-58.40285322026,-34.6157137582094,6697.91361698799,2022,COMUNA 3
2191,58122,2021-04-01,Departamento,55.0,50.0,1,1,2,0,Sí,1 años,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4005511322687,-34.6085265703696,19606.0918299671,2021,COMUNA 3
2196,56144,2022-04-01,Departamento,39.0,39.0,1,1,2,0.0,No,30 años,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4094569823307,-34.6192444413609,6566.27662966331,2022,COMUNA 3
2214,57791,2022-07-01,Departamento,70.0,60.0,1,1,2,,0,0,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,N,-58.4049430035163,-34.6102794771639,13437.6891933321,2022,COMUNA 3
2285,56805,2021-11-01,Departamento,37.0,35.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.40285322026,-34.6157137582094,7932.5964793117,2021,COMUNA 3
2307,59113,2021-09-01,Departamento,58.0,58.0,2,1,3,0,No,60 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3917378435729,-34.6032171953248,9497.48528373792,2021,COMUNA 3
2369,58120,2021-08-01,Departamento,33.0,32.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4049126254262,-34.6084764167107,5474.8794913512,2021,COMUNA 3
2450,59439,2021-10-01,Departamento,20.0,20.0,0,1,1,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982494615452,-34.6013393212493,4646.23508021318,2021,COMUNA 3
2519,58458,2022-01-01,Departamento,34.0,34.0,1,1,1,0.0,No,3 años,0,Sí,0,No,No,No,No,Sí,0,0,No,0,0,0,0,Sí,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.385255870318,-34.6068978048278,7985.79236416322,2022,COMUNA 3
2532,55491,2022-10-01,Departamento,23.0,23.0,0,1,1,,0.0,30.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,San Cristóbal,U,-58.3986123508127,-34.622976097032,5191.4636073193,2022,COMUNA 3
2599,56818,2021-06-01,Departamento,0.0,64.0,2,1,3,0,Sí,60 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3745008381369,-34.6160365510428,9721.08403873105,2021,COMUNA 3
2673,56147,2021-06-01,Departamento,38.0,35.0,1,1,2,0,Sí,35 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4029139064638,-34.6193198774603,9195.62003663748,2021,COMUNA 3
2686,56476,2021-08-01,Departamento,87.0,64.0,2,1,3,0,No,6 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4028835620141,-34.6175168181135,10700.9008240046,2021,COMUNA 3
2696,58124,2022-12-01,Departamento,46.0,42.0,1,1,2,,,42.0,,,,,1.0,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.3961896283503,-34.60857656818,7848.0246652419,2022,COMUNA 3
2702,59768,2021-10-01,Departamento,30.0,30.0,1,1,1,0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3982192382318,-34.5995362529803,6040.10560427714,2021,COMUNA 3
2750,57791,2022-07-01,Departamento,40.0,37.0,1,1,2,,0.0,8.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4049430035163,-34.6102794771639,9107.7671199251,2022,COMUNA 3
2809,55158,2021-06-01,Departamento,35.0,35.0,1,1,2,0,No,50 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4073672921407,-34.6246787903134,6568.30002616963,2021,COMUNA 3
2815,53837,2021-06-01,Departamento,57.0,52.0,2,1,3,0,No,50 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4183958426895,-34.6317646313253,9458.35203768427,2021,COMUNA 3
2854,58121,2021-08-01,Departamento,60.0,60.0,2,1,3,0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4027318801946,-34.6085015130212,8958.89371312015,2021,COMUNA 3
2969,56806,2022-02-01,Departamento,37.0,33.0,0,1,1,0.0,No,8 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.4006722838439,-34.6157388222662,7025.15288549183,2022,COMUNA 3
3072,59114,2021-11-01,Departamento,60.0,60.0,2,1,3,0,No,60 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3895572235647,-34.6032420528696,10425.6982299525,2021,COMUNA 3
3246,54831,2021-11-01,Departamento,65.0,65.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,S,-58.4030353112233,-34.6265321092752,9065.8245477848,2021,COMUNA 3
3262,56804,2022-05-01,Departamento,42.0,40.0,1,1,2,,,6,,,,,1,,1,,,,,,,,,,1,0,,,,,,1.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4050341539806,-34.6156886551801,10131.3188932091,2022,COMUNA 3
3277,58782,2021-11-01,Departamento,80.0,77.0,2,1,3,0,No,70 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3961292571463,-34.6049704321973,10199.0526162579,2021,COMUNA 3
3281,55492,2022-05-01,Departamento,40.0,38.0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,San Cristóbal,S,-58.3964312204596,-34.6230010898322,7091.92322524636,2022,COMUNA 3
3376,60092,2021-10-01,Departamento,32.0,32.0,0,1,1,0,0,41 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4090913306987,-34.5976077529829,6040.10560427714,2021,COMUNA 3
3377,57130,2022-09-01,Departamento,77.0,77.0,3,2,4,,,40.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Balvanera,U,-58.411546411357,-34.6138100585331,12482.3798184485,2022,COMUNA 3
3394,58452,2021-05-01,Departamento,42.0,42.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.3983401475972,-34.6067485227148,7049.62505168727,2021,COMUNA 3
3435,57460,2021-04-01,Departamento,52.0,47.0,2,1,3,0,No,60 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4093350551393,-34.6120322208195,9803.04591498353,2021,COMUNA 3
3439,56801,2021-06-01,Departamento,38.0,38.0,1,1,2,0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4115769389287,-34.6156131122595,6042.83602407606,2021,COMUNA 3
3621,59111,2022-01-01,Departamento,96.0,90.0,3,3,4,0.0,No,40 años,0,Sí,0,0,Sí,Sí,0,Sí,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3960990755666,-34.6031673633706,17862.9566040493,2022,COMUNA 3
3693,58782,2022-01-01,Departamento,40.0,38.0,1,1,2,0.0,0,54 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3961292571463,-34.6049704321973,7985.79236416322,2022,COMUNA 3
3728,56802,2021-12-01,Departamento,35.0,33.0,1,1,1,0.0,0,7 años,0,Sí,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.4093960133192,-34.615638332205,10726.3639416432,2021,COMUNA 3
3802,56144,2022-07-01,Departamento,85.0,70.0,1,1,2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,San Cristóbal,N,-58.4094569823307,-34.6192444413609,10750.1513546657,2022,COMUNA 3
3863,57136,2021-06-01,Departamento,48.0,48.0,2,1,3,0,No,50 años,0,No,0,No,Sí,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,U,-58.3984610999358,-34.6139607835374,6042.83602407606,2021,COMUNA 3
3930,55163,2021-02-01,Departamento,38.0,37.0,0,1,2,0,No,45 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,U,-58.3964614315476,-34.6248041525321,7639.14956765313,2021,COMUNA 3
4016,59762,2022-12-01,Departamento,42.0,37.0,1,1,2,,0.0,7.0,,0.0,,0.0,1.0,1.0,1.0,1.0,,,0.0,,,,,0.0,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Balvanera,U,-58.4113022883912,-34.5993856086536,9529.74423636517,2022,COMUNA 3
4069,56152,2021-11-01,Departamento,30.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Cristóbal,S,-58.3920087261584,-34.6194448247381,6799.3684108386,2021,COMUNA 3
4092,58450,2022-03-01,Departamento,30.0,30.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Balvanera,S,-58.402701551915,-34.6066984503312,2677251.99835943,2022,COMUNA 3
4120,58120,2021-06-01,Departamento,49.0,49.0,2,1,3,0,No,0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Balvanera,U,-58.4049126254262,-34.6084764167107,9195.62003663748,2021,COMUNA 3
