,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
374,69598,2021-11-01,Departamento,35.0,35.0,1,1,2,0,No,35 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4844758199162,-34.5444152350969,6232.75437660205,2021,COMUNA 12
432,61035,2021-11-01,Departamento,38.0,34.0,0,1,1,0,No,7 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.5049311446202,-34.5910530227035,6799.3684108386,2021,COMUNA 12
477,63675,2022-08-01,Departamento,80.0,80.0,2,2,3,,0.0,45.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.487232481865,-34.5768428921374,20930.9800530875,2022,COMUNA 12
487,62694,2022-10-01,Departamento,30.0,27.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.47424892297,-34.5824106304342,6674.73892369624,2022,COMUNA 12
503,63344,2021-04-01,Departamento,42.0,38.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4916243662834,-34.5785926830134,13444.1772548346,2021,COMUNA 12
518,65321,2021-02-01,Departamento,35.0,30.0,0,1,1,0,No,5 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4848923213227,-34.5678544002994,9166.97948118376,2021,COMUNA 12
521,63345,2022-03-01,Departamento,63.0,55.0,2,1,3,0.0,No,45 años,No,No,No,No,Sí,Sí,No,No,No,No,No,0,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4894444853917,-34.5786193091401,11286.8971263045,2022,COMUNA 12
523,66967,2021-07-01,Departamento,130.0,120.0,3,2,4,0,No,13 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Coghlan,U,-58.4825526992601,-34.5588658378168,33160.3496485425,2021,COMUNA 12
552,65656,2021-06-01,Departamento,46.0,0.0,1,1,2,0,No,5 años,0,No,0,No,Sí,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Coghlan,U,-58.4717828613775,-34.5662097892831,11822.9400471053,2021,COMUNA 12
556,62354,2021-04-01,Departamento,52.0,45.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Pueyrredón,S,-58.4982610738758,-34.5839215536609,8962.78483655637,2021,COMUNA 12
594,62687,2022-12-01,Departamento,36.0,32.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4895088275908,-34.5822253123319,8857.05640791586,2022,COMUNA 12
624,62356,2022-07-01,Departamento,60.0,45.0,1,1,2,,1,12,,,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.4939010441604,-34.583975011217,8659.84414681403,2022,COMUNA 12
691,63346,2021-01-01,Departamento,51.0,51.0,2,1,3,0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,No,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4872646016422,-34.578645896353,11396.3888910216,2021,COMUNA 12
732,65974,2022-06-01,Departamento,73.0,69.0,2,1,3,,0,45,,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4957257364792,-34.5641153216975,11866.3754040022,2022,COMUNA 12
934,64990,2021-11-01,Departamento,39.0,36.0,1,1,1,0,No,15 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4892836799,-34.5696042913638,8839.17893409018,2021,COMUNA 12
940,64992,2022-07-01,Departamento,42.0,40.0,1,1,2,,,10,,,,,,,,1,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4849243798209,-34.5696574090906,8958.45946222141,2022,COMUNA 12
985,61362,2022-01-01,Departamento,83.0,83.0,3,2,4,0.0,No,50 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.509258911578,-34.5891961791456,15761.4322976906,2022,COMUNA 12
1013,67952,2022-08-01,Departamento,33.0,33.0,1,1,2,,0.0,60.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Saavedra,U,-58.4868151843227,-34.5534037864032,4465.27574465866,2022,COMUNA 12
1024,65654,2022-12-01,Departamento,42.0,42.0,1,1,2,,0.0,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Coghlan,U,-58.4761420074775,-34.5661571454242,8408.59785561632,2022,COMUNA 12
1174,67958,2022-03-01,Departamento,54.0,54.0,1,2,2,0.0,No,15 años,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,No,Capital Federal,Capital Federal,Saavedra,U,-58.4737397708281,-34.553562343772,3644037.44221145,2022,COMUNA 12
1203,61363,2022-12-01,Departamento,83.0,75.0,2,1,3,,,59.0,,,,,1.0,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.507078771411,-34.5892231273985,13453.7565689861,2022,COMUNA 12
1229,64667,2022-09-01,Departamento,92.0,85.0,2,3,3,,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,1.0,1.0,1,,0.0,,,,1.0,0.0,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4762376187857,-34.5715661930431,28906.5637900912,2022,COMUNA 12
1285,63022,2022-09-01,Departamento,50.0,50.0,0,1,2,,0.0,9.0,,1.0,,0.0,1.0,0.0,1.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4763970276034,-34.5805812612213,21892.4375012623,2022,COMUNA 12
1337,64996,2021-01-01,Departamento,84.0,70.0,2,2,3,0,0,5 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4762057455182,-34.5697631777294,20576.8132754556,2021,COMUNA 12
1347,64665,2021-07-01,Departamento,47.0,47.0,1,1,2,0,No,4 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4805970356566,-34.5715133829907,15304.7767608658,2021,COMUNA 12
1349,64006,2021-02-01,Departamento,47.0,42.0,1,1,2,0,No,10 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.482840777021,-34.5750929379416,10694.8093947144,2021,COMUNA 12
1360,67621,2022-03-01,Departamento,45.0,37.0,0,1,1,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Saavedra,N,-58.4912058093969,-34.5551536308556,9593.86255735884,2022,COMUNA 12
1367,65985,2022-07-01,Departamento,32.0,32.0,1,1,2,,0,40,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Coghlan,U,-58.4717510906196,-34.5644067687666,8211.92117370296,2022,COMUNA 12
1405,67956,2021-08-01,Departamento,71.0,65.0,3,2,4,0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Saavedra,N,-58.4780982533378,-34.553509646828,17420.0711088447,2021,COMUNA 12
1453,67297,2022-05-01,Departamento,32.0,28.0,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Saavedra,U,-58.4803413766983,-34.5570892731041,13532.0649350296,2022,COMUNA 12
1501,64662,2022-02-01,Departamento,0.0,60.0,2,1,3,0.0,No,12 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4871361396521,-34.5714338761322,16057.4923096956,2022,COMUNA 12
1519,68611,2022-02-01,Departamento,100.0,95.0,4,2,5,0.0,0,18 años,0,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,Sí,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Saavedra,U,-58.4845718929351,-34.5498242816127,26093.4250032554,2022,COMUNA 12
1570,63678,2021-06-01,Departamento,0.0,42.0,1,1,2,0,No,11 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4806929546201,-34.5769224149672,10509.2800418714,2021,COMUNA 12
1611,63345,2022-06-01,Departamento,44.0,41.0,1,1,2,,0,3,,0,,0,0,0,1,1,,,1,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4894444853917,-34.5786193091401,9621.38546270448,2022,COMUNA 12
1639,61705,2022-05-01,Departamento,35.0,33.0,0,1,1,,0,0,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4787047388712,-34.5877669042175,7091.92322524636,2022,COMUNA 12
1689,64007,2021-10-01,Departamento,53.0,53.0,1,1,2,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4806609787918,-34.5751194048679,9292.47016042637,2021,COMUNA 12
1692,68281,2021-12-01,Departamento,90.0,80.0,3,2,4,0.0,No,40 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Saavedra,U,-58.4867831044694,-34.5516007743525,13100.9025241444,2021,COMUNA 12
1695,63350,2022-12-01,Departamento,62.0,50.0,0,1,1,,0.0,11.0,,1.0,,0.0,0.0,1.0,1.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4785450381505,-34.578751856063,9866.08815058982,2022,COMUNA 12
1746,64990,2021-05-01,Departamento,55.0,55.0,1,1,2,0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4892836799,-34.5696042913638,16268.3655038937,2021,COMUNA 12
1753,69273,2022-10-01,Departamento,60.0,55.0,2,1,3,,0.0,40.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Saavedra,U,-58.4757916506151,-34.5463239277599,10135.7146619091,2022,COMUNA 12
1783,63019,2022-09-01,Departamento,55.0,38.0,1,1,2,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4829368541374,-34.5805019612447,7883.60830638851,2022,COMUNA 12
1797,65654,2021-03-01,Departamento,38.0,40.0,1,1,2,0,No,30 años,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Coghlan,U,-58.4761420074775,-34.5661571454242,8309.7619330968,2021,COMUNA 12
1873,64336,2021-02-01,Departamento,34.0,29.0,1,1,1,0,No,45 años,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.480629005804,-34.573316394209,6722.45161953476,2021,COMUNA 12
1941,64990,2022-04-01,Departamento,35.0,30.0,0,1,1,0.0,No,0 años,   0,No,   0,No,No,Sí,No,Sí,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4892836799,-34.5696042913638,7098.67743747385,2022,COMUNA 12
1994,64990,2021-10-01,Departamento,35.0,35.0,0,1,1,0,No,0 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4892836799,-34.5696042913638,8130.91139037307,2021,COMUNA 12
2006,64991,2021-06-01,Departamento,100.0,90.0,3,3,4,0,No,25 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4871040312866,-34.5696308696777,21018.5600837428,2021,COMUNA 12
2009,69931,2022-09-01,Departamento,60.0,50.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Saavedra,S,-58.4757279861445,-34.5427178809156,7620.82136284222,2022,COMUNA 12
2035,63011,2021-11-01,Departamento,32.0,32.0,1,1,2,0,0,50 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.5003762660547,-34.5802887823088,6799.3684108386,2021,COMUNA 12
2054,69275,2022-10-01,Departamento,40.0,40.0,1,1,2,,,40.0,,,,,,,,1.0,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Saavedra,U,-58.471433538231,-34.5463765328521,8652.43934553216,2022,COMUNA 12
2067,62694,2022-01-01,Departamento,35.0,33.0,1,1,1,0.0,No,8 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.47424892297,-34.5824106304342,5884.26805780447,2022,COMUNA 12
2083,64662,2022-08-01,Departamento,52.0,48.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4871361396521,-34.5714338761322,11163.1893616466,2022,COMUNA 12
2120,64668,2022-11-01,Departamento,72.0,70.0,2,2,3,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4740579061006,-34.5715925397128,35144.8193227631,2022,COMUNA 12
2282,65985,2022-09-01,Departamento,38.0,38.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Coghlan,S,-58.4717510906196,-34.5644067687666,7883.60830638851,2022,COMUNA 12
2314,61693,2021-09-01,Departamento,40.0,40.0,1,1,2,0,0,45 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.5048661149709,-34.5874470501827,7213.2799623326,2021,COMUNA 12
2330,64335,2022-11-01,Departamento,70.0,67.0,2,1,3,,,60.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4828087570053,-34.5732899290548,14139.8981531816,2022,COMUNA 12
2332,63025,2022-04-01,Departamento,50.0,50.0,1,1,2,0.0,   0,35 años,   0,   0,   0,   0,   0,   0,   0,Sí,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.469857175573,-34.5806602109413,7986.01211715808,2022,COMUNA 12
2399,64660,2022-06-01,Departamento,39.0,36.0,1,1,1,,0,10,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4914955280598,-34.5713806770418,13309.5832234079,2022,COMUNA 12
2433,63023,2022-11-01,Departamento,63.0,60.0,2,1,3,,,15.0,,1.0,,,,1.0,,1.0,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.474217079754,-34.5806076167122,16496.5478453786,2022,COMUNA 12
2493,63015,2021-08-01,Departamento,133.0,123.0,3,3,4,0,Sí,0 años,0,No,0,No,Sí,No,Sí,Sí,0,0,No,0,0,0,0,Sí,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4916565829935,-34.5803956831066,45789.9012003919,2021,COMUNA 12
2517,67953,2022-09-01,Departamento,56.0,50.0,2,1,3,,1.0,10.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Saavedra,U,-58.4846359558412,-34.5534303098261,9854.51038298563,2022,COMUNA 12
2525,63345,2022-12-01,Departamento,34.0,32.0,1,1,1,,0.0,,,,,,,,,,,,,,,,,,1.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4894444853917,-34.5786193091401,7511.68075101725,2022,COMUNA 12
2533,64991,2021-11-01,Departamento,49.0,46.0,1,1,2,0,No,20 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4871040312866,-34.5696308696777,8839.17893409018,2021,COMUNA 12
2554,63019,2021-12-01,Departamento,40.0,40.0,1,1,2,0.0,0,50 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4829368541374,-34.5805019612447,6332.10288666981,2021,COMUNA 12
2595,61035,2022-12-01,Departamento,44.0,40.0,1,2,2,,0.0,7.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Pueyrredón,U,-58.5049311446202,-34.5910530227035,10650.890617114,2022,COMUNA 12
2610,63019,2022-07-01,Departamento,56.0,46.0,1,1,2,,0,25,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4829368541374,-34.5805019612447,9704.99775073986,2022,COMUNA 12
2627,64663,2022-01-01,Departamento,44.0,39.0,1,1,2,0.0,No,12 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,2,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4849564411673,-34.5714604173221,13029.4506994242,2022,COMUNA 12
2699,64665,2021-11-01,Departamento,38.0,38.0,0,1,1,0,No,6 años,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4805970356566,-34.5715133829907,7705.95086561708,2021,COMUNA 12
2711,64662,2022-07-01,Departamento,52.0,48.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4871361396521,-34.5714338761322,11944.6126162952,2022,COMUNA 12
2712,67621,2022-05-01,Departamento,50.0,50.0,1,1,2,,0,40,,0,,0,1,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Saavedra,U,-58.4912058093969,-34.5551536308556,5893.05048954996,2022,COMUNA 12
2736,64007,2022-12-01,Departamento,40.0,38.0,0,1,1,,0.0,10.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Urquiza,U,-58.4806609787918,-34.5751194048679,8408.59785561632,2022,COMUNA 12
2797,65320,2022-08-01,Departamento,35.0,32.0,0,1,1,,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4870719257735,-34.5678278626635,11951.5896103129,2022,COMUNA 12
2803,68284,2022-02-01,Departamento,91.0,48.0,1,2,2,0.0,No,0 años,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Saavedra,N,-58.4802455514242,-34.5516802226669,10838.8073090445,2022,COMUNA 12
2848,65320,2022-09-01,Departamento,53.0,45.0,1,1,2,,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Urquiza,N,-58.4870719257735,-34.5678278626635,15767.216612777,2022,COMUNA 12
2864,63345,2021-10-01,Departamento,27.0,23.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Urquiza,S,-58.4894444853917,-34.5786193091401,5343.17034224516,2021,COMUNA 12
