,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
486,61691,2021-11-01,Departamento,52.0,38.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,S,-58.5092263040805,-34.5873931962101,8385.88770670094,2021,COMUNA 11
509,59395,2022-06-01,Departamento,47.0,44.0,1,1,2,,,12,,,,,,,1,1,,,,,,,,,,0,,,,,,1.0,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4941915985386,-34.6002019607047,7216.03909702836,2022,COMUNA 11
553,56422,2022-06-01,Departamento,37.0,37.0,1,1,2,,0,45,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5206525609295,-34.6161053947959,8819.60334081244,2022,COMUNA 11
574,59728,2022-05-01,Departamento,60.0,52.0,1,1,2,,0,10,,0,0,1,0,0,0,1,0,0,0,,0,,0,1,1,1,,0,,,,1.0,0,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4854377033097,-34.5985054736313,12664.1486165114,2022,COMUNA 11
761,55766,2022-11-01,Departamento,38.0,33.0,0,1,1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,N,-58.5163564874295,-34.6197656326404,9190.93379956807,2022,COMUNA 11
780,57090,2021-12-01,Departamento,61.0,61.0,2,1,3,0.0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4987792822998,-34.612769375214,10480.7220193155,2021,COMUNA 11
805,57741,2022-02-01,Departamento,36.0,36.0,1,1,2,0.0,No,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5139790927636,-34.6089749013625,6422.99692387824,2022,COMUNA 11
832,59387,2022-08-01,Departamento,90.0,31.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5116350371118,-34.5999870669643,19919.3160171882,2022,COMUNA 11
842,59397,2022-04-01,Departamento,36.0,30.0,0,1,1,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Villa del Parque,N,-58.4898307101209,-34.6002552946959,6921.21050153701,2022,COMUNA 11
843,59383,2021-02-01,Departamento,40.0,40.0,1,1,2,0,No,5 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5203566868716,-34.5998786854479,8250.28153306538,2021,COMUNA 11
902,61364,2022-10-01,Departamento,38.0,34.0,0,1,1,,0.0,15.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5048986283513,-34.5892500367234,10877.3523200976,2022,COMUNA 11
919,56114,2021-06-01,Departamento,60.0,50.0,1,1,2,0,No,6 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4748863817071,-34.6184707873907,7881.96003140356,2021,COMUNA 11
1009,58080,2022-11-01,Departamento,44.0,44.0,1,1,2,,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4921401772442,-34.607440617304,8012.6089534696,2022,COMUNA 11
1034,57740,2022-11-01,Departamento,40.0,40.0,1,1,2,,0.0,50.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5161597421373,-34.6089478163931,7069.94907659082,2022,COMUNA 11
1103,59396,2021-02-01,Departamento,31.0,28.0,1,1,2,0,0,61 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4920111557622,-34.6002286471727,7639.14956765313,2021,COMUNA 11
1116,60372,2022-05-01,Departamento,41.0,39.0,1,1,2,,0,40,,,,,1,1,,,1,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5158975781518,-34.5945240299802,9624.75294854864,2022,COMUNA 11
1259,59067,2021-01-01,Departamento,54.0,50.0,1,1,2,0,No,25 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4920434068347,-34.6020316405457,8705.57484730815,2021,COMUNA 11
1273,58737,2022-05-01,Departamento,87.0,87.0,2,2,3,,0,60,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,1.0,0,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4942561977318,-34.6038079433182,15196.9783398136,2022,COMUNA 11
1277,57410,2021-11-01,Departamento,35.0,30.0,0,0,1,0.0,0,6 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5183732193065,-34.6107236614296,8295.22946122309,2021,COMUNA 11
1299,60705,2021-08-01,Departamento,37.0,34.0,0,1,1,0,No,10 años,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5071439009674,-34.5928290951957,7092.45752288679,2021,COMUNA 11
1424,58070,2021-07-01,Departamento,40.0,38.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5139463591792,-34.6071719282118,7652.38838043289,2021,COMUNA 11
1450,59383,2022-09-01,Departamento,60.0,60.0,2,1,3,,0.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5203566868716,-34.5998786854479,12482.3798184485,2022,COMUNA 11
1467,57415,2022-01-01,Departamento,50.0,44.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,S,-58.5074697223791,-34.6108589005446,10297.4691011578,2022,COMUNA 11
1648,59714,2022-08-01,Departamento,92.0,46.0,0,1,1,,,12.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5159631016824,-34.5981299799491,12419.0481648319,2022,COMUNA 11
1708,64336,2022-09-01,Departamento,38.0,38.0,1,1,2,,0.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa del Parque,U,-58.480629005804,-34.573316394209,7883.60830638851,2022,COMUNA 11
1733,57087,2022-10-01,Departamento,44.0,40.0,0,1,1,,0.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5053215652401,-34.6126888107437,8034.40796370844,2022,COMUNA 11
1805,60375,2021-11-01,Departamento,67.0,67.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,S,-58.5093567514524,-34.5946051245885,14731.9648901503,2021,COMUNA 11
1959,60055,2022-01-01,Departamento,48.0,48.0,1,1,2,0.0,No,0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.489766310737,-34.5966493027028,9246.70694797846,2022,COMUNA 11
2061,59725,2021-03-01,Departamento,47.0,43.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4919789075546,-34.5984256532396,8455.54723016868,2021,COMUNA 11
2100,60706,2022-05-01,Departamento,50.0,45.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,S,-58.5049636637779,-34.5928560081232,8442.76574434091,2022,COMUNA 11
2140,59392,2022-04-01,Departamento,30.0,28.0,0,1,1,0.0,No,5 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Villa del Parque,U,-58.5007329096367,-34.6001216676328,7453.61130934755,2022,COMUNA 11
2153,58731,2022-05-01,Departamento,58.0,58.0,2,1,3,,0,45,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5073393590804,-34.6036469851329,11819.8720420773,2022,COMUNA 11
2234,59390,2021-05-01,Departamento,127.0,64.0,3,2,4,0,0,0 años,0,No,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5050937693009,-34.6000679441968,18979.7597545427,2021,COMUNA 11
2259,60050,2022-05-01,Departamento,70.0,70.0,2,1,3,,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5006680394242,-34.596515693526,18574.08463755,2022,COMUNA 11
2341,59398,2021-11-01,Departamento,47.0,47.0,0,1,1,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4876502616188,-34.6002819032741,9065.8245477848,2021,COMUNA 11
2401,56093,2021-06-01,Departamento,43.0,41.0,1,1,2,0,0,2 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5206854504291,-34.6179083596953,11034.744043965,2021,COMUNA 11
2449,59399,2021-04-01,Departamento,0.0,37.0,0,1,1,0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4854698102602,-34.600308472907,7002.17565355967,2021,COMUNA 11
2464,57087,2022-11-01,Departamento,48.0,35.0,0,1,1,,0.0,6.0,,,,,1.0,,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5053215652401,-34.6126888107437,8837.43634573853,2022,COMUNA 11
2618,59383,2022-10-01,Departamento,60.0,60.0,2,1,3,,0.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5203566868716,-34.5998786854479,11742.5962546508,2022,COMUNA 11
2653,57427,2021-07-01,Departamento,38.0,40.0,1,1,2,0,No,30 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4813010353901,-34.6111795005278,6376.9903170274,2021,COMUNA 11
2810,58730,2021-11-01,Departamento,50.0,38.0,1,1,2,0,0,41 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5095198758649,-34.6036200224465,8612.53332039556,2021,COMUNA 11
2920,57082,2022-12-01,Departamento,47.0,43.0,1,1,2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,N,-58.51622531225,-34.6125537573864,11211.4638074884,2022,COMUNA 11
2937,59388,2021-11-01,Departamento,40.0,40.0,1,0,2,0,0,45 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5094546174051,-34.6000140649854,9519.11577517404,2021,COMUNA 11
2983,57091,2022-09-01,Departamento,42.0,42.0,1,1,2,,0.0,30.0,,,,,1.0,1.0,0.0,,,0.0,0.0,,0.0,,0.0,1.0,0.0,0,,0.0,,,,0.0,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4965985155557,-34.6127961521124,7489.42789106908,2022,COMUNA 11
3023,59388,2022-03-01,Departamento,42.0,42.0,1,1,2,0.0,No,30 años,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5094546174051,-34.6000140649854,8465.17284472839,2022,COMUNA 11
3063,59712,2022-11-01,Departamento,33.0,29.0,0,1,1,,,5.0,,,,,,,,1.0,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5203238265759,-34.5980757149369,7069.94907659082,2022,COMUNA 11
3104,60381,2021-12-01,Departamento,220.0,124.0,3,2,4,0.0,No,12 años,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,2,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.4962750199314,-34.5947662625361,50220.1263425536,2021,COMUNA 11
3149,55784,2021-03-01,Departamento,35.0,31.0,0,1,1,0,0,4 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4770992681973,-34.6202473950366,6122.9824770187,2021,COMUNA 11
3165,58737,2021-03-01,Departamento,72.0,60.0,2,2,3,0,0,0 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,N,-58.4942561977318,-34.6038079433182,20701.5121842061,2021,COMUNA 11
3186,57081,2021-10-01,Departamento,50.0,50.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,S,-58.5184060529308,-34.6125266298305,9989.40542245834,2021,COMUNA 11
3198,59722,2021-04-01,Departamento,35.0,35.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,S,-58.4985200860176,-34.5983454823674,22406.9620913909,2021,COMUNA 11
3353,58402,2022-08-01,Departamento,80.0,70.0,3,1,3,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5073719455625,-34.6054499648269,15349.3853722641,2022,COMUNA 11
3365,61032,2022-02-01,Departamento,38.0,38.0,1,1,2,0.0,0,60 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5114717063048,-34.5909721725332,7025.15288549183,2022,COMUNA 11
3372,61364,2022-07-01,Departamento,38.0,34.0,0,1,1,,0,15,,1,,,1,1,,1,,,,,,,,1,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5048986283513,-34.5892500367234,13139.0738779247,2022,COMUNA 11
3523,59728,2022-05-01,Departamento,47.0,43.0,1,1,2,,,2,,,,,,,,1,,,,,,,,,,0,,,,,,1.0,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4854377033097,-34.5985054736313,11819.8720420773,2022,COMUNA 11
3542,60376,2021-07-01,Departamento,46.0,42.0,1,1,2,0,No,0 años,No,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5071764700852,-34.5946320782534,17855.5728876767,2021,COMUNA 11
3627,58727,2021-08-01,Departamento,120.0,120.0,2,3,3,0,No,5 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,2,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5160614088086,-34.6035389006954,39817.3053916451,2021,COMUNA 11
3638,58401,2021-05-01,Departamento,46.0,46.0,1,1,2,0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.5095525094429,-34.6054230003359,7863.04332688196,2021,COMUNA 11
3644,55766,2022-10-01,Departamento,38.0,33.0,0,1,1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,N,-58.5163564874295,-34.6197656326404,8652.43934553216,2022,COMUNA 11
3776,59058,2022-08-01,Departamento,53.0,45.0,1,1,2,,0.0,10.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5116677119798,-34.6017900441682,9767.79069144082,2022,COMUNA 11
3803,57087,2021-11-01,Departamento,32.0,29.0,0,1,1,0,No,6 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.5053215652401,-34.6126888107437,6799.3684108386,2021,COMUNA 11
3822,57087,2021-04-01,Departamento,48.0,40.0,1,1,2,0,No,6 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.5053215652401,-34.6126888107437,11763.6550979802,2021,COMUNA 11
3840,56419,2021-08-01,Departamento,50.0,45.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5271950393818,-34.6160236505408,7465.74476093346,2021,COMUNA 11
3865,57757,2022-07-01,Departamento,45.0,45.0,1,1,1,,0,6,,1,0,0,1,1,0,1,0,0,0,,0,,0,,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4790883101452,-34.6094029627116,6718.84459666606,2022,COMUNA 11
3914,58078,2022-10-01,Departamento,42.0,42.0,2,1,3,,,40.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4965014366922,-34.6073871911226,8652.43934553216,2022,COMUNA 11
3923,57758,2021-06-01,Departamento,65.0,5.0,2,1,3,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4769076119049,-34.6094293854022,11034.744043965,2021,COMUNA 11
3942,57412,2022-10-01,Departamento,37.0,35.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,S,-58.514011829256,-34.6107778739523,9270.47072735589,2022,COMUNA 11
4005,58413,2022-05-01,Departamento,45.0,45.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4833855527323,-34.6057440033896,1725338.27921628,2022,COMUNA 11
4012,58740,2022-12-01,Departamento,63.0,60.0,1,1,2,,0.0,50.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4877145782616,-34.603887896589,10426.6613409642,2022,COMUNA 11
4015,58740,2022-03-01,Departamento,37.0,31.0,0,1,1,0.0,No,0 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,N,-58.4877145782616,-34.603887896589,8465.17284472839,2022,COMUNA 11
4032,59395,2022-11-01,Departamento,47.0,43.0,1,1,2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa del Parque,N,-58.4941915985386,-34.6002019607047,8837.43634573853,2022,COMUNA 11
4061,55766,2022-01-01,Departamento,43.0,38.0,1,1,2,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5163564874295,-34.6197656326404,10507.6215317937,2022,COMUNA 11
4071,60379,2022-11-01,Departamento,47.0,45.0,1,1,2,,0.0,4.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5006356086397,-34.594712705632,8837.43634573853,2022,COMUNA 11
4089,59728,2022-06-01,Departamento,45.0,40.0,1,1,2,,0,15,,1,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4854377033097,-34.5985054736313,11224.9497064886,2022,COMUNA 11
