,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
1577,59757,2021-03-01,Departamento,40.0,40.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Almagro,S,-58.4222047557047,-34.5992590006345,7289.26485359369,2021,COMUNA 5
1597,59098,2022-09-01,Departamento,75.0,75.0,1,2,2,,,40.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.4244468206163,-34.6028396576472,15767.216612777,2022,COMUNA 5
1624,56465,2021-01-01,Departamento,35.0,35.0,1,1,2,0,No,30 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4268742022236,-34.6172385227219,6964.45987784652,2021,COMUNA 5
1634,59105,2022-08-01,Departamento,28.0,28.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,S,-58.4091827070657,-34.6030169326016,7674.69268613207,2022,COMUNA 5
1663,58113,2022-05-01,Departamento,39.0,36.0,1,1,0,,,20,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Almagro,U,-58.4201777662517,-34.6082996516151,7260.77854013318,2022,COMUNA 5
1667,55157,2021-10-01,Departamento,67.0,67.0,2,2,3,0,0,8 años,0,0,0,0,Sí,0,0,Sí,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Boedo,U,-58.4095484561614,-34.6246536009137,13938.7052406395,2021,COMUNA 5
1675,58440,2021-12-01,Departamento,55.0,55.0,0,1,1,0.0,No,0 años,0,Sí,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,N,-58.4245084111833,-34.6064457508758,18341.2635338022,2021,COMUNA 5
1685,55809,2021-12-01,Departamento,40.0,40.0,1,1,2,0.0,0,40 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Boedo,U,-58.4225738322322,-34.6208955603587,7860.54151448666,2021,COMUNA 5
1709,59101,2022-01-01,Departamento,34.0,30.0,1,1,2,0.0,No,5 años,0,Sí,0,No,Sí,Sí,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4179050739957,-34.6029158663464,7145.18264161972,2022,COMUNA 5
1717,59755,2021-07-01,Departamento,43.0,40.0,1,1,1,0,No,10 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4265657235432,-34.599208084793,6376.9903170274,2021,COMUNA 5
1738,59098,2021-08-01,Departamento,36.0,36.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,S,-58.4244468206163,-34.6028396576472,6221.45396744455,2021,COMUNA 5
1754,59428,2022-10-01,Departamento,46.0,42.0,0,1,1,,0.0,10.0,,1.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4222354970565,-34.601062050346,9888.50210917961,2022,COMUNA 5
1769,58112,2022-10-01,Departamento,90.0,85.0,2,2,3,,0.0,49.0,,1.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4223584897772,-34.6082742436145,14832.7531637694,2022,COMUNA 5
1806,57455,2022-02-01,Departamento,66.0,66.0,2,1,3,0.0,No,50 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.420239184771,-34.6119057483036,13046.7125016277,2022,COMUNA 5
1906,58771,2021-11-01,Departamento,78.0,72.0,2,2,3,0,No,30 años,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4201163586438,-34.6046935526957,16998.4210270965,2021,COMUNA 5
1918,59101,2022-01-01,Departamento,45.0,43.0,1,1,2,0.0,No,5 años,0,Sí,0,No,Sí,Sí,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4179050739957,-34.6029158663464,8406.09722543496,2022,COMUNA 5
1923,59428,2021-04-01,Departamento,34.0,34.0,1,1,2,0,No,40 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4222354970565,-34.601062050346,6442.00160127489,2021,COMUNA 5
1929,57781,2021-04-01,Departamento,60.0,55.0,2,2,3,0,No,9 años,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,No,No,1,0.0,Sí,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4267507778653,-34.6100263542456,14004.3513071193,2021,COMUNA 5
1943,55479,2021-06-01,Departamento,54.0,54.0,1,1,2,0,No,25 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Almagro,U,-58.4247857041949,-34.6226731427888,8407.42403349713,2021,COMUNA 5
1987,54167,2021-05-01,Departamento,65.0,65.0,1,2,2,0,Sí,0 años,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Boedo,N,-58.4161838545768,-34.6299869381239,10845.5770025958,2021,COMUNA 5
1990,58114,2022-10-01,Departamento,25.0,25.0,0,1,1,,0.0,13.0,,0.0,,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4179970399982,-34.6083250206551,7416.37658188471,2022,COMUNA 5
1999,54821,2022-12-01,Departamento,35.0,32.0,0,1,1,,,13.0,,,,,,,,1.0,,,,,,,,,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Boedo,U,-58.4248473549777,-34.6262792237431,6166.30509411864,2022,COMUNA 5
2018,58110,2021-11-01,Departamento,49.0,43.0,1,1,2,0,No,4 años,0,Sí,0,No,No,Sí,Sí,No,0,0,No,0,0,0,0,Sí,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.426719928628,-34.6082233107317,8839.17893409018,2021,COMUNA 5
2075,59756,2022-07-01,Departamento,50.0,45.0,1,1,2,,0,9,,0,,0,0,0,1,1,,,0,,,,,0,1,1,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4243852409915,-34.5992335621874,13437.6891933321,2022,COMUNA 5
2112,58437,2021-08-01,Departamento,51.0,49.0,1,1,2,0,No,40 años,0,No,0,No,Sí,Sí,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4310504158019,-34.606369181355,10452.0426653068,2021,COMUNA 5
2169,58774,2021-11-01,Departamento,79.0,68.0,2,1,3,0,0,10 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4135744543665,-34.604769532762,11332.280684731,2021,COMUNA 5
2204,59429,2022-04-01,Departamento,74.0,0.0,3,1,4,0.0,No,40 años,   0,No,   0,No,Sí,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Almagro,U,-58.4200549619456,-34.6010874515456,16859.3589140004,2022,COMUNA 5
2207,56466,2022-11-01,Departamento,30.0,30.0,1,1,2,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4246932485562,-34.6172640171725,6598.61913815143,2022,COMUNA 5
2227,58768,2021-10-01,Departamento,54.0,54.0,2,1,3,0,No,35 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4266582383744,-34.6046172220299,8827.84665240505,2021,COMUNA 5
2242,60421,2021-07-01,Departamento,50.0,50.0,0,1,1,0,Sí,0 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,N,-58.4090608773211,-34.5958046919955,6887.1495423896,2021,COMUNA 5
2250,56467,2021-04-01,Departamento,38.0,38.0,1,1,2,0,No,50 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4225122921514,-34.6172894726496,6722.08862741728,2021,COMUNA 5
2252,58771,2021-07-01,Departamento,32.0,32.0,1,1,2,0,No,50 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4201163586438,-34.6046935526957,7142.22915507069,2021,COMUNA 5
2324,55154,2022-01-01,Departamento,60.0,57.0,2,1,3,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4160919319521,-34.6245777988052,14710.6701445112,2022,COMUNA 5
2366,58768,2022-08-01,Departamento,80.0,44.0,2,1,3,,0.0,35.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Almagro,U,-58.4266582383744,-34.6046172220299,15349.3853722641,2022,COMUNA 5
2391,59427,2021-05-01,Departamento,38.0,35.0,0,1,1,0,No,10 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4244160294362,-34.6010366101962,7591.90390181707,2021,COMUNA 5
2462,56141,2021-09-01,Departamento,36.0,31.0,0,1,1,0,No,5 años,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Boedo,U,-58.4160000338221,-34.619168654467,6732.39463151043,2021,COMUNA 5
2535,56798,2022-10-01,Departamento,28.0,28.0,0,1,1,,0.0,15.0,,,,,,,,,,,,,,,,,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Almagro,U,-58.4181196994679,-34.6155372185928,6056.70754187251,2022,COMUNA 5
2580,58439,2021-12-01,Departamento,20.0,20.0,0,1,1,0.0,No,27 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4266890821311,-34.6064202666598,3711.92238184092,2021,COMUNA 5
2581,57126,2022-03-01,Departamento,35.0,32.0,1,1,1,0.0,No,10 años,0,No,0,No,Sí,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Almagro,U,-58.4202698981232,-34.6137087958113,7148.36817999286,2022,COMUNA 5
