,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
162397,43947,2021-01-01,Departamento,49.0,49.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.462972510268,-34.6853394147918,6331.32716167866,2021,COMUNA 8
162427,44922,2022-04-01,Departamento,95.0,95.0,4,2,5,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4890678707251,-34.6796132385919,8873.34679684232,2022,COMUNA 8
162674,44275,2021-09-01,Departamento,50.0,50.0,2,1,3,0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4651234422235,-34.6835102006333,5289.73863904391,2021,COMUNA 8
162695,45250,2021-05-01,Departamento,53.0,46.0,2,1,3,0,0,46 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4912180679122,-34.6777835805202,5422.7885012979,2021,COMUNA 8
162716,44929,2021-12-01,Departamento,57.0,57.0,2,1,3,0.0,No,8 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.473790119755,-34.6797989539784,10917.4187701204,2021,COMUNA 8
163075,43947,2022-01-01,Departamento,57.0,45.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.462972510268,-34.6853394147918,6283.55767601264,2022,COMUNA 8
163196,48221,2021-02-01,Departamento,0.0,38.0,1,1,2,0,No,30 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Soldati,U,-58.4691066045556,-34.6618217509213,7639.14956765313,2021,COMUNA 8
164191,43939,2021-12-01,Departamento,35.0,35.0,1,1,2,0.0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4804340341624,-34.6851285325385,7205.49638827943,2021,COMUNA 8
164488,44269,2022-01-01,Departamento,71.0,55.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4782193014656,-34.6833520495155,12609.1458381524,2022,COMUNA 8
164991,44928,2021-02-01,Departamento,75.0,70.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4759726641557,-34.6797725403909,12833.7712736573,2021,COMUNA 8
165584,42627,2022-09-01,Departamento,40.0,40.0,1,1,1,,0.0,10.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.471830964414,-34.6924462219955,5912.70622979138,2022,COMUNA 8
166297,47232,2022-04-01,Departamento,82.0,77.0,3,1,4,0.0,   0,72 años,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4735665359032,-34.667178045388,11535.350835895,2022,COMUNA 8
166339,42627,2022-08-01,Departamento,40.0,40.0,1,1,1,,0.0,10.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.471830964414,-34.6924462219955,6279.29401592624,2022,COMUNA 8
166672,46899,2022-02-01,Departamento,30.0,30.0,1,1,2,0.0,0,30 años,0,0,0,0,No,No,0,No,0,0,No,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4823274942143,-34.6688751877662,5419.40365452227,2022,COMUNA 8
166797,46242,2022-09-01,Departamento,50.0,50.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,S,-58.4802093980199,-34.6725076728486,5912.70622979138,2022,COMUNA 8
167098,44940,2022-04-01,Departamento,106.0,95.0,2,2,3,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4497819449542,-34.6800869253683,7453.61130934755,2022,COMUNA 8
167168,48545,2022-01-01,Departamento,48.0,48.0,2,1,3,0.0,0,0 años,0,0,0,0,Sí,No,0,No,0,0,No,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4799849015131,-34.6598867857059,6304.57291907622,2022,COMUNA 8
167827,45917,2022-12-01,Departamento,80.0,70.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,S,-58.4715118756449,-34.6744163657508,8857.05640791586,2022,COMUNA 8
167836,48218,2022-05-01,Departamento,55.0,55.0,2,1,3,,,40,,,,,0,0,,0,,,0,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4756528286756,-34.6617426802317,6754.21259547273,2022,COMUNA 8
168702,43946,2022-07-01,Departamento,50.0,50.0,1,1,2,,,35,,,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4651552106615,-34.6853131912527,6718.84459666606,2022,COMUNA 8
169814,42952,2022-09-01,Departamento,32.0,30.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.4805303495617,-34.6905374640004,5255.73887092567,2022,COMUNA 8
170182,46904,2022-11-01,Departamento,65.0,65.0,1,1,2,,1.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.4714162042723,-34.6690073979571,10015.761191837,2022,COMUNA 8
170862,43947,2022-11-01,Departamento,49.0,49.0,2,1,3,,0.0,40.0,,,,,,,,,,,,,,,,,0.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.462972510268,-34.6853394147918,6197.98869047796,2022,COMUNA 8
171856,43940,2022-02-01,Departamento,55.0,50.0,1,1,2,0.0,No,40 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4782513536116,-34.6851550295616,7426.59019323422,2022,COMUNA 8
171961,43282,2021-10-01,Departamento,57.0,52.0,1,2,2,0.0,No,0,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4783154664457,-34.6887609879729,5510532.62060821,2021,COMUNA 8
172277,47562,2022-06-01,Departamento,46.0,46.0,1,1,2,,,29,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4713524375198,-34.6654014166283,6414.25697513632,2022,COMUNA 8
172494,43941,2022-12-01,Departamento,32.0,32.0,1,1,1,,,50.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4760686702136,-34.685181487516,5605.73190374422,2022,COMUNA 8
172622,43947,2021-12-01,Departamento,50.0,50.0,2,1,3,0.0,0,50 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.462972510268,-34.6853394147918,7642.19313908425,2021,COMUNA 8
172768,46904,2021-07-01,Departamento,68.0,43.0,1,1,2,0.0,Sí,0 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4714162042723,-34.6690073979571,12498.9010213737,2021,COMUNA 8
173258,43620,2021-07-01,Departamento,49.0,49.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.458638730422,-34.6871947399717,6632.0699297085,2021,COMUNA 8
173403,46904,2021-06-01,Departamento,70.0,45.0,2,1,3,0.0,Sí,0 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4714162042723,-34.6690073979571,14712.99205862,2021,COMUNA 8
174160,44931,2021-09-01,Departamento,60.0,60.0,2,1,3,0.0,0,0 años,0,Sí,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4694250224433,-34.6798516639696,8655.93595479912,2021,COMUNA 8
174890,43619,2021-01-01,Departamento,49.0,49.0,2,1,3,0.0,No,40 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4608214837371,-34.6871685928244,5444.94135904364,2021,COMUNA 8
174990,48218,2022-07-01,Departamento,45.0,45.0,2,1,3,,,45,,,,,0,0,,0,,,0,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4756528286756,-34.6617426802317,8211.92117370296,2022,COMUNA 8
175483,48545,2021-10-01,Departamento,48.0,48.0,2,1,3,0.0,0,0 años,0,0,0,0,Sí,No,0,No,0,0,No,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4799849015131,-34.6598867857059,8130.91139037307,2021,COMUNA 8
175750,43947,2021-03-01,Departamento,49.0,49.0,2,1,3,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.462972510268,-34.6853394147918,4373.55891215621,2021,COMUNA 8
175916,48545,2021-12-01,Departamento,48.0,48.0,2,1,3,0.0,0,0 años,0,0,0,0,Sí,No,0,No,0,0,No,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4799849015131,-34.6598867857059,6550.45126207221,2021,COMUNA 8
176106,50840,2021-11-01,Departamento,35.0,35.0,1,1,2,0.0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.497213949514,-34.6470527879154,7479.30525192246,2021,COMUNA 8
176232,44929,2022-09-01,Departamento,38.0,36.0,0,1,1,,,0.0,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.473790119755,-34.6797989539784,6832.46053220337,2022,COMUNA 8
176475,43619,2021-11-01,Departamento,49.0,49.0,2,1,3,0.0,No,40 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4608214837371,-34.6871685928244,6096.76700838527,2021,COMUNA 8
176505,47232,2022-05-01,Departamento,82.0,77.0,3,1,4,,,72,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4735665359032,-34.667178045388,10975.5954676432,2022,COMUNA 8
176574,48214,2021-06-01,Departamento,50.0,3.0,1,1,2,0.0,No,6 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4843810877249,-34.6616367061581,7356.49602930999,2021,COMUNA 8
177516,45262,2022-03-01,Departamento,55.0,46.0,1,1,2,0.0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4650281538394,-34.6781012254161,7148.36817999286,2022,COMUNA 8
177989,42629,2022-07-01,Departamento,78.0,70.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.467465199391,-34.6924988784996,10451.5360392583,2022,COMUNA 8
178036,44921,2022-02-01,Departamento,60.0,54.0,2,1,4,0.0,No,40 años,0,Sí,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4912503951416,-34.6795865515811,4716.88836597308,2022,COMUNA 8
178626,42961,2022-04-01,Departamento,50.0,50.0,2,1,3,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,Sí,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4608848455398,-34.6907745782719,7986.01211715808,2022,COMUNA 8
178635,42952,2022-08-01,Departamento,35.0,30.0,1,1,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.4805303495617,-34.6905374640004,5581.59468082332,2022,COMUNA 8
178670,48216,2021-06-01,Departamento,42.0,30.0,1,1,2,0.0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4800169638967,-34.661689771264,8407.42403349713,2021,COMUNA 8
179818,47892,2021-01-01,Departamento,38.0,35.0,1,1,2,0.0,No,5 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4691384336176,-34.6636247447455,5698.19444551079,2021,COMUNA 8
179851,43282,2021-11-01,Departamento,57.0,52.0,1,2,2,0.0,No,0,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4783154664457,-34.6887609879729,5701281.20513643,2021,COMUNA 8
180523,52840,2021-11-01,Departamento,89.0,89.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4403026219302,-34.6369180416324,3117888.15905899,2021,COMUNA 8
180681,43939,2021-01-01,Departamento,38.0,38.0,1,1,2,0.0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4804340341624,-34.6851285325385,6647.89351976259,2021,COMUNA 8
181100,43286,2021-06-01,Departamento,66.0,66.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4695843374861,-34.6888665994967,9195.62003663748,2021,COMUNA 8
181179,48544,2022-07-01,Departamento,30.0,30.0,1,1,2,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.4821669176244,-34.6598602744431,6718.84459666606,2022,COMUNA 8
181796,48221,2021-01-01,Departamento,0.0,38.0,1,1,2,0.0,No,30 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Soldati,U,-58.4691066045556,-34.6618217509213,7914.15895209832,2021,COMUNA 8
182928,48549,2021-07-01,Departamento,40.0,40.0,2,1,3,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.47125680863,-34.6599924404359,6632.0699297085,2021,COMUNA 8
183598,43941,2021-09-01,Departamento,42.0,40.0,1,1,2,0.0,0,0 años,0,Sí,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4760686702136,-34.685181487516,10819.9199434989,2021,COMUNA 8
185219,46904,2021-09-01,Departamento,70.0,45.0,1,1,2,0.0,Sí,0 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4714162042723,-34.6690073979571,12503.0186013765,2021,COMUNA 8
186110,48214,2021-07-01,Departamento,50.0,3.0,1,1,2,0.0,No,6 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4843810877249,-34.6616367061581,7142.22915507069,2021,COMUNA 8
186253,48544,2022-05-01,Departamento,55.0,55.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,S,-58.4821669176244,-34.6598602744431,6416.50196569909,2022,COMUNA 8
186563,43941,2021-10-01,Departamento,58.0,54.0,2,1,3,0.0,0,0 años,0,Sí,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4760686702136,-34.685181487516,12777.1464705863,2021,COMUNA 8
187325,42957,2022-04-01,Departamento,40.0,40.0,1,1,1,0.0,No,10 años,   0,No,   0,No,No,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4696162089866,-34.690669584922,7631.07824528439,2022,COMUNA 8
187336,44275,2021-01-01,Departamento,70.0,70.0,3,1,4,0.0,0,0 años,0,Sí,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4651234422235,-34.6835102006333,7281.02623593045,2021,COMUNA 8
187435,46242,2021-06-01,Departamento,49.0,45.0,1,1,2,0.0,Sí,7 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4802093980199,-34.6725076728486,9195.62003663748,2021,COMUNA 8
188436,43947,2022-10-01,Departamento,49.0,49.0,2,1,3,,0.0,40.0,,,,,,,,,,,,,,,,,0.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.462972510268,-34.6853394147918,5426.31553241231,2022,COMUNA 8
188589,44272,2022-08-01,Departamento,35.0,30.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.4716713845994,-34.6834313008738,5581.59468082332,2022,COMUNA 8
188742,47890,2022-09-01,Departamento,80.0,70.0,3,1,4,,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4735026803339,-34.6635720664649,10511.4777418513,2022,COMUNA 8
188866,43619,2021-03-01,Departamento,49.0,49.0,2,1,3,0.0,No,40 años,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4608214837371,-34.6871685928244,5189.95657575871,2021,COMUNA 8
189394,43942,2021-03-01,Departamento,78.0,70.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4738859839725,-34.6852079064016,10204.9707950312,2021,COMUNA 8
189580,46242,2021-06-01,Departamento,150.0,120.0,2,1,3,0.0,No,0 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,N,-58.4802093980199,-34.6725076728486,12611.1360502457,2021,COMUNA 8
190102,44273,2021-03-01,Departamento,17.0,17.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4694887399695,-34.6834576398604,4373.55891215621,2021,COMUNA 8
190104,43287,2022-03-01,Departamento,75.0,75.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4674015481584,-34.6888929046917,7900.82798841317,2022,COMUNA 8
190232,47225,2021-01-01,Departamento,64.0,64.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,No,Capital Federal,Capital Federal,Villa Lugano,U,-58.4888419712125,-34.666992416904,8863.85802635012,2021,COMUNA 8
190313,64995,2021-09-01,Departamento,50.0,42.0,1,1,2,0.0,No,50 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Riachuelo,U,-58.4783854083515,-34.569736793922,8896.3786202102,2021,COMUNA 8
190625,45924,2022-12-01,Departamento,70.0,63.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,S,-58.4562349585017,-34.6745998569003,10090.3174267396,2022,COMUNA 8
190683,45260,2022-06-01,Departamento,65.0,50.0,2,1,3,,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa Lugano,S,-58.4693931679248,-34.6780486751843,9300.67261394767,2022,COMUNA 8
191283,47890,2022-08-01,Departamento,80.0,70.0,3,1,4,,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4735026803339,-34.6635720664649,11163.1893616466,2022,COMUNA 8
191311,47887,2022-10-01,Departamento,39.0,39.0,1,1,2,,0.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4800490291286,-34.6634927562619,4326.21967276608,2022,COMUNA 8
191594,52840,2021-05-01,Departamento,90.0,90.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4403026219302,-34.6369180416324,12201.2741279203,2021,COMUNA 8
191647,47560,2022-11-01,Departamento,70.0,69.0,3,1,4,,0.0,30.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Lugano,U,-58.475716773045,-34.6653486567442,8601.77137651883,2022,COMUNA 8
193413,43941,2022-06-01,Departamento,54.0,58.0,2,1,3,,,1,,0,,0,,,,1,,,0,,,,,0,0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Lugano,U,-58.4760686702136,-34.685181487516,10904.2368577317,2022,COMUNA 8
193862,48879,2022-12-01,Departamento,50.0,50.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Lugano,N,-58.469042954913,-34.6582157615937,6726.87828449306,2022,COMUNA 8
194002,52840,2021-06-01,Departamento,89.0,89.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4403026219302,-34.6369180416324,2268690.82903899,2021,COMUNA 8
194050,52840,2021-08-01,Departamento,89.0,89.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,S,-58.4403026219302,-34.6369180416324,2188443.56527565,2021,COMUNA 8
194074,44274,2021-12-01,Departamento,50.0,50.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4673060925095,-34.6834839397803,5873.57129832475,2021,COMUNA 8
194129,46569,2021-03-01,Departamento,150.0,80.0,2,2,3,0.0,No,8 años,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Villa Lugano,U,-58.4845419147863,-34.6706516078006,11662.8237657499,2021,COMUNA 8
