,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,precio_pesos_constantes,year,COMUNA
1351,51819,2022-12-01,Departamento,90.0,86.0,3,2,4,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Liniers,N,-58.5145687947907,-34.6414283221395,23544.0739957257,2022,COMUNA 9
1441,50509,2022-10-01,Departamento,41.0,35.0,1,1,1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Mataderos,N,-58.5016097864782,-34.6488020986256,7416.37658188471,2022,COMUNA 9
1454,46562,2022-02-01,Departamento,34.0,30.0,0,1,1,0.0,No,10 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,U,-58.4998179113945,-34.670464587842,5419.40365452227,2022,COMUNA 9
1514,51494,2021-08-01,Departamento,46.0,40.0,1,1,2,0,No,50 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.505875374036,-34.6433393722569,6968.0284435379,2021,COMUNA 9
1561,47874,2021-07-01,Departamento,34.0,30.0,1,1,2,0,No,20 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,U,-58.5084162428777,-34.6631450189105,6376.9903170274,2021,COMUNA 9
1678,51814,2021-07-01,Departamento,38.0,38.0,1,0,2,0,0,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5254762553512,-34.6412923440731,5866.83109166521,2021,COMUNA 9
1710,48531,2022-04-01,Departamento,48.0,42.0,1,1,2,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Mataderos,N,-58.510532865998,-34.6595120761977,8873.34679684232,2022,COMUNA 9
1898,51159,2022-09-01,Departamento,122.0,110.0,3,2,4,,0.0,0.0,,1.0,,1.0,1.0,0.0,1.0,0.0,,,0.0,,,,,0.0,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Liniers,N,-58.5189975571929,-34.6449799650791,25621.7269957627,2022,COMUNA 9
2019,52144,2021-04-01,Departamento,27.0,27.0,0,1,1,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,S,-58.5232617944085,-34.6395166619115,5601.74052284773,2021,COMUNA 9
2313,52144,2021-10-01,Departamento,42.0,42.0,1,1,2,0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5232617944085,-34.6395166619115,6969.35262031977,2021,COMUNA 9
2427,50842,2022-11-01,Departamento,46.0,43.0,2,1,3,,0.0,30.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,U,-58.4928506154696,-34.6471062927928,9308.76628417792,2022,COMUNA 9
3181,49849,2021-09-01,Departamento,36.0,32.0,0,0,1,0,0,8 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,U,-58.5060384182014,-34.6523542124426,8415.49328938803,2021,COMUNA 9
3300,51159,2022-10-01,Departamento,57.0,43.0,1,1,2,,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Liniers,N,-58.5189975571929,-34.6449799650791,8899.65189826165,2022,COMUNA 9
3357,51504,2022-10-01,Departamento,42.0,42.0,1,1,2,,,50.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Parque Avellaneda,U,-58.4840596478169,-34.6436068608509,6180.31381823726,2022,COMUNA 9
3473,49520,2021-06-01,Departamento,42.0,38.0,1,1,2,0,No,3 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,U,-58.5060710357253,-34.6541571787968,9983.81603977784,2021,COMUNA 9
3475,49195,2021-10-01,Departamento,60.0,60.0,2,1,3,0,No,1 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,U,-58.4973760785345,-34.6560676584392,9757.09366844769,2021,COMUNA 9
3513,49856,2021-02-01,Departamento,70.0,70.0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,S,-58.4907657880877,-34.6525419268026,11611.5073428328,2021,COMUNA 9
3756,48214,2022-06-01,Departamento,33.0,33.0,1,1,1,,,0,,0,,0,,,,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,N,-58.4843810877249,-34.6616367061581,4489.97988259542,2022,COMUNA 9
3922,47553,2022-05-01,Departamento,61.0,53.0,2,1,3,,0,15,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Liniers,U,-58.4909918576926,-34.6651627673956,9793.60826343546,2022,COMUNA 9
4179,47220,2022-05-01,Departamento,55.0,55.0,2,1,3,,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Mataderos,U,-58.499752910545,-34.6668586538754,5403.37007637818,2022,COMUNA 9
4374,52144,2022-09-01,Departamento,38.0,38.0,0,1,1,,0.0,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Liniers,U,-58.5232617944085,-34.6395166619115,4598.77151205996,2022,COMUNA 9
4521,52801,2022-02-01,Departamento,45.0,45.0,1,1,2,0.0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5253771985747,-34.6358834805207,6623.71557774944,2022,COMUNA 9
4589,52145,2021-11-01,Departamento,33.0,30.0,0,1,1,0,No,14 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5210803523955,-34.6395438947058,6346.07718344936,2021,COMUNA 9
4635,50830,2021-06-01,Departamento,147.0,110.0,3,0,4,0,0,0 años,0,0,0,0,Sí,0,Sí,Sí,0,0,0,0,0,0,Sí,0,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,N,-58.5190304462805,-34.646782922816,11962188.0076601,2021,COMUNA 9
4640,46901,2021-01-01,Departamento,50.0,30.0,1,10,10,0,Sí,0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,U,-58.4779629867684,-34.6689281889781,2769.95563323441,2021,COMUNA 9
5091,47872,2021-10-01,Departamento,45.0,42.0,1,1,2,0,No,0 años,0,No,0,No,No,Sí,No,No,0,0,No,0,0,0,0,Sí,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,N,-58.5127803862942,-34.6630909353227,8363.22314438373,2021,COMUNA 9
5167,49841,2021-07-01,Departamento,40.0,40.0,15,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5234926786969,-34.6521373405803,6632.0699297085,2021,COMUNA 9
5245,50174,2021-12-01,Departamento,34.0,34.0,1,1,2,0.0,0,25 años,0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5147327683161,-34.650443128978,6550.45126207221,2021,COMUNA 9
5435,52471,2021-06-01,Departamento,120.0,120.0,3,2,5,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,S,-58.5275916035445,-34.6376591266327,11822.9400471053,2021,COMUNA 9
5440,50827,2021-06-01,Departamento,70.0,70.0,2,1,3,0,0,40 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5255753385287,-34.6467012025711,9195.62003663748,2021,COMUNA 9
5481,51490,2021-12-01,Departamento,55.0,45.0,1,1,2,0.0,0,5 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5146015836697,-34.6432312846297,9170.6317669011,2021,COMUNA 9
5709,52144,2021-02-01,Departamento,38.0,38.0,0,1,1,0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5232617944085,-34.6395166619115,6416.88563682863,2021,COMUNA 9
6008,53155,2021-11-01,Departamento,36.0,30.0,1,1,2,0,No,30 años,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Parque Avellaneda,U,-58.470810877284,-34.6347504849221,5439.49472867088,2021,COMUNA 9
6096,49514,2022-01-01,Departamento,40.0,36.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,N,-58.5191620318497,-34.653994748149,8931.47830202465,2022,COMUNA 9
6113,51157,2021-03-01,Departamento,50.0,40.0,2,1,3,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5233607272387,-34.6449255275675,8747.11782431243,2021,COMUNA 9
6186,48543,2022-10-01,Departamento,28.0,28.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Mataderos,S,-58.4843489308835,-34.6598337241486,6798.34520006099,2022,COMUNA 9
6194,48861,2022-06-01,Departamento,44.0,40.0,1,1,2,,0,35,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Mataderos,U,-58.5083182138528,-34.6577361319934,6734.96982389314,2022,COMUNA 9
6340,52140,2021-03-01,Departamento,45.0,42.0,1,1,2,0,0,6 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5319875331286,-34.6394073407372,7289.26485359369,2021,COMUNA 9
6381,48534,2022-11-01,Departamento,30.0,30.0,1,1,1,,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,U,-58.5039869211764,-34.6595930150961,5891.62423049235,2022,COMUNA 9
6716,48200,2022-01-01,Departamento,38.0,38.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,S,-58.5149296327041,-34.6612608786611,7355.33507225559,2022,COMUNA 9
6830,50183,2022-09-01,Departamento,25.0,25.0,1,1,2,,0.0,45.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,U,-58.4950970324966,-34.6506855133334,5255.73887092567,2022,COMUNA 9
7113,49845,2022-06-01,Departamento,50.0,50.0,1,1,2,,0,15,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,U,-58.5147655717615,-34.6522460886618,8017.8212189204,2022,COMUNA 9
7122,50830,2021-09-01,Departamento,40.0,38.0,1,1,2,0,Sí,6 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5190304462805,-34.646782922816,8415.49328938803,2021,COMUNA 9
7386,49841,2021-05-01,Departamento,40.0,40.0,15,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5234926786969,-34.6521373405803,7320.76447675217,2021,COMUNA 9
7642,51492,2022-10-01,Departamento,50.0,46.0,2,1,3,,,10.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,U,-58.5102384846616,-34.6432854064555,12360.6276364745,2022,COMUNA 9
7728,51817,2022-12-01,Departamento,31.0,30.0,1,1,1,,,10.0,,,,,,,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,U,-58.5189317877818,-34.6413740479212,7063.22219871771,2022,COMUNA 9
7739,52799,2021-09-01,Departamento,80.0,80.0,2,1,3,0,No,20 años,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.529739879254,-34.6358288272459,9617.70661644347,2021,COMUNA 9
7813,49516,2021-10-01,Departamento,41.0,38.0,1,1,2,0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,U,-58.5147983781209,-34.6540490477843,9060.15840641571,2021,COMUNA 9
7881,51484,2022-05-01,Departamento,35.0,35.0,1,1,2,,,40,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,U,-58.5276908106535,-34.6430679830196,7091.92322524636,2022,COMUNA 9
7958,47871,2021-06-01,Departamento,36.0,34.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,U,-58.5149624536376,-34.6630638349769,2144944.05654595,2021,COMUNA 9
8036,52472,2022-05-01,Departamento,68.0,55.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,U,-58.5254102145672,-34.6376864355998,9287.042318775,2022,COMUNA 9
8045,51491,2022-11-01,Departamento,78.0,78.0,3,1,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,S,-58.51242003562,-34.6432583650455,9426.59876878776,2022,COMUNA 9
8166,44910,2022-06-01,Departamento,50.0,50.0,10,10,10,,1,2,,,,,1,1,,1,,,,,,,,1,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,U,-58.5152579732689,-34.6792904165535,2405.34636567612,2022,COMUNA 9
8198,50171,2021-11-01,Departamento,30.0,30.0,1,1,2,0,No,60 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.521277961292,-34.6503616318953,6799.3684108386,2021,COMUNA 9
8302,47872,2022-05-01,Departamento,60.0,50.0,2,1,3,,0,40,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Mataderos,U,-58.5127803862942,-34.6630909353227,8105.05511456727,2022,COMUNA 9
8525,49513,2022-03-01,Departamento,60.0,60.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,No,Capital Federal,Capital Federal,Liniers,S,-58.5213438543322,-34.6539675397997,10346.3223657791,2022,COMUNA 9
8563,52150,2022-05-01,Departamento,68.0,68.0,2,2,3,,0,2,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Mataderos,U,-58.5101730985417,-34.6396794736738,12664.1486165114,2022,COMUNA 9
8660,51159,2022-09-01,Departamento,119.0,110.0,3,2,4,,0.0,0.0,,1.0,,1.0,1.0,0.0,1.0,0.0,,,0.0,,,,,0.0,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Liniers,N,-58.5189975571929,-34.6449799650791,24964.7596368969,2022,COMUNA 9
9274,49521,2022-12-01,Departamento,200.0,200.0,3,3,4,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Mataderos,U,-58.5038891928722,-34.6541841139951,26346.9399475978,2022,COMUNA 9
9282,46562,2021-12-01,Departamento,34.0,30.0,0,1,1,0.0,No,10 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Mataderos,U,-58.4998179113945,-34.670464587842,5895.40613586499,2021,COMUNA 9
9421,49856,2021-01-01,Departamento,70.0,70.0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,S,-58.4907657880877,-34.6525419268026,12029.5216071894,2021,COMUNA 9
9472,52142,2021-02-01,Departamento,38.0,36.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5276246696434,-34.6394620793234,8250.28153306538,2021,COMUNA 9
9509,52800,2021-06-01,Departamento,70.0,65.0,2,1,3,0,No,40 años,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5275585403828,-34.6358561733805,9195.62003663748,2021,COMUNA 9
9543,51819,2021-09-01,Departamento,231.0,205.0,4,5,5,0,Sí,10 años,0,Sí,0,0,Sí,0,Sí,0,0,0,0,0,0,0,Sí,0,Sí,4,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,U,-58.5145687947907,-34.6414283221395,84154.9328938803,2021,COMUNA 9
9555,52142,2021-11-01,Departamento,38.0,38.0,1,1,2,0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,S,-58.5276246696434,-34.6394620793234,5892.78595606012,2021,COMUNA 9
9596,52150,2022-06-01,Departamento,20.0,20.0,1,2,1,,1,10,,1,,,,,,1,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Liniers,U,-58.5101730985417,-34.6396794736738,3527.84133632498,2022,COMUNA 9
10354,52149,2022-05-01,Departamento,26.0,26.0,0,1,1,,,50,,,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,U,-58.512354555137,-34.6396524358813,6416.50196569909,2022,COMUNA 9
10679,49851,2021-12-01,Departamento,72.0,67.0,2,2,3,0.0,0,15 años,0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,U,-58.501674824021,-34.6524080402168,14192.6444011565,2021,COMUNA 9
10739,52142,2021-04-01,Departamento,27.0,27.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,S,-58.5276246696434,-34.6394620793234,5601.74052284773,2021,COMUNA 9
10778,52487,2022-06-01,Departamento,45.0,45.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Liniers,N,-58.4926890302982,-34.6380913903607,3610785.69683471,2022,COMUNA 9
10803,52145,2021-06-01,Departamento,44.0,36.0,1,1,2,0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Liniers,U,-58.5210803523955,-34.6395438947058,6831.03202721642,2021,COMUNA 9
10891,52142,2021-02-01,Departamento,65.0,60.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Liniers,S,-58.5276246696434,-34.6394620793234,10694.8093947144,2021,COMUNA 9
10959,49842,2022-09-01,Departamento,55.0,45.0,1,1,2,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Mataderos,U,-58.5213109063488,-34.6521645861282,9460.32996766621,2022,COMUNA 9
10969,50510,2021-07-01,Departamento,0.0,50.0,1,1,2,0,No,0 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Mataderos,N,-58.49942807946,-34.6488289503909,7652.38838043289,2021,COMUNA 9
10970,49841,2022-12-01,Departamento,40.0,33.0,0,1,1,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Liniers,U,-58.5234926786969,-34.6521373405803,6726.87828449306,2022,COMUNA 9
