,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,precio_pesos_constantes
4451,3243,108956,64553,2022-08-01,Departamento,85.0,85.0,2,2,3,,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7247052725367,-34.568307697138,2022,85.36556570670965,7256.07308507032
3992,1556,52359,68840,2021-08-01,Departamento,35.0,35.0,1,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.702433843447,-34.5451770801287,2021,142.2046621130183,4977.16317395564
3481,2759,92909,68840,2022-02-01,Departamento,30.0,30.0,0,1,1,0.0,No,3.0,0,No,0,No,No,Sí,No,No,No,0,No,No,No,No,No,No,No,0,0.0,0,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.702433843447,-34.5451770801287,2022,200.718653871195,6021.55961613585
4072,4527,150029,68183,2021-02-01,Departamento,51.0,50.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7003284131838,-34.548813097882,2021,158.8943110071852,7944.71555035926
3544,5570,185660,67846,2021-05-01,Departamento,42.0,42.0,1,1,2,0.0,No,0.0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7177964127187,-34.5503718635802,2021,238.86092208097853,10032.1587274011
631,5373,179471,67859,2022-04-01,Departamento,49.0,49.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,   0,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6894704163024,-34.5507671975738,2022,126.76209709774734,6211.34275778962
1609,822,28583,67529,2022-10-01,Departamento,70.0,70.0,1,2,2,,0.0,15.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6916858564639,-34.552539853321,2022,70.63215792271157,4944.25105458981
464,4997,166400,69155,2021-04-01,Departamento,50.0,50.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,S,-58.7328991159143,-34.5429450896154,2021,112.0348104569546,5601.74052284773
1928,2009,67731,68188,2021-05-01,Departamento,76.0,38.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,N,-58.6894339686805,-34.5489643620917,2021,249.7336809808245,9489.87987727133
2075,2075,69849,70479,2021-02-01,Departamento,67.0,67.0,3,2,4,0.0,No,0.0,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7153215133148,-34.5359800026581,2021,159.62402081663285,10694.8093947144
3204,1205,40991,67520,2022-08-01,Departamento,40.0,55.0,1,1,2,,,5.0,,,,,,,,,,,,,,,,,,1,,,,,,,,,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7112966137765,-34.5522664919826,2022,121.78024758159982,6697.91361698799
2086,1350,45273,69486,2021-10-01,Departamento,42.0,40.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,,N,-58.7285044485812,-34.5412040641614,2021,133.579258556129,5343.17034224516
1087,5297,176716,69167,2021-12-01,Departamento,37.0,37.0,1,1,2,0.0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7067545907385,-34.5433134119326,2021,165.23660841263242,6113.7545112674
163,5024,167232,66549,2021-02-01,Departamento,80.0,80.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6765413901163,-34.5581588289137,2021,45.83489740591875,3666.7917924735
1968,1857,62704,68188,2022-07-01,Departamento,40.0,40.0,1,1,2,,,6.0,,,,,,,,,,,,,,,,,,1,,,,,,,,,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6894339686805,-34.5489643620917,2022,169.8374606379475,6793.4984255179
889,5956,199424,69825,2021-05-01,Departamento,32.0,32.0,1,1,1,0.0,No,0.0,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7066809737027,-34.5397077683388,2021,152.51592659900345,4880.50965116811
1793,3790,127986,69160,2022-03-01,Departamento,37.0,37.0,1,1,2,0.0,Sí,0.0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7220056214454,-34.543099237084,2022,137.27307315775784,5079.10370683704
3540,4422,146921,69814,2022-04-01,Departamento,75.0,75.0,3,1,4,0.0,No,0.0,   0,No,   0,No,No,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,San Miguel,Bs.As. G.B.A. Norte,,N,-58.7306457741448,-34.5393703984036,2022,113.5788389995816,8518.41292496862
363,1971,66400,66875,2022-12-01,Departamento,40.0,40.0,1,1,2,,0.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6830425094974,-34.5562660170344,2022,182.186286871687,7287.45147486748
1651,1863,62838,69167,2021-06-01,Departamento,34.0,34.0,1,1,2,0.0,0,0.0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,Sí,0,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7067545907385,-34.5433134119326,2021,193.18529488734205,6568.30002616963
3297,200,6717,66875,2021-10-01,Departamento,85.0,85.0,2,1,3,0.0,No,0.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,N,-58.6830425094974,-34.5562660170344,2021,136.65397294744707,11615.587700533
3743,461,16218,68511,2021-05-01,Departamento,75.0,75.0,0,2,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,N,-58.7024705662553,-34.5469799045816,2021,162.68365503893733,12201.2741279203
4636,2358,79838,70479,2021-10-01,Departamento,69.0,67.0,3,1,4,0.0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7153215133148,-34.5359800026581,2021,149.09560332027374,9989.40542245834
976,2424,81910,66875,2021-04-01,Departamento,45.0,40.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.6830425094974,-34.5562660170344,2021,154.04786437831277,6161.91457513251
4530,5751,191661,69825,2021-04-01,Departamento,45.0,44.0,1,1,2,0.0,0,2.0,0,Sí,0,0,0,0,0,Sí,Sí,0,0,0,0,Sí,Sí,0,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7066809737027,-34.5397077683388,2021,178.23719845424614,7842.43673198683
1829,922,31595,68182,2022-03-01,Departamento,60.0,60.0,2,2,3,0.0,0,0.0,0,0,0,Sí,Sí,0,Sí,Sí,0,0,0,0,0,0,Sí,0,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7025072923259,-34.5487827284671,2022,188.11495210507505,11286.8971263045
2622,2415,81564,66875,2021-04-01,Departamento,45.0,45.0,1,1,2,0.0,No,7.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6830425094974,-34.5562660170344,2021,174.27637182192956,7842.43673198683
4055,2657,89510,68503,2021-12-01,Departamento,45.0,45.0,2,1,3,0.0,No,5.0,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7199011060236,-34.5467355667834,2021,169.8265142018722,7642.19313908425
5042,4836,161078,68187,2021-09-01,Departamento,45.0,45.0,1,1,2,0.0,No,0.0,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.691612864073,-34.5489341869657,2021,133.57925856171488,6011.06663527717
5090,83,2828,70150,2022-02-01,Departamento,45.0,45.0,1,1,2,0.0,0,0.0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.715358501342,-34.5377828176942,2022,178.41658121884,8028.7461548478
144,4982,165968,68176,2021-07-01,Departamento,50.0,50.0,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7155804985187,-34.5485996959834,2021,188.7589133840112,9437.94566920056
1066,1424,47556,70807,2022-04-01,Departamento,32.0,28.0,1,1,1,0.0,No,0.0,   0,Sí,   0,   0,   0,   0,   0,   0,Sí,   0,   0,   0,   0,   0,   0,Sí,Sí,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7174630093462,-34.5341465620562,2022,215.4955650661707,6033.87582185278
3299,2647,89205,72124,2021-02-01,Departamento,40.0,40.0,1,1,2,0.0,No,0.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,,N,-58.7151366224565,-34.526965918959,2021,106.94809394714376,4277.92375788575
3709,1497,50080,68173,2022-02-01,Departamento,42.0,45.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7221170572891,-34.5485076551822,2022,178.41658121884,8028.7461548478
2997,4623,153572,70159,2022-07-01,Departamento,38.0,38.0,1,1,2,,0,20.0,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.6957511824973,-34.5380567317571,2022,133.59106215593317,5076.46036192546
509,230,8148,69496,2021-02-01,Departamento,52.0,52.0,1,1,2,0.0,No,0.0,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7067177805857,-34.5415105904195,2021,129.27791576028383,6722.45161953476
5032,1753,58966,69166,2022-03-01,Departamento,50.0,50.0,2,1,3,0.0,No,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7089333192544,-34.5432829320712,2022,169.3034568945678,8465.17284472839
2943,4382,145812,69830,2021-04-01,Departamento,42.0,42.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,S,-58.6957877514799,-34.5398595645721,2021,160.04972922422095,6722.08862741728
3772,5353,178803,67846,2021-04-01,Departamento,36.0,36.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7177964127187,-34.5503718635802,2021,178.9444889243025,6442.00160127489
2282,1708,57708,67520,2021-09-01,Departamento,63.0,59.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7112966137765,-34.5522664919826,2021,50.941242671840335,3005.53331763858
2865,3988,133934,69164,2021-04-01,Departamento,110.0,110.0,3,1,4,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7132907664594,-34.543221855802,2021,81.47986215051245,8962.78483655637
4827,1142,38802,69494,2022-12-01,Departamento,70.0,65.0,3,1,4,,0.0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7110751404763,-34.5414495959331,2022,129.36304393255878,8408.59785561632
2071,5827,194516,65556,2021-06-01,Departamento,65.0,65.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6897256403311,-34.5633870300707,2021,97.00873884804383,6305.56802512285
1384,2747,92598,68839,2021-07-01,Departamento,36.0,36.0,1,1,2,0.0,No,0.0,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7046126254372,-34.5451466759293,2021,240.90852308770192,8672.70683115727
3738,2992,100919,68173,2021-08-01,Departamento,42.0,42.0,1,1,2,0.0,No,10.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,,U,-58.7221170572891,-34.5485076551822,2021,148.12985636772737,6221.45396744455
3520,1372,45896,60949,2021-06-01,Departamento,43.0,40.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,N,-58.6924164940504,-34.5885963920851,2021,144.502600575732,5780.10402302928
1852,1855,62658,68839,2022-10-01,Departamento,36.0,34.0,1,1,2,,0.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,0,,,,,,1.0,,,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7046126254372,-34.5451466759293,2022,181.77393583050767,6180.31381823726
5024,5202,173366,68840,2021-07-01,Departamento,71.0,55.0,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.702433843447,-34.5451770801287,2021,180.87463444659545,9948.10489456275
2357,87,2904,63233,2022-09-01,Departamento,40.0,40.0,1,1,2,,0.0,15.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,San Miguel,Bs.As. G.B.A. Norte,,U,-58.7335724040026,-34.5753953355752,2022,197.09020765971275,7883.60830638851
2714,3112,105073,69831,2021-03-01,Departamento,42.0,42.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,S,-58.6936090972727,-34.5398898072853,2021,159.6696110787188,6706.12366530619
3129,1797,60953,67192,2022-03-01,Departamento,42.0,42.0,1,1,2,0.0,No,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7091545305415,-34.5540998369789,2022,170.19924238078238,7148.36817999286
3954,5474,182675,72447,2021-06-01,Departamento,45.0,38.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,N,-58.7281690822718,-34.5249788297349,2021,138.28000055093946,5254.6400209357
1433,1916,64546,67853,2021-11-01,Departamento,52.0,52.0,1,1,2,0.0,No,10.0,No,No,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.702544021659,-34.550585551785,2021,130.7570848238192,6799.3684108386
74,3078,104242,70148,2021-08-01,Departamento,40.0,40.0,1,1,2,0.0,No,15.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7197156472699,-34.5377215206526,2021,143.09344125122476,5723.73765004899
1745,5659,188589,68839,2022-02-01,Departamento,57.0,57.0,1,1,2,0.0,Sí,0.0,No,No,No,No,No,Sí,No,Sí,No,No,No,0,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7046126254372,-34.5451466759293,2022,158.46209516146982,9032.33942420378
4435,977,33500,67192,2021-04-01,Departamento,42.0,39.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,S,-58.7091545305415,-34.5540998369789,2021,179.54296547588896,7002.17565355967
1137,1097,37644,67854,2021-03-01,Departamento,45.0,45.0,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7003650955658,-34.5506159232338,2021,194.3803960958318,8747.11782431243
4038,5635,187863,71791,2021-04-01,Departamento,32.0,32.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7238869345122,-34.5286460284948,2021,78.77447610254625,2520.78323528148
468,3511,118618,57133,2021-02-01,Departamento,60.0,56.0,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,S,-58.4050037677933,-34.6138855963987,2021,136.41338513666304,7639.14956765313
4461,4225,140971,69824,2022-05-01,Departamento,36.0,36.0,1,1,2,,0,9.0,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7088596083555,-34.5396772925599,2022,164.16488947329557,5909.93602103864
448,5613,187060,71791,2021-05-01,Departamento,34.0,35.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,N,-58.7238869345122,-34.5286460284948,2021,77.46840716139857,2711.39425064895
1208,3555,119921,68188,2021-04-01,Departamento,46.0,38.0,1,1,2,0.0,No,2.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6894339686805,-34.5489643620917,2021,184.2677803568334,7002.17565355967
517,5281,176231,66875,2022-12-01,Departamento,40.0,40.0,1,1,2,,0.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,U,-58.6830425094974,-34.5562660170344,2022,182.186286871687,7287.45147486748
3596,1613,54170,68839,2022-02-01,Departamento,70.0,70.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,S,-58.7046126254372,-34.5451466759293,2022,143.37046705085427,10035.9326935598
5126,2941,99575,70143,2022-11-01,Departamento,39.0,39.0,1,1,2,,0.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7306084543683,-34.5375675983508,2022,175.23805403515718,6834.28410737113
4905,2220,74898,68182,2021-12-01,Departamento,32.0,32.0,1,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,S,-58.7025072923259,-34.5487827284671,2021,177.40805501445593,5677.05776046259
359,31,1146,68838,2022-08-01,Departamento,100.0,100.0,2,2,3,,1.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,2,,0.0,,,,0.0,0.0,,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7067914041613,-34.5451162328781,2022,181.401827126758,18140.1827126758
3275,5149,171588,68840,2021-12-01,Departamento,32.0,20.0,0,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.702433843447,-34.5451770801287,2021,251.100631712768,5022.01263425536
4756,5611,186943,69828,2022-04-01,Departamento,28.0,28.0,0,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,   0,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7001450501442,-34.5397989626118,2022,190.1431456466211,5324.00807810539
945,5059,168578,68840,2022-03-01,Departamento,50.0,50.0,2,1,3,0.0,No,10.0,0,0,0,0,0,0,Sí,0,Sí,0,0,0,0,0,Sí,Sí,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.702433843447,-34.5451770801287,2022,169.3034568945678,8465.17284472839
736,1464,48821,67865,2022-03-01,Departamento,40.0,40.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Bella Vista,N,-58.6763966943831,-34.5509474443686,2022,141.0862140788065,5643.44856315226
4202,2951,99936,71460,2022-03-01,Departamento,30.0,30.0,1,1,2,0.0,0,0.0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.7282808412517,-34.5303872463261,2022,156.7624600875627,4702.87380262688
4592,244,8635,68511,2021-09-01,Departamento,38.0,38.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,Muñiz,U,-58.7024705662553,-34.5469799045816,2021,139.20364839589237,5289.73863904391
2135,2949,99863,68837,2021-11-01,Departamento,100.0,100.0,3,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,U,-58.708970179615,-34.5450857509752,2021,113.32280684731,11332.280684731
4166,4744,158053,67520,2021-04-01,Departamento,46.0,46.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,N,-58.7112966137765,-34.5522664919826,2021,152.22120985999285,7002.17565355967
2533,5861,196267,69167,2022-01-01,Departamento,40.0,40.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,San Miguel,Bs.As. G.B.A. Norte,San Miguel,S,-58.7067545907385,-34.5433134119326,2022,136.59907991331823,5463.96319653273
