,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,COMUNA,precio_pesos_constantes
511,33359,54468,2021-01-01,Departamento,0.0,42.0,1,1,2,0.0,No,35 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4772270958227,-34.6274593902648,2021,COMUNA 10,1061383.68538381
2361,165471,55451,2022-03-01,Departamento,66.0,60.0,2,1,3,0.0,0,3 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4858553162216,-34.6219444205403,2022,COMUNA 10,10346.3223657791
1494,101352,52141,2022-05-01,Departamento,40.0,40.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Versalles,U,-58.5298061028568,-34.63943472953,2022,COMUNA 10,5741.08070615182
2480,174099,52482,2022-11-01,Departamento,37.0,32.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,S,-58.5035961641725,-34.6379573804029,2022,COMUNA 10,8248.27392268929
3823,269850,52150,2022-09-01,Departamento,42.0,42.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5101730985417,-34.6396794736738,2022,COMUNA 10,6701.06706043023
151,10462,52154,2022-07-01,Departamento,45.0,45.0,1,1,2,,0,3,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5014472431636,-34.6397872348334,2022,COMUNA 10,8211.92117370296
1068,70086,52156,2022-10-01,Departamento,78.0,75.0,3,2,4,,,20.0,,,,,1.0,,,,,,,,,,,1.0,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.4970842981349,-34.6398408814045,2022,COMUNA 10,15450.7845455931
635,41894,53137,2022-01-01,Departamento,39.0,37.0,1,1,2,0.0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Versalles,U,-58.5100750411403,-34.6342705702935,2022,COMUNA 10,7355.33507225559
3279,231051,53791,2021-09-01,Departamento,26.0,10.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Versalles,U,-58.5187345496417,-34.630556282975,2021,COMUNA 10,8175.05062397694
709,46447,54456,2022-08-01,Departamento,43.0,43.0,1,1,2,,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Monte Castro,U,-58.5034009418156,-34.6271395327711,2022,COMUNA 10,9070.0913563379
3005,212636,53149,2022-09-01,Departamento,100.0,93.0,3,2,4,,0.0,50.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Floresta,U,-58.4838990349081,-34.63459191719,2022,COMUNA 10,13139.3471773142
1958,134867,55766,2022-03-01,Departamento,43.0,38.0,1,1,2,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,N,-58.5163564874295,-34.6197656326404,2022,COMUNA 10,9593.86255735884
1025,66484,55437,2021-11-01,Departamento,41.0,41.0,1,1,2,0.0,No,5 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,U,-58.5163892885079,-34.6215686000512,2021,COMUNA 10,8612.53332039556
520,33746,54133,2021-07-01,Departamento,50.0,34.0,1,1,1,0.0,No,8 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4903463173029,-34.6291031499869,2021,COMUNA 10,7269.76896141124
877,57367,52485,2021-07-01,Departamento,60.0,57.0,2,1,3,0.0,No,20 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Luro,U,-58.4970518924876,-34.6380379033753,2021,COMUNA 10,8927.78644383837
2990,211508,52165,2022-09-01,Departamento,70.0,55.0,3,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,S,-58.4774509034911,-34.6400803603612,2022,COMUNA 10,10511.4777418513
2944,208386,53809,2021-12-01,Departamento,94.0,94.0,3,1,4,0.0,No,55 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4794722905312,-34.6310389406053,2021,COMUNA 10,16376.1281551805
2956,209258,52488,2021-04-01,Departamento,75.0,65.0,2,2,3,0.0,0,11 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4905075948962,-34.6381180753541,2021,COMUNA 10,9803.04591498353
1125,74403,53153,2021-01-01,Departamento,33.0,33.0,1,1,2,0.0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4751736078477,-34.634697784994,2021,COMUNA 10,6014.76080359472
1595,109143,54138,2022-07-01,Departamento,32.0,28.0,0,1,1,,0.0,30.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,U,-58.4794402765295,-34.6292359455266,2022,COMUNA 10,5225.76801962915
1117,74113,53149,2022-07-01,Departamento,63.0,55.0,1,1,2,,0,10,,1,,,1,1,,1,,1,,,,,,1,0,0,,1,,,,0.0,,,Capital Federal,Capital Federal,Floresta,U,-58.4838990349081,-34.63459191719,2022,COMUNA 10,10750.1513546657
378,24970,52493,2021-06-01,Departamento,31.0,28.0,1,1,1,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,N,-58.4796003749807,-34.6382509153207,2021,COMUNA 10,4991.90801988892
1542,104889,54455,2021-08-01,Departamento,42.0,42.0,1,1,2,0.0,0,16 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.505582076966,-34.6271126245855,2021,COMUNA 10,7963.46107832902
3049,215469,52156,2021-11-01,Departamento,65.0,61.0,3,1,4,0.0,No,30 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.4970842981349,-34.6398408814045,2021,COMUNA 10,13598.7368216772
1560,106111,55444,2021-02-01,Departamento,32.0,32.0,1,1,1,0.0,Sí,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5011223730381,-34.6217574651951,2021,COMUNA 10,7333.58358494701
105,7345,52165,2021-10-01,Departamento,32.0,30.0,0,1,1,0.0,No,5 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4774509034911,-34.6400803603612,2021,COMUNA 10,6969.35262031977
2248,157086,56101,2021-08-01,Departamento,65.0,60.0,2,1,3,0.0,No,10 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5032383359836,-34.6181246443249,2021,COMUNA 10,14931.4895218669
190,13040,53151,2021-02-01,Departamento,55.0,48.0,1,1,2,0.0,No,3 años,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,0,0.0,Sí,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.479536327067,-34.6346449290828,2021,COMUNA 10,9166.97948118376
3014,213192,53151,2022-07-01,Departamento,40.0,38.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,S,-58.479536327067,-34.6346449290828,2022,COMUNA 10,7913.30585829558
3120,220574,53138,2021-04-01,Departamento,60.0,55.0,1,1,2,0.0,No,5 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Versalles,U,-58.5078937231551,-34.6342975636674,2021,COMUNA 10,8122.52375812921
2458,172382,53807,2021-11-01,Departamento,75.0,70.0,2,2,3,0.0,No,10 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4838348097166,-34.630985935805,2021,COMUNA 10,13598.7368216772
1827,126147,53479,2021-12-01,Departamento,51.0,51.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4816856155557,-34.6328154504471,2021,COMUNA 10,8406.41245299267
16,1278,53480,2022-07-01,Departamento,52.0,52.0,2,1,3,,,45,,,,,1,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,U,-58.479504307377,-34.632841935124,2022,COMUNA 10,9704.99775073986
763,50009,52152,2021-08-01,Departamento,80.0,75.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.5058101766436,-34.6397334322561,2021,COMUNA 10,13687.198728378
1113,73689,55446,2021-05-01,Departamento,31.0,28.0,0,1,1,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4967603711652,-34.621811075888,2021,COMUNA 10,4880.50965116811
3676,260325,53471,2022-03-01,Departamento,37.0,37.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,S,-58.4991359780898,-34.6326021693108,2022,COMUNA 10,5643.44856315226
1672,115828,52484,2021-05-01,Departamento,63.0,60.0,2,2,3,0.0,No,45 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.4992333192667,-34.6380111013835,2021,COMUNA 10,10845.5770025958
1020,66188,53128,2022-03-01,Departamento,45.0,40.0,1,1,2,0.0,No,35 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Versalles,U,-58.5297067718643,-34.6340258752613,2022,COMUNA 10,6960.25322788779
1405,94919,54502,2021-08-01,Departamento,30.0,30.0,1,1,1,0.0,No,45 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4030656691545,-34.6283351658357,2021,COMUNA 10,4479.44685656008
1749,121504,56429,2022-11-01,Departamento,40.0,40.0,0,1,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Monte Castro,U,-58.5053866758161,-34.6162947675684,2022,COMUNA 10,6480.78665354159
1914,132457,54465,2021-11-01,Departamento,52.0,46.0,1,1,2,0.0,No,35 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4837705959346,-34.6273799521796,2021,COMUNA 10,7932.5964793117
1804,124985,55767,2021-09-01,Departamento,28.0,28.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,S,-58.5141755553464,-34.6197927284865,2021,COMUNA 10,5530.18130445499
608,40042,52494,2022-04-01,Departamento,53.0,37.0,2,1,3,0.0,No,20 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Floresta,U,-58.4774189224458,-34.6382773663128,2022,COMUNA 10,12245.2185796424
2399,167933,52159,2022-04-01,Departamento,35.0,35.0,1,1,1,0.0,   0,9 años,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,Sí,   0,   0,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Floresta,U,-58.4905398590117,-34.6399210587465,2022,COMUNA 10,8695.87986090547
3918,274962,48545,2022-04-01,Departamento,55.0,58.0,2,1,3,0.0,No,10 años,   0,   0,   0,   0,Sí,Sí,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Floresta,U,-58.4799849015131,-34.6598867857059,2022,COMUNA 10,8873.34679684232
418,27169,52483,2021-01-01,Departamento,38.0,36.0,1,1,1,0.0,0,3 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.501414743163,-34.6379842603927,2021,COMUNA 10,7597.59259401439
2820,198254,52148,2021-07-01,Departamento,35.0,35.0,1,1,2,0.0,0,4 años,0,0,0,0,No,No,0,No,0,0,No,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.5145360088242,-34.6396253590881,2021,COMUNA 10,6887.1495423896
2948,208753,54138,2022-10-01,Departamento,35.0,32.0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,S,-58.4794402765295,-34.6292359455266,2022,COMUNA 10,5562.28243641353
2279,159987,53149,2021-05-01,Departamento,60.0,60.0,2,1,3,0.0,No,40 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4838990349081,-34.63459191719,2021,COMUNA 10,9489.87987727133
1168,77462,55112,2021-10-01,Departamento,48.0,41.0,1,1,2,0.0,No,9 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.5076979696449,-34.6234797309266,2021,COMUNA 10,9524.78191443703
1729,119958,53477,2021-07-01,Departamento,40.0,40.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4860482233637,-34.6327623641155,2021,COMUNA 10,8672.70683115727
3230,227873,53149,2022-10-01,Departamento,42.0,42.0,1,1,2,,0.0,40.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Floresta,U,-58.4838990349081,-34.63459191719,2022,COMUNA 10,5933.10126550777
3070,216903,53155,2022-04-01,Departamento,60.0,48.0,2,2,3,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Floresta,N,-58.470810877284,-34.6347504849221,2022,COMUNA 10,14197.3548749477
2091,145163,53461,2022-04-01,Departamento,62.0,60.0,2,2,3,0.0,No,8 años,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Sí,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Versalles,U,-58.5209486716312,-34.632332058684,2022,COMUNA 10,10648.0161562108
1567,107112,55446,2022-12-01,Departamento,58.0,51.0,2,1,3,,,50.0,,,,,,,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Floresta,U,-58.4967603711652,-34.621811075888,2022,COMUNA 10,8969.17104599074
1130,75048,54454,2022-11-01,Departamento,80.0,65.0,0,1,1,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Monte Castro,U,-58.5077632092225,-34.627085677417,2022,COMUNA 10,11783.2484609847
1252,83095,57121,2021-03-01,Departamento,100.0,100.0,3,1,4,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.431174195156,-34.6135813406182,2021,COMUNA 10,20409.9415900623
3727,264034,54461,2021-12-01,Departamento,58.0,50.0,2,1,3,0.0,0,40 años,0,Sí,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4924952228043,-34.6272734889484,2021,COMUNA 10,10917.4187701204
3388,239831,52824,2021-08-01,Departamento,64.0,59.0,2,1,3,0.0,0,13 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4752055360407,-34.6365007819289,2021,COMUNA 10,11198.6171414002
563,36969,52148,2022-06-01,Departamento,61.0,51.0,2,1,3,,0,,,1,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa Luro,U,-58.5145360088242,-34.6396253590881,2022,COMUNA 10,10904.2368577317
2657,187291,56762,2022-11-01,Departamento,38.0,38.0,1,1,2,,0.0,40.0,,,,,1.0,,,,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Monte Castro,U,-58.4966308809266,-34.6145991379883,2022,COMUNA 10,5891.62423049235
1085,71344,52149,2022-11-01,Departamento,33.0,30.0,0,1,1,,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Luro,U,-58.512354555137,-34.6396524358813,2022,COMUNA 10,5891.62423049235
2804,197305,54463,2021-02-01,Departamento,45.0,45.0,2,1,3,0.0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4881329150899,-34.6273267985327,2021,COMUNA 10,9166.97948118376
1479,100199,50846,2022-01-01,Departamento,76.0,70.0,2,1,3,0.0,No,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4841239129576,-34.6472128343942,2022,COMUNA 10,10087.316670522
324,21807,52161,2021-06-01,Departamento,20.0,20.0,1,1,1,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,N,-58.4861768852583,-34.6399743152962,2021,COMUNA 10,4729.17601884213
687,45263,57090,2021-07-01,Departamento,53.0,45.0,1,2,2,0.0,No,0 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Monte Castro,N,-58.4987792822998,-34.612769375214,2021,COMUNA 10,9693.02528188166
2908,205333,50839,2022-07-01,Departamento,84.0,84.0,2,1,3,,0,,,0,0,0,0,0,0,1,0,0,0,,0,,0,0,0,1,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa Luro,U,-58.4993956122187,-34.6470259769581,2022,COMUNA 10,13437.6891933321
2017,138808,54454,2022-09-01,Departamento,74.0,39.0,0,1,1,,0.0,4.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Monte Castro,U,-58.5077632092225,-34.627085677417,2022,COMUNA 10,7226.6409475228
430,28020,52491,2022-01-01,Departamento,35.0,32.0,0,1,1,0.0,0,1 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4839632715112,-34.6381978963348,2022,COMUNA 10,15761.4322976906
2517,176530,56432,2021-12-01,Departamento,106.0,90.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Monte Castro,U,-58.4988441101573,-34.6163753428216,2021,COMUNA 10,19651.3537862166
2191,151989,56757,2022-08-01,Departamento,40.0,36.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Monte Castro,U,-58.5075349214015,-34.6144648548862,2022,COMUNA 10,6558.3737499674
3227,227651,53474,2021-09-01,Departamento,63.0,60.0,2,1,3,0.0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.492592113639,-34.6326824421763,2021,COMUNA 10,12022.1332705543
177,12017,55766,2021-11-01,Departamento,43.0,38.0,1,1,2,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Real,N,-58.5163564874295,-34.6197656326404,2021,COMUNA 10,10539.0210367998
191,13142,53471,2022-02-01,Departamento,37.0,37.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,S,-58.4991359780898,-34.6326021693108,2022,COMUNA 10,6021.55961613585
3564,252440,53471,2021-10-01,Departamento,34.0,34.0,1,1,2,0.0,No,35 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Luro,U,-58.4991359780898,-34.6326021693108,2021,COMUNA 10,6504.72911229846
3066,216564,52483,2022-09-01,Departamento,72.0,64.0,2,1,3,,,15.0,,1.0,,,,,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.501414743163,-34.6379842603927,2022,COMUNA 10,9854.51038298563
948,61523,55112,2021-12-01,Departamento,54.0,54.0,2,0,2,0.0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.5076979696449,-34.6234797309266,2021,COMUNA 10,9170.6317669011
1084,71278,51833,2022-07-01,Departamento,52.0,52.0,2,1,3,,0,40,,0,,0,0,1,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,U,-58.4840275195279,-34.641803873239,2022,COMUNA 10,8958.45946222141
717,46888,54137,2022-05-01,Departamento,46.0,42.0,1,1,2,,0,50,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Floresta,U,-58.4816214903885,-34.6292094643932,2022,COMUNA 10,7091.92322524636
3626,256878,52822,2021-05-01,Departamento,30.0,30.0,1,1,1,0.0,No,8 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.4795683496015,-34.6364479224817,2021,COMUNA 10,5422.7885012979
659,43225,52825,2022-01-01,Departamento,44.0,41.0,1,1,2,0.0,No,16 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Floresta,U,-58.4730241250037,-34.6365271531551,2022,COMUNA 10,8406.09722543496
2257,157963,52479,2022-05-01,Departamento,55.0,38.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Luro,U,-58.5101404098377,-34.6378765064414,2022,COMUNA 10,7091.92322524636
11,1002,53151,2021-12-01,Departamento,38.0,35.0,0,1,1,0.0,No,7 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.479536327067,-34.6346449290828,2021,COMUNA 10,3217909.18249297
89,6425,52151,2021-04-01,Departamento,50.0,42.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Luro,U,-58.5079916390425,-34.6397064724655,2021,COMUNA 10,11763.6550979802
3737,264501,53480,2021-09-01,Departamento,60.0,60.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Floresta,U,-58.479504307377,-34.632841935124,2021,COMUNA 10,9617.70661644347
