,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,COMUNA,precio_pesos_constantes
10616,3338,57770,64029,2021-01-01,Departamento,33.0,33.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4327047064855,-34.5756918329113,2021,COMUNA 14,6331.32716167866
7102,15238,266421,64034,2021-09-01,Departamento,145.0,130.0,3,3,4,0.0,No,20 años,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,1,0.0,Sí,0.0,0.0,0,0.0,Sí,0,Capital Federal,Capital Federal,Palermo,U,-58.4218053665553,-34.5758193036382,2021,COMUNA 14,108376.799131031
1640,8292,144180,61737,2021-08-01,Departamento,32.0,30.0,0,1,1,0,0,35 años,0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4089390908616,-34.5885924424733,2021,COMUNA 14,7465.74476093346
5376,13290,231493,61408,2021-04-01,Departamento,52.0,52.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4089695334193,-34.5903955056896,2021,COMUNA 14,9803.04591498353
4131,880,14495,60089,2021-05-01,Departamento,40.0,40.0,1,1,2,0,No,55 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4156326861227,-34.5975320269284,2021,COMUNA 14,6778.48562662238
6312,3722,65216,62391,2021-05-01,Departamento,37.0,34.0,1,1,2,0,0,0 años,0,Sí,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4175986976125,-34.584885315742,2021,COMUNA 14,7591.90390181707
5225,9773,169425,61407,2022-09-01,Departamento,85.0,81.0,2,2,3,,1.0,15.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,,,,,1.0,1.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,U,-58.4111497996194,-34.5903703093643,2022,COMUNA 14,80272.270837962
1964,8412,146388,61399,2021-11-01,Departamento,29.0,26.0,0,1,1,0,No,20 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4285918313521,-34.5901673371046,2021,COMUNA 14,9065.8245477848
7868,2519,42695,62067,2022-03-01,Departamento,115.0,115.0,3,3,4,0.0,No,30 años,0,No,0,Sí,Sí,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4067284762385,-34.5868145327216,2022,COMUNA 14,85523.3277253708
10920,14721,257236,63703,2022-10-01,Departamento,142.0,142.0,4,2,5,,1.0,40.0,,1.0,,0.0,1.0,0.0,1.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,U,-58.4261959106859,-34.5775714856418,2022,COMUNA 14,45660.8090484862
3324,4364,75758,62714,2021-02-01,Departamento,55.0,50.0,1,2,2,0.0,No,5 años,0,No,0,Sí,No,No,Sí,No,0,0,Sí,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4306484365377,-34.5829296020882,2021,COMUNA 14,22917.4487029594
10508,2577,43926,62071,2021-05-01,Departamento,120.0,100.0,1,1,2,0.0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.3980077502015,-34.5869147595036,2021,COMUNA 14,80447.0674167544
6951,2911,49971,62388,2021-03-01,Departamento,38.0,38.0,1,1,2,0,0,40 años,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4241390318755,-34.5848091580377,2021,COMUNA 14,7872.40604188118
1346,15027,262692,64362,2021-10-01,Departamento,90.0,90.0,2,1,3,0.0,No,0 años,0,No,0,Sí,No,No,No,No,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4239544898381,-34.573990831503,2021,COMUNA 14,30135.7252689511
3142,7812,135711,64028,2021-05-01,Departamento,45.0,39.0,1,1,2,0,No,0 años,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,N,-58.4348845662422,-34.5756662220267,2021,COMUNA 14,13556.9712532448
11612,5223,90805,62716,2021-12-01,Departamento,38.0,33.0,0,1,1,0.0,No,0 años,0,No,0,No,No,Sí,No,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4262883269429,-34.5829806429593,2021,COMUNA 14,10699.0703947179
943,1073,18096,63387,2021-06-01,Departamento,107.0,100.0,2,0,4,0.0,0,50 años,0,0,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.3978869589353,-34.5797024652664,2021,COMUNA 14,49498.7089972143
3311,10788,186838,61070,2022-01-01,Departamento,280.0,280.0,3,1,4,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4286227002674,-34.5919703844897,2022,COMUNA 14,109291.773003907
12619,3923,68488,64034,2022-02-01,Departamento,400.0,380.0,3,4,4,0.0,No,0 años,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,3,0.0,Sí,0.0,0.0,0,0.0,Sí,0,Capital Federal,Capital Federal,Palermo,N,-58.4218053665553,-34.5758193036382,2022,COMUNA 14,336658.003240381
4664,1014,16723,64034,2022-06-01,Departamento,120.0,110.0,3,3,4,,1,0,,1,,1,1,1,1,1,,,0,,,,,1,1,1,,,,,,1.0,,,Capital Federal,Capital Federal,Palermo,N,-58.4218053665553,-34.5758193036382,2022,COMUNA 14,92848.7750614639
7738,12492,216719,61073,2022-07-01,Departamento,55.0,52.0,2,1,3,,0,20,,0,0,0,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Palermo,U,-58.4220818176039,-34.5920467962114,2022,COMUNA 14,11645.9973008878
8223,2043,34248,61735,2021-04-01,Departamento,135.0,125.0,3,2,4,0.0,0,60 años,0,Sí,0,No,0,Sí,No,No,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4132995264146,-34.5885420142632,2021,COMUNA 14,19326.0048038247
6329,11049,191365,61068,2021-06-01,Departamento,45.0,42.0,0,1,1,0.0,0,40 años,0,Sí,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4329832750043,-34.5919192486585,2021,COMUNA 14,8932.8880355907
12201,369,6337,65346,2021-04-01,Departamento,106.0,106.0,2,3,3,0,Sí,9 años,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,1,0.0,Sí,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4304012953347,-34.568505198753,2021,COMUNA 14,47474.7509311345
11820,13892,242379,63703,2022-10-01,Departamento,50.0,50.0,1,1,2,,1.0,0.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,N,-58.4261959106859,-34.5775714856418,2022,COMUNA 14,52685.5489020994
4722,4558,78816,62716,2021-02-01,Departamento,35.0,35.0,1,1,2,0.0,Sí,25 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4262883269429,-34.5829806429593,2021,COMUNA 14,6722.45161953476
4689,6973,121019,63054,2021-03-01,Departamento,120.0,100.0,2,2,3,0,Sí,18 años,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,1,0.0,Sí,0.0,0.0,0.0,0.0,Sí,0,Capital Federal,Capital Federal,Palermo,U,-58.4066373140736,-34.5814053330064,2021,COMUNA 14,80832.3400995436
2759,4273,74283,64363,2021-10-01,Departamento,140.0,140.0,3,3,4,0.0,No,25 años,0,Sí,0,Sí,Sí,No,Sí,No,0,0,No,0,0,0,0,No,Sí,2,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4217746634142,-34.57401624612,2021,COMUNA 14,99017.3830265537
13076,9239,160764,63039,2021-07-01,Departamento,40.0,35.0,1,1,1,0,Sí,8 años,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4393375322917,-34.5810240116665,2021,COMUNA 14,8927.78644383837
13351,13745,239729,64034,2021-08-01,Departamento,145.0,130.0,3,3,4,0.0,No,18 años,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,1,0.0,Sí,0.0,0.0,0,0.0,Sí,0,Capital Federal,Capital Federal,Palermo,U,-58.4218053665553,-34.5758193036382,2021,COMUNA 14,140060.388177641
11662,15942,278671,64033,2022-01-01,Departamento,60.0,60.0,2,1,3,0.0,Sí,0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,Capital Federal,Capital Federal,Palermo,U,-58.4239852400136,-34.5757938873195,2022,COMUNA 14,13659.9079913318
5061,13415,233551,61406,2022-06-01,Departamento,65.0,60.0,1,1,2,,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Palermo,S,-58.4133300631107,-34.5903450741037,2022,COMUNA 14,10423.1675845965
4168,15664,273530,62063,2022-09-01,Departamento,68.0,68.0,2,2,3,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,U,-58.415449159076,-34.5867136830531,2022,COMUNA 14,12482.3798184485
9036,12860,223388,63713,2021-09-01,Departamento,150.0,140.0,2,0,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4043966105893,-34.5778243037634,2021,COMUNA 14,86701.439304825
9897,12915,224319,60087,2021-03-01,Departamento,45.0,43.0,0,1,1,0.0,Sí,0 años,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,N,-58.4199935761551,-34.5974813481648,2021,COMUNA 14,14578.2381365932
6867,10804,187173,63038,2021-11-01,Departamento,140.0,130.0,3,2,4,0.0,No,0 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4415175249001,-34.5809982788764,2021,COMUNA 14,102444.896654795
1443,1045,17346,62389,2021-04-01,Departamento,20.0,20.0,1,1,1,0.0,0,40 años,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4219589231821,-34.5848345828659,2021,COMUNA 14,5321.65349670535
1805,9522,165251,63383,2021-07-01,Departamento,110.0,107.0,2,2,3,0.0,No,0 años,0,Sí,0,No,Sí,No,Sí,Sí,0,0,No,0,0,0,0,Sí,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4066069320841,-34.5796022653205,2021,COMUNA 14,110626.918977997
7137,10372,179728,63054,2021-05-01,Departamento,71.0,71.0,2,2,3,0.0,No,21 años,0,No,0,Sí,No,No,Sí,No,0,0,No,0,0,0,0,Sí,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4066373140736,-34.5814053330064,2021,COMUNA 14,32536.7310077874
3225,7182,124593,60744,2021-11-01,Departamento,40.0,40.0,1,1,1,0,0,40 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4221125480336,-34.5938498481537,2021,COMUNA 14,5439.49472867088
5942,3365,58286,62065,2021-02-01,Departamento,48.0,40.0,1,1,2,0,0,35 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4110888230739,-34.5867641857475,2021,COMUNA 14,8616.96071231273
8771,2150,36245,61727,2021-08-01,Departamento,30.0,30.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4307411597823,-34.5883387441344,2021,COMUNA 14,5972.59580874677
12638,10033,173969,64683,2021-05-01,Departamento,98.0,82.0,2,2,3,0.0,Sí,5 años,0,0,0,Sí,Sí,0,Sí,Sí,0,0,0,0,0,0,Sí,0,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4413618788581,-34.5719830711206,2021,COMUNA 14,80447.0674167544
132,9618,166905,62064,2021-04-01,Departamento,100.0,96.0,2,2,3,0.0,No,0 años,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4132689924312,-34.5867389538653,2021,COMUNA 14,15404.7864378313
10819,7394,128459,63055,2022-09-01,Departamento,163.0,147.0,2,2,3,,,60.0,,,,,,1.0,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Palermo,U,-58.4044572777756,-34.5814304430543,2022,COMUNA 14,54731.0937531559
7855,5734,99780,60418,2021-12-01,Departamento,36.0,33.0,1,2,2,0.0,No,4 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4156020914877,-34.5957289710095,2021,COMUNA 14,9825.67689310832
288,4612,79939,61071,2022-12-01,Departamento,55.0,55.0,1,1,2,,1.0,5.0,,1.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,U,-58.4264424087831,-34.5919958940005,2022,COMUNA 14,15583.9346924089
2185,1420,23579,63042,2021-12-01,Departamento,32.0,32.0,1,1,2,0.0,No,14 años,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4327975379117,-34.5811009765152,2021,COMUNA 14,8515.58664069388
11890,1172,19692,62726,2022-02-01,Departamento,89.0,82.0,2,2,3,0.0,No,60 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4044876154113,-34.5832335118642,2022,COMUNA 14,17061.0855790516
3015,11202,194324,63372,2022-03-01,Departamento,39.0,39.0,1,1,2,0.0,   0,0 años,   0,No,   0,No,   0,   0,   0,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,   0,0.0,   0,   0,Capital Federal,Capital Federal,Palermo,N,-58.4305866347689,-34.5793235046013,2022,COMUNA 14,9405.74760525377
11198,13667,238257,62063,2021-05-01,Departamento,42.0,42.0,1,1,2,0.0,No,35 años,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.415449159076,-34.5867136830531,2021,COMUNA 14,9761.01930233623
11940,12816,222699,62050,2022-09-01,Departamento,33.0,30.0,0,1,1,,0.0,9.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,U,-58.4437910767186,-34.5863816199446,2022,COMUNA 14,9197.54302411993
7035,6456,112373,60742,2022-01-01,Departamento,53.0,32.0,0,1,1,0.0,No,8 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4264732333651,-34.5937989425353,2022,COMUNA 14,9456.85937861433
12014,10895,188848,64034,2022-06-01,Departamento,90.0,80.0,2,2,3,,0,11,,1,,1,0,0,1,0,,,0,,,,,0,1,1,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,U,-58.4218053665553,-34.5758193036382,2022,COMUNA 14,85971.088019874
2125,2724,46590,61731,2022-08-01,Departamento,45.0,45.0,1,1,2,,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,1.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Palermo,N,-58.4220203649341,-34.5884406906539,2022,COMUNA 14,57766.0164498459
6970,15669,273663,61080,2021-10-01,Departamento,0.0,49.0,1,1,1,0.0,No,0 años,0,Sí,0,Sí,No,Sí,No,No,0,0,No,0,0,0,0,Sí,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4068196627032,-34.5922237274228,2021,COMUNA 14,20908.0578609593
6247,5965,103374,64034,2021-07-01,Departamento,100.0,100.0,2,2,3,0.0,0,11 años,0,0,0,Sí,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4218053665553,-34.5758193036382,2021,COMUNA 14,70801.2281459182
3425,10042,174126,60086,2021-08-01,Departamento,32.0,30.0,0,1,1,0.0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4221740170838,-34.5974559503653,2021,COMUNA 14,9207.75187181793
2871,6423,111746,63701,2021-03-01,Departamento,30.0,30.0,0,1,1,0.0,0,30 años,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4305557380022,-34.5775204550211,2021,COMUNA 14,7289.26485359369
4786,15230,266344,61077,2021-05-01,Departamento,47.0,47.0,0,1,1,0.0,No,25 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4133606025197,-34.5921481333869,2021,COMUNA 14,13014.692403115
12447,12694,220633,62061,2021-05-01,Departamento,40.0,40.0,1,1,2,0.0,Sí,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4198094842113,-34.5866630246397,2021,COMUNA 14,7863.04332688196
9386,1615,26782,63384,2021-11-01,Departamento,204.0,204.0,3,2,4,0.0,0,0,0,0,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.404426942835,-34.5796273736873,2021,COMUNA 14,155894.407952949
12379,10067,174578,66328,2022-06-01,Departamento,122.0,122.0,2,2,3,,0,0,,1,0,0,0,1,0,1,0,0,0,,0,,0,0,0,1,,0,,,,0.0,0,,Capital Federal,Capital Federal,Palermo,N,-58.4412063019387,-34.5629678494113,2022,COMUNA 14,48143.8092911294
8025,14477,252964,62384,2021-09-01,Departamento,37.0,27.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Palermo,U,-58.4328594392758,-34.5847070694615,2021,COMUNA 14,6972.83729692151
2192,10418,180530,60086,2021-02-01,Departamento,41.0,41.0,0,1,1,0.0,No,0 años,0,No,0,No,Sí,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,N,-58.4221740170838,-34.5974559503653,2021,COMUNA 14,10114.2340275727
13041,2016,33793,63045,2022-03-01,Departamento,25.0,25.0,0,1,1,0.0,No,40 años,0,Sí,0,0,0,No,0,Sí,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4262575187871,-34.5811775910779,2022,COMUNA 14,7524.40996925091
13361,2903,49862,60088,2022-03-01,Departamento,45.0,45.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4178131325,-34.5975067070192,2022,COMUNA 14,18811.4952105075
12213,9323,161972,63382,2022-01-01,Departamento,41.0,40.0,1,1,2,0.0,0,40 años,0,0,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Palermo,U,-58.4087869186342,-34.5795771180336,2022,COMUNA 14,8406.09722543496
