,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,COMUNA,precio_pesos_constantes
1366,1708,77428,61034,2022-01-01,Departamento,50.0,43.0,0,1,1,0.0,No,8.0,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,No,Capital Federal,Capital Federal,Villa Devoto,U,-58.5071113347427,-34.5910261115774,2022,219.92696229335647,COMUNA 11,9456.85937861433
2409,1634,73956,55760,2021-02-01,Departamento,66.0,60.0,2,1,3,0.0,No,0.0,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5294420185946,-34.6196022391645,2021,147.69022497462717,COMUNA 11,8861.41349847763
3559,3041,137851,56762,2022-08-01,Departamento,32.0,32.0,1,1,2,,,25.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.4966308809266,-34.6145991379883,2022,187.50669630890843,COMUNA 11,6000.21428188507
332,91,3769,59718,2021-07-01,Departamento,50.0,50.0,2,1,3,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5072416170013,-34.598238042687,2021,244.876428173852,COMUNA 11,12243.8214086926
3719,111,4315,57740,2021-12-01,Departamento,49.0,33.0,0,1,1,0.0,No,1.0,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5161597421373,-34.6089478163931,2021,363.9139590040121,COMUNA 11,12009.1606471324
904,3519,158117,57742,2021-04-01,Departamento,34.0,26.0,0,1,1,0.0,No,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.511798440482,-34.6090019473757,2021,236.99671442817348,COMUNA 11,6161.91457513251
846,4132,186479,59722,2021-04-01,Departamento,27.0,27.0,1,1,2,0.0,No,50.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4985200860176,-34.5983454823674,2021,207.4718712165826,COMUNA 11,5601.74052284773
2828,1236,54822,59397,2022-04-01,Departamento,31.0,31.0,1,1,2,0.0,No,0.0,   0,No,   0,No,No,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa del Parque,N,-58.4898307101209,-34.6002552946959,2022,188.91641567470745,COMUNA 11,5856.40888591593
2907,1216,54053,60706,2021-07-01,Departamento,41.0,37.0,1,1,2,0.0,0,40.0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5049636637779,-34.5928560081232,2021,206.82130757926728,COMUNA 11,7652.38838043289
3312,4433,199615,61033,2022-11-01,Departamento,80.0,44.0,1,1,2,,,6.0,,,,,,,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5092915219723,-34.5909991615206,2022,238.34298023355453,COMUNA 11,10487.0911302764
607,38,1594,58731,2022-05-01,Departamento,58.0,58.0,2,1,3,,0,45.0,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5073393590804,-34.6036469851329,2022,203.79089727719483,COMUNA 11,11819.8720420773
3016,2045,92940,59725,2021-09-01,Departamento,46.0,41.0,1,1,2,0.0,No,13.0,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4919789075546,-34.5984256532396,2021,269.7649416807317,COMUNA 11,11060.36260891
1590,3956,178182,55766,2022-02-01,Departamento,41.0,38.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5163564874295,-34.6197656326404,2022,272.02659669385525,COMUNA 11,10337.0106743665
330,1233,54740,59729,2021-12-01,Departamento,32.0,32.0,0,1,1,0.0,No,8.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.483257296185,-34.5985320025432,2021,170.5846682831306,COMUNA 11,5458.70938506018
3793,2757,124361,57423,2021-12-01,Departamento,40.0,40.0,1,1,1,0.0,No,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4900239769378,-34.6110732572342,2021,163.76128155180524,COMUNA 11,6550.45126207221
1204,2363,107507,59712,2022-01-01,Departamento,35.0,35.0,0,1,1,0.0,No,15.0,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5203238265759,-34.5980757149369,2022,270.1959822461237,COMUNA 11,9456.85937861433
3213,2272,104239,60705,2022-09-01,Departamento,51.0,42.0,0,1,1,,0.0,8.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5071439009674,-34.5928290951957,2022,187.7049596759169,COMUNA 11,7883.60830638851
2088,2997,135692,56421,2022-02-01,Departamento,35.0,35.0,1,1,2,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5228333900074,-34.6160781856767,2022,200.7186538711952,COMUNA 11,7025.15288549183
3397,413,17209,57087,2022-07-01,Departamento,60.0,50.0,1,1,2,,0,5.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,1.0,0,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5053215652401,-34.6126888107437,2022,267.260707289606,COMUNA 11,13363.0353644803
1802,3540,159023,60376,2022-06-01,Departamento,39.0,37.0,0,1,1,,0,0.0,,1,0,0,1,1,0,1,0,0,0,,0,,0,1,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Villa Devoto,N,-58.5071764700852,-34.5946320782534,2022,333.7147210037135,COMUNA 11,12347.4446771374
1668,2349,106861,57087,2021-04-01,Departamento,40.0,37.0,0,1,1,0.0,No,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5053215652401,-34.6126888107437,2021,227.09758876409728,COMUNA 11,8402.6107842716
2367,2396,109252,58402,2022-01-01,Departamento,35.0,32.0,0,1,1,0.0,No,2.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5073719455625,-34.6054499648269,2022,203.5851671785032,COMUNA 11,6514.7253497121
485,1630,73806,59383,2022-02-01,Departamento,45.0,40.0,1,1,2,0.0,No,7.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5203566868716,-34.5998786854479,2022,215.7725529115348,COMUNA 11,8630.90211646139
2375,3033,137323,55784,2022-03-01,Departamento,45.0,41.0,1,1,2,0.0,No,4.0,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4770992681973,-34.6202473950366,2022,192.7031216686139,COMUNA 11,7900.82798841317
3642,2627,118434,56421,2022-02-01,Departamento,53.0,50.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,S,-58.5228333900074,-34.6160781856767,2022,200.718653871196,COMUNA 11,10035.9326935598
803,854,37058,56755,2021-12-01,Departamento,35.0,27.0,1,1,1,0.0,No,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5118965173475,-34.6144108688923,2021,279.00070190307594,COMUNA 11,7533.01895138305
1630,2695,121851,57756,2021-09-01,Departamento,30.0,30.0,0,1,1,0.0,No,5.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4812690055445,-34.609376501062,2021,200.36888784257232,COMUNA 11,6011.06663527717
1705,911,40363,55766,2022-10-01,Departamento,60.0,50.0,1,2,2,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5163564874295,-34.6197656326404,2022,234.851925093016,COMUNA 11,11742.5962546508
1713,2946,133140,58738,2022-02-01,Departamento,67.0,67.0,2,1,3,0.0,No,9.0,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4920756607724,-34.6038346333586,2022,230.6766619116717,COMUNA 11,15455.336348082
2439,1211,53867,60377,2021-08-01,Departamento,45.0,45.0,2,1,3,0.0,No,45.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5049961858245,-34.5946589929824,2021,176.96580174064488,COMUNA 11,7963.46107832902
1200,2672,120545,60703,2021-10-01,Departamento,50.0,50.0,2,1,3,0.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5115043666627,-34.5927751525409,2021,209.080578609594,COMUNA 11,10454.0289304797
359,182,7362,60375,2021-01-01,Departamento,40.0,37.0,1,1,2,0.0,No,0.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5093567514524,-34.5946051245885,2021,243.84165419978592,COMUNA 11,9022.14120539208
3562,1023,45601,61030,2022-10-01,Departamento,44.0,38.0,0,1,1,,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5158320662618,-34.5909180777677,2022,211.4317885186432,COMUNA 11,8034.40796370844
3749,987,43850,58084,2021-12-01,Departamento,50.0,50.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,S,-58.4834176239909,-34.6075470022016,2021,231.449277926552,COMUNA 11,11572.4638963276
3728,3262,147594,55766,2021-08-01,Departamento,41.0,38.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5163564874295,-34.6197656326404,2021,294.700451089479,COMUNA 11,11198.6171414002
3108,414,17210,58738,2022-05-01,Departamento,70.0,65.0,2,1,3,,0,35.0,,0,,0,1,0,0,0,,,0,,,,,0,0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Villa del Parque,U,-58.4920756607724,-34.6038346333586,2022,155.86644451090922,COMUNA 11,10131.3188932091
1967,4426,199366,57093,2021-11-01,Departamento,73.0,61.0,2,2,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4922369734468,-34.6128495890207,2021,260.08513046923605,COMUNA 11,15865.1929586234
1943,1700,77066,60051,2022-01-01,Departamento,30.0,28.0,0,1,1,0.0,No,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4984876994323,-34.59654249324,2022,270.19598224612395,COMUNA 11,7565.48750289147
906,3433,154434,56094,2021-01-01,Departamento,30.0,27.0,0,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5185045713057,-34.6179355316664,2021,410.3637975162074,COMUNA 11,11079.8225329376
2750,866,37723,56763,2021-07-01,Departamento,26.0,26.0,1,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,S,-58.4944500641891,-34.6146258777132,2021,225.6473496794312,COMUNA 11,5866.83109166521
2523,412,17197,57740,2022-02-01,Departamento,67.0,60.0,2,1,3,0.0,0,48.0,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5161597421373,-34.6089478163931,2022,190.682721177635,COMUNA 11,11440.9632706581
2837,1154,50972,56421,2021-01-01,Departamento,36.0,36.0,0,1,1,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5228333900074,-34.6160781856767,2021,175.87019893551832,COMUNA 11,6331.32716167866
3506,1626,73483,55766,2021-10-01,Departamento,41.0,38.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5163564874295,-34.6197656326404,2021,287.33295890792107,COMUNA 11,10918.652438501
3059,3465,155586,58737,2021-01-01,Departamento,72.0,60.0,2,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,N,-58.4942561977318,-34.6038079433182,2021,342.94688792426,COMUNA 11,20576.8132754556
1649,3106,140725,61362,2021-06-01,Departamento,68.0,63.0,2,1,3,0.0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.509258911578,-34.5891961791456,2021,229.36920726306667,COMUNA 11,14450.2600575732
115,1827,82540,58073,2021-05-01,Departamento,45.0,40.0,1,1,2,0.0,No,7.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5074045349394,-34.6072529439601,2021,305.0318531980075,COMUNA 11,12201.2741279203
1243,1056,46863,61032,2021-08-01,Departamento,49.0,46.0,0,1,1,0.0,No,6.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5114717063048,-34.5909721725332,2021,162.2987991507274,COMUNA 11,7465.74476093346
1296,463,19387,59065,2021-11-01,Departamento,50.0,45.0,1,1,2,0.0,No,12.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.496404383697,-34.60197822509,2021,193.90791393873045,COMUNA 11,8725.85612724287
3305,2271,104210,57417,2021-01-01,Departamento,33.0,33.0,0,1,1,0.0,No,45.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,No,Capital Federal,Capital Federal,Villa del Parque,U,-58.5031083033092,-34.6109127234764,2021,191.8583988387473,COMUNA 11,6331.32716167866
1477,1848,83666,59072,2021-10-01,Departamento,44.0,38.0,1,1,2,0.0,No,48.0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.481140914612,-34.6021644976011,2021,201.744417956625,COMUNA 11,7666.28788235175
238,4325,194780,61032,2022-11-01,Departamento,65.0,55.0,1,2,2,,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5114717063048,-34.5909721725332,2022,171.3927048870502,COMUNA 11,9426.59876878776
2246,1347,60432,57079,2021-07-01,Departamento,42.0,40.0,1,1,2,0.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5227675255376,-34.6124722578355,2021,246.7895252689605,COMUNA 11,9871.58101075842
1828,2322,105805,57090,2021-07-01,Departamento,40.0,40.0,1,1,2,0.0,No,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.4987792822998,-34.612769375214,2021,229.5716514129865,COMUNA 11,9182.86605651946
649,2047,92961,58731,2021-03-01,Departamento,54.0,54.0,2,1,3,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5073393590804,-34.6036469851329,2021,151.1847525189802,COMUNA 11,8163.97663602493
2242,4308,194097,59066,2021-03-01,Departamento,85.0,77.0,2,2,3,0.0,No,45.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4942238967005,-34.6020049522915,2021,208.26471010267664,COMUNA 11,16036.3826779061
2030,2606,117532,59722,2022-09-01,Departamento,53.0,53.0,2,1,3,,,30.0,,1.0,,,1.0,1.0,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.4985200860176,-34.5983454823674,2022,198.3297687141755,COMUNA 11,10511.4777418513
1188,2447,111302,61030,2022-01-01,Departamento,37.0,37.0,0,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa Devoto,N,-58.5158320662618,-34.5909180777677,2022,153.35447640996216,COMUNA 11,5674.1156271686
2964,1740,78873,56421,2022-02-01,Departamento,35.0,35.0,1,1,2,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5228333900074,-34.6160781856767,2022,200.7186538711952,COMUNA 11,7025.15288549183
30,171,6814,57410,2021-01-01,Departamento,71.0,55.0,1,1,2,0.0,Sí,5.0,0,Sí,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5183732193065,-34.6107236614296,2021,287.78759825812,COMUNA 11,15828.3179041966
1922,3910,176071,56444,2022-02-01,Departamento,45.0,45.0,1,1,2,0.0,No,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Villa del Parque,U,-58.4726735894792,-34.6166941366836,2022,169.49575215789798,COMUNA 11,7627.30884710541
1085,1886,85243,57087,2022-07-01,Departamento,98.0,90.0,2,1,4,,0,30.0,,,,,,,,,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5053215652401,-34.6126888107437,2022,199.0768769382533,COMUNA 11,17916.9189244428
84,4469,201467,57081,2022-03-01,Departamento,37.0,35.0,0,1,1,0.0,No,10.0,   0,No,   0,No,Sí,No,No,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Villa Devoto,U,-58.5184060529308,-34.6125266298305,2022,209.61380377422685,COMUNA 11,7336.48313209794
3617,4063,182930,58740,2021-10-01,Departamento,32.0,28.0,1,1,1,0.0,No,0.0,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Villa del Parque,N,-58.4877145782616,-34.603887896589,2021,248.9054507257061,COMUNA 11,6969.35262031977
3516,3142,142382,57087,2022-08-01,Departamento,40.0,37.0,0,1,1,,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Villa Devoto,U,-58.5053215652401,-34.6126888107437,2022,245.13760422534864,COMUNA 11,9070.0913563379
