,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,COMUNA,precio_pesos_constantes
4067,1862,74566,54803,2021-06-01,Departamento,39.0,29.0,0,1,1,0.0,No,65.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4641083407885,-34.6258142053052,2021,181.1944834805413,COMUNA 7,5254.6400209357
1437,4113,168388,53817,2022-06-01,Departamento,164.0,89.0,3,2,4,,0,22.0,,0,0,0,0,0,0,0,0,0,0,,0,,1,1,1,1,,0,,,,0.0,0,,Capital Federal,Capital Federal,Flores,U,-58.4620221003642,-34.6312494001851,2022,234.2284850471124,COMUNA 7,20846.335169193
370,3722,151042,55461,2021-03-01,Departamento,38.0,38.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4640449927072,-34.6222081865744,2021,268.55186302713685,COMUNA 7,10204.9707950312
1287,2977,119736,53169,2021-10-01,Departamento,60.0,60.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4402714485042,-34.6351150167845,2021,154.10013016040384,COMUNA 7,9246.00780962423
2483,2288,91180,53833,2022-02-01,Departamento,46.0,39.0,1,1,2,0.0,No,7.0,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4271211825533,-34.6316628328886,2022,195.57202172065152,COMUNA 7,7627.30884710541
2954,4835,197749,53159,2021-08-01,Departamento,23.0,21.0,0,1,1,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4620853822568,-34.6348554168242,2021,237.0077701883638,COMUNA 7,4977.16317395564
336,4735,193931,54803,2022-07-01,Departamento,45.0,45.0,1,1,2,,0,45.0,,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Flores,U,-58.4641083407885,-34.6258142053052,2022,139.35381385677755,COMUNA 7,6270.92162355499
2836,2822,113097,54145,2021-12-01,Departamento,60.0,50.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4641717001257,-34.6294202217986,2021,205.247472878262,COMUNA 7,10262.3736439131
3386,345,13124,52174,2022-10-01,Departamento,65.0,58.0,2,1,3,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,N,-58.4578172787211,-34.6403166800423,2022,255.73712351326552,COMUNA 7,14832.7531637694
106,1515,60908,53814,2022-02-01,Departamento,52.0,48.0,1,1,2,0.0,No,35.0,0,0,0,0,Sí,Sí,0,Sí,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4685659428709,-34.6311707702746,2022,188.1737380042454,COMUNA 7,9032.33942420378
3036,2913,116700,54147,2021-08-01,Departamento,50.0,48.0,0,1,1,0.0,No,0.0,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,S,-58.4598092243316,-34.6294725212657,2021,197.0127089690775,COMUNA 7,9456.61003051572
3616,3912,158759,56779,2021-12-01,Departamento,63.0,60.0,2,2,3,0.0,No,30.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4595566087674,-34.615048413881,2021,218.34837540240667,COMUNA 7,13100.9025241444
998,1002,40808,53485,2022-09-01,Departamento,140.0,86.0,3,2,4,,0.0,0.0,,0.0,,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,N,-58.4685977239029,-34.6329737736131,2022,305.5662134259116,COMUNA 7,26278.6943546284
927,1592,64145,54799,2022-09-01,Departamento,105.0,95.0,3,2,4,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4728328813465,-34.6257091525653,2022,165.9707011871263,COMUNA 7,15767.216612777
3275,4364,178731,53826,2022-04-01,Departamento,35.0,35.0,1,1,2,0.0,No,50.0,No,No,No,No,No,No,No,No,No,No,No,   0,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.442390421528,-34.6314831843568,2022,177.46693593684628,COMUNA 7,6211.34275778962
3060,3176,127825,53820,2022-11-01,Departamento,43.0,39.0,0,1,1,,,7.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Flores,U,-58.4554782325627,-34.6313276791719,2022,211.49420314587925,COMUNA 7,8248.27392268929
3664,1520,61239,52828,2021-03-01,Departamento,27.0,27.0,1,1,1,0.0,No,4.0,0,No,0,No,No,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4664798749163,-34.6366060328417,2021,178.18202975451223,COMUNA 7,4810.91480337183
2253,200,7944,54142,2022-01-01,Departamento,40.0,35.0,1,1,1,0.0,0,15.0,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4707153926978,-34.6293414801826,2022,171.12412208921174,COMUNA 7,5989.34427312241
2548,3614,145808,53826,2021-03-01,Departamento,79.0,79.0,2,1,3,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.442390421528,-34.6314831843568,2021,140.24914655015695,COMUNA 7,11079.6825774624
3949,2897,116173,54144,2022-12-01,Departamento,46.0,46.0,1,1,2,,,22.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4663529338031,-34.6293940135818,2022,231.5411003720435,COMUNA 7,10650.890617114
2287,1396,56758,51857,2021-04-01,Departamento,43.0,26.0,1,1,2,0.0,No,35.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4316697526478,-34.6424298883604,2021,269.31444821383343,COMUNA 7,7002.17565355967
2472,4205,172588,55463,2022-09-01,Departamento,97.0,90.0,2,2,3,,0.0,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0,,,0.0,,,,,1.0,1.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Flores,N,-58.4596828941086,-34.6222604720467,2022,262.78694354628334,COMUNA 7,23650.8249191655
3536,1945,77211,52831,2022-09-01,Departamento,41.0,41.0,2,1,3,,0.0,40.0,,0.0,,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4599355994521,-34.6366845615372,2022,192.28312942411,COMUNA 7,7883.60830638851
1953,2586,103820,53488,2021-11-01,Departamento,70.0,54.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4620537399051,-34.6330524087843,2021,188.8713447455167,COMUNA 7,10199.0526162579
2023,974,39705,53501,2021-09-01,Departamento,40.0,33.0,1,1,2,0.0,No,50.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4336961850462,-34.6333891057462,2021,233.15652403499303,COMUNA 7,7694.16529315477
3065,4297,176337,52182,2022-04-01,Departamento,75.0,75.0,2,1,3,0.0,No,0.0,   0,Sí,   0,   0,Sí,Sí,Sí,Sí,   0,   0,   0,   0,   0,Sí,   0,Sí,   0,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4403649770905,-34.6405240896522,2022,189.29806499930265,COMUNA 7,14197.3548749477
92,3634,146546,56451,2022-11-01,Departamento,68.0,62.0,2,1,3,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4574072637922,-34.6168775082938,2022,228.0628734384129,COMUNA 7,14139.8981531816
2457,287,10789,54476,2021-12-01,Departamento,50.0,50.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4597776375673,-34.6276695097997,2021,161.57779779778122,COMUNA 7,8078.88988988906
1162,1157,47508,56115,2021-06-01,Departamento,80.0,73.0,2,2,3,0.0,No,6.0,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4727054421927,-34.6184971409791,2021,215.9441104494123,COMUNA 7,15763.9200628071
2941,4531,185417,54157,2021-10-01,Departamento,50.0,47.0,1,1,2,0.0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4379966776655,-34.6297316792303,2021,232.3117540106596,COMUNA 7,10918.652438501
3106,2331,92972,54148,2022-11-01,Departamento,150.0,70.0,2,2,4,,1.0,38.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4576279822233,-34.6294986125158,2022,201.99854504545144,COMUNA 7,14139.8981531816
109,2405,95818,54146,2021-10-01,Departamento,55.0,43.0,1,1,2,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4619904636338,-34.6294463910266,2021,162.07796791441325,COMUNA 7,6969.35262031977
1345,2465,98047,51518,2022-10-01,Departamento,110.0,85.0,2,2,3,,0.0,50.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4535171525554,-34.6439747914814,2022,159.96106353084704,COMUNA 7,13596.690400122
496,1078,43752,54807,2021-11-01,Departamento,46.0,44.0,1,1,2,0.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4553837552068,-34.6259186343085,2021,206.0414669951091,COMUNA 7,9065.8245477848
1124,433,17828,54148,2021-06-01,Departamento,48.0,45.0,1,1,2,0.0,No,0.0,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,N,-58.4576279822233,-34.6294986125158,2021,175.15466736452356,COMUNA 7,7881.96003140356
1997,2212,88348,55783,2021-02-01,Departamento,90.0,80.0,2,1,3,0.0,No,70.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4792802491726,-34.6202209617351,2021,152.7829913530625,COMUNA 7,12222.639308245
1613,2093,83454,54473,2022-09-01,Departamento,45.0,45.0,1,1,2,,0.0,75.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Flores,U,-58.4663212055721,-34.6275910073682,2022,145.99274641460198,COMUNA 7,6569.67358865709
1908,3371,134955,56450,2021-09-01,Departamento,55.0,48.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4595881758959,-34.6168514292611,2021,200.36888784257224,COMUNA 7,9617.70661644347
2720,1848,74129,54474,2022-05-01,Departamento,35.0,34.0,0,1,1,,0,30.0,,1,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Flores,U,-58.46414001905,-34.6276172138315,2022,188.72064604997323,COMUNA 7,6416.50196569909
1423,167,6588,54490,2021-10-01,Departamento,43.0,40.0,1,1,1,0.0,No,10.0,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.429240654809,-34.6280312150187,2021,133.579258556129,COMUNA 7,5343.17034224516
1520,731,30409,54142,2021-10-01,Departamento,40.0,35.0,1,1,1,0.0,0,14.0,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4707153926978,-34.6293414801826,2021,189.16814255153685,COMUNA 7,6620.88498930379
2337,2436,96665,53495,2021-04-01,Departamento,130.0,120.0,3,3,4,0.0,No,12.0,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4467843457286,-34.6332345260481,2021,161.0500400318725,COMUNA 7,19326.0048038247
1643,555,22306,56447,2022-12-01,Departamento,16.0,16.0,1,1,1,,,10.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Flores,U,-58.4661308953638,-34.6167729583389,2022,420.42989278081626,COMUNA 7,6726.87828449306
2512,4130,168837,52515,2021-10-01,Departamento,75.0,75.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4316077694347,-34.6388238277085,2021,123.89960213901828,COMUNA 7,9292.47016042637
37,4844,198127,53815,2021-11-01,Departamento,31.0,29.0,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,S,-58.4663846648528,-34.631197019236,2021,234.46097968408964,COMUNA 7,6799.3684108386
2498,2240,89488,54478,2022-07-01,Departamento,41.0,36.0,1,1,2,,0,46.0,,0,,0,1,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.4554152448612,-34.627721649822,2022,215.6666166831081,COMUNA 7,7763.99820059189
1646,267,10145,52518,2022-03-01,Departamento,80.0,70.0,2,1,3,0.0,0,0.0,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Chacabuco,N,-58.4250632189968,-34.6389004895048,2022,174.67816981185572,COMUNA 7,12227.4718868299
486,3853,156153,54150,2021-02-01,Departamento,23.0,23.0,1,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4532654896052,-34.6295506780479,2021,209.9105446415992,COMUNA 7,4827.94252675678
1608,4283,175641,55135,2022-03-01,Departamento,72.0,66.0,2,3,3,0.0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4575333718034,-34.6240895712038,2022,267.9212954223803,COMUNA 7,17682.8054978771
953,3768,152886,53814,2022-02-01,Departamento,67.0,64.0,2,1,3,0.0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4685659428709,-34.6311707702746,2022,156.81144833687188,COMUNA 7,10035.9326935598
1869,3794,153690,55133,2021-03-01,Departamento,67.0,62.0,2,2,3,0.0,0,25.0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4618955703033,-34.6240373601954,2021,235.1375759223774,COMUNA 7,14578.5297071874
3117,3137,126560,53816,2022-03-01,Departamento,22.0,22.0,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,S,-58.4642033840158,-34.6312232292062,2022,290.7231077987527,COMUNA 7,6395.90837157256
3319,1763,70922,53818,2022-08-01,Departamento,39.0,39.0,1,1,2,,0.0,40.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Flores,U,-58.459840813902,-34.6312755321725,2022,196.7869919521044,COMUNA 7,7674.69268613207
2044,3227,129571,53823,2021-01-01,Departamento,50.0,50.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.4489343395797,-34.6314056072306,2021,189.9398148503596,COMUNA 7,9496.99074251798
183,2820,113047,56446,2022-01-01,Departamento,80.0,65.0,2,1,3,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4683117962248,-34.6167467234239,2022,164.8888301912246,COMUNA 7,10717.7739624296
2571,2753,110524,52837,2022-10-01,Departamento,27.0,25.0,0,1,1,,0.0,30.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.446846972846,-34.636840565937,2022,271.9338080024396,COMUNA 7,6798.34520006099
1293,1109,45355,53816,2022-02-01,Departamento,40.0,36.0,1,1,1,0.0,No,8.0,0,0,0,0,0,Sí,Sí,Sí,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4642033840158,-34.6312232292062,2022,156.114508566485,COMUNA 7,5620.12230839346
4177,1955,77701,54807,2021-12-01,Departamento,62.0,56.0,2,1,3,0.0,No,46.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4553837552068,-34.6259186343085,2021,155.96312528743357,COMUNA 7,8733.93501609628
1259,4607,188115,54149,2022-06-01,Departamento,290.0,270.0,3,4,5,,,35.0,,1,,,,,,,,,,,,,,,,2,,,,,,1.0,,,Capital Federal,Capital Federal,Flores,U,-58.4554467373131,-34.6295246647765,2022,178.1738048648978,COMUNA 7,48106.9273135224
2799,2130,84739,50859,2022-06-01,Departamento,50.0,47.0,1,1,2,,0,35.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Flores,U,-58.4557618157467,-34.6475547835699,2022,153.53274674528424,COMUNA 7,7216.03909702836
1223,3546,142646,56444,2021-12-01,Departamento,45.0,45.0,1,1,2,0.0,No,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.4726735894792,-34.6166941366836,2021,186.8091656220593,COMUNA 7,8406.41245299267
1070,2567,103089,54474,2021-11-01,Departamento,30.0,30.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Flores,U,-58.46414001905,-34.6276172138315,2021,211.53590611497867,COMUNA 7,6346.07718344936
1450,1264,51668,54475,2021-05-01,Departamento,80.0,80.0,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,S,-58.4619588297137,-34.6276433813088,2021,84.73107033277975,COMUNA 7,6778.48562662238
3067,2201,87945,54801,2021-11-01,Departamento,50.0,50.0,2,1,3,0.0,No,45.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Flores,U,-58.4684706167122,-34.6257617569016,2021,181.316490955696,COMUNA 7,9065.8245477848
1195,2475,98283,53826,2021-07-01,Departamento,47.0,40.0,1,1,2,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Chacabuco,U,-58.442390421528,-34.6314831843568,2021,242.32563204704152,COMUNA 7,9693.02528188166
3719,1198,49250,54147,2022-04-01,Departamento,51.0,51.0,1,1,2,0.0,No,0.0,   0,Sí,   0,No,No,No,No,Sí,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Flores,N,-58.4598092243316,-34.6294725212657,2022,191.3859113044421,COMUNA 7,9760.68147652655
