,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,precio_pesos_constantes
2623,2846,171664,87563,2022-06-01,Departamento,43.0,40.0,1,1,2,,,7.0,,,,,,,,,,,,,,,,,,1,,,,,,,,,Pilar,Bs.As. G.B.A. Norte,De Vicenzo C.C.,U,-58.7656279903389,-34.441489665207,2022,112.2494970648855,4489.97988259542
1079,300,16600,86858,2022-08-01,Departamento,37.0,37.0,0,1,1,,0.0,18.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,1.0,1.0,0,,,,,,1.0,,,Pilar,Bs.As. G.B.A. Norte,,U,-58.8679771947256,-34.4435751037475,2022,207.4241266522181,7674.69268613207
2198,2981,180899,92787,2022-10-01,Departamento,51.0,38.0,1,1,1,,0.0,4.0,,1.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,1.0,1,,,,,,1.0,,,Pilar,Bs.As. G.B.A. Norte,Lagoon Pilar,U,-58.8520294550056,-34.4113580998256,2022,243.9597559830497,9270.47072735589
37,2479,148372,82618,2021-09-01,Departamento,30.0,24.0,1,1,1,0.0,No,10.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Pilar,Bs.As. G.B.A. Norte,Del Viso,U,-58.7879644146429,-34.4682149733574,2021,135.24899929373626,3245.97598304967
2118,2464,147630,87883,2022-08-01,Departamento,66.0,57.0,2,1,3,,0.0,9.0,,1.0,,,,,,,,,,,,,,,0.0,1,,,,,,0.0,,,Pilar,Bs.As. G.B.A. Norte,Del Viso,U,-58.7851736377877,-34.4394024521828,2022,141.98793486304947,8093.31228719382
1846,76,3795,80065,2022-05-01,Departamento,50.0,50.0,1,1,1,,0,0.0,,0,,0,0,0,0,0,,,0,,,,,0,0,1,,,,,,0.0,,,Pilar,Bs.As. G.B.A. Norte,,N,-58.6162743627996,-34.4850335393346,2022,135.0842519094546,6754.21259547273
2696,1762,107436,82291,2022-02-01,Departamento,80.0,50.0,2,1,3,0.0,0,0.0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Del Viso,U,-58.7836494059241,-34.4700813629772,2022,140.50305770983658,7025.15288549183
1625,1311,79049,87246,2021-09-01,Departamento,117.0,82.0,2,2,3,0.0,No,0.0,0,No,0,Sí,Sí,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Condominio Tortugas I y II,N,-58.7395529406184,-34.4436668581315,2021,410.5118677750256,33661.9731575521
2801,2361,141960,89506,2022-10-01,Departamento,75.0,65.0,2,1,3,,0.0,5.0,,0.0,,0.0,1.0,0.0,1.0,1.0,,,0.0,,,,,0.0,1.0,1,,,,,,1.0,,,Pilar,Bs.As. G.B.A. Norte,Pueblo Caamaño,U,-58.8328465898414,-34.429680362517,2022,228.1962025195292,14832.7531637694
1798,2260,136147,92789,2021-08-01,Departamento,43.0,43.0,1,1,2,0.0,No,5.0,0,Sí,0,Sí,No,No,Sí,No,0,0,No,0,0,0,0,Sí,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Villa Rosa,U,-58.8476791859681,-34.4114239072168,2021,283.58255293468136,12194.0497761913
1674,2938,177702,89173,2021-11-01,Departamento,40.0,40.0,1,1,2,0.0,No,10.0,0,Sí,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Alto del Molino,U,-58.8415886293555,-34.4313523103948,2021,385.297543280855,15411.9017312342
