,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,COMUNA,precio_pesos_constantes
374,4918,115005,60437,2021-03-01,Departamento,102.0,72.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Retiro,S,-58.37417399331,-34.5962026177736,2021,198.42998768116112,COMUNA 1,14286.9591130436
3685,4523,105587,60764,2021-08-01,Departamento,450.0,450.0,7,4,7,0.0,No,90.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Retiro,U,-58.3785050995989,-34.5943503373922,2021,291.79247537008666,COMUNA 1,131306.613916539
5682,4395,102146,55175,2021-11-01,Departamento,78.0,78.0,3,2,4,0.0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Telmo,U,-58.3702870933559,-34.6251010452556,2021,191.77705774160128,COMUNA 1,14958.6105038449
5638,4567,106653,58458,2021-05-01,Departamento,110.0,107.0,3,2,5,0.0,No,110.0,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Nicolás,U,-58.385255870318,-34.6068978048278,2021,174.84691896708225,COMUNA 1,18708.6203294778
6174,8521,197729,55503,2021-11-01,Departamento,42.0,42.0,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Telmo,S,-58.3724386103699,-34.6232734377009,2021,215.8529654234476,COMUNA 1,9065.8245477848
2236,5933,138428,57476,2021-07-01,Departamento,74.0,70.0,1,1,2,0.0,No,60.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Telmo,U,-58.3744413880451,-34.6124303863636,2021,116.60782293992972,COMUNA 1,8162.54760579508
5764,7756,179885,59442,2021-07-01,Departamento,37.0,37.0,0,1,1,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Nicolás,U,-58.3917077588749,-34.601414122606,2021,193.03322040731592,COMUNA 1,7142.22915507069
3815,7260,168227,60108,2022-02-01,Departamento,100.0,100.0,2,2,3,0.0,No,40.0,0,Sí,0,No,No,No,No,Sí,0,0,No,0,0,0,0,Sí,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Retiro,U,-58.3742036932793,-34.5980057053972,2022,160.574923096956,COMUNA 1,16057.4923096956
200,6201,144087,58459,2021-03-01,Departamento,79.0,72.0,2,1,3,0.0,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,San Nicolás,U,-58.3830751481013,-34.6069225488187,2021,121.48774755989488,COMUNA 1,8747.11782431243
7114,883,20041,53521,2021-05-01,Departamento,23.0,23.0,1,1,1,0.0,No,30.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Constitución,U,-58.3900682712067,-34.6338942321868,2021,235.7734130999087,COMUNA 1,5422.7885012979
527,1345,30851,59777,2022-07-01,Departamento,32.0,32.0,0,1,1,,0,4.0,,0,,0,0,0,0,1,,,0,,,,,1,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Retiro,U,-58.3785944820449,-34.5997595903839,2022,209.9638936458144,COMUNA 1,6718.84459666606
6397,4144,95979,58785,2021-05-01,Departamento,25.0,25.0,1,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,San Nicolás,S,-58.3895872638306,-34.6050451266953,2021,238.6026940571076,COMUNA 1,5965.06735142769
2925,8385,194419,61094,2022-01-01,Departamento,53.0,53.0,2,1,3,0.0,No,28.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Retiro,U,-58.3762949573361,-34.5925718658738,2022,198.2570100338434,COMUNA 1,10507.6215317937
6125,6984,161889,59117,2021-12-01,Departamento,122.0,117.0,5,2,5,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Nicolás,U,-58.3830153475452,-34.6033163917725,2021,115.70597670896753,COMUNA 1,13537.5992749492
6000,6481,150370,57483,2022-12-01,Departamento,380.0,380.0,4,4,5,,0.0,19.0,,1.0,,1.0,1.0,1.0,1.0,0.0,,,1.0,,,,,1.0,1.0,2,,,,,,0.0,,,Capital Federal,Capital Federal,Puerto Madero,U,-58.3591751951209,-34.6126014468037,2022,413.0539297495737,COMUNA 1,156960.493304838
5881,5498,128234,56158,2021-01-01,Departamento,32.0,32.0,1,1,2,0.0,No,35.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Telmo,U,-58.3789224215662,-34.6195934751821,2021,197.8539738024581,COMUNA 1,6331.32716167866
928,7771,180116,58785,2022-11-01,Departamento,60.0,60.0,2,1,3,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,San Nicolás,N,-58.3895872638306,-34.6050451266953,2022,176.74872691477,COMUNA 1,10604.9236148862
7365,6333,147248,56154,2022-11-01,Departamento,47.0,38.0,1,1,2,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Constitución,N,-58.3876466352826,-34.6194945308014,2022,248.0683886523095,COMUNA 1,9426.59876878776
1536,7551,175048,59114,2021-03-01,Departamento,65.0,65.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,San Nicolás,U,-58.3895572235647,-34.6032420528696,2021,148.02814779605646,COMUNA 1,9621.82960674367
