,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,COMUNA,precio_pesos_constantes
2329,62268,58097,2022-10-01,Departamento,9172.0,4586.0,2,1,3,,,42.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4550690124704,-34.6078884484282,2022,COMUNA 6,13596.690400122
1927,51952,57779,2021-01-01,Departamento,35.0,30.0,0,1,1,0.0,No,6 años,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4311122999809,-34.6099752621028,2021,COMUNA 6,7914.15895209832
3462,92396,54818,2021-10-01,Departamento,50.0,50.0,1,1,2,0.0,0,0 años,0,No,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4313909148913,-34.6262025978401,2021,COMUNA 6,8130.91139037307
1596,43510,56123,2021-04-01,Departamento,60.0,60.0,2,1,3,0.0,No,1 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.455257824559,-34.618706566664,2021,COMUNA 6,10643.3069934107
2666,71069,54484,2021-01-01,Departamento,48.0,48.0,2,1,3,0.0,No,35 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4423279997376,-34.6278771342004,2021,COMUNA 6,8863.85802635012
9964,265112,58100,2022-02-01,Departamento,30.0,30.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4485269577866,-34.6079663087293,2022,COMUNA 6,6021.55961613585
7624,202820,59080,2021-09-01,Departamento,40.0,36.0,1,1,2,0.0,No,0 años,0,Sí,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4636967793722,-34.602375043568,2021,COMUNA 6,9136.82128562129
6365,168983,57110,2021-10-01,Departamento,50.0,50.0,1,2,2,0.0,No,10 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4551634059348,-34.6132975100613,2021,COMUNA 6,11615.587700533
6831,181592,55801,2022-04-01,Departamento,44.0,38.0,1,1,2,0.0,No,3 años,   0,No,   0,No,No,No,Sí,Sí,   0,   0,No,   0,   0,   0,   0,Sí,Sí,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Caballito,U,-58.440022160765,-34.6206907978932,2022,COMUNA 6,10648.0161562108
1179,32215,56129,2022-12-01,Departamento,72.0,72.0,2,1,3,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Caballito,S,-58.4421719937736,-34.6188619990341,2022,COMUNA 6,8744.94176984098
1147,31142,57119,2022-03-01,Departamento,37.0,37.0,1,1,2,0.0,   0,47 años,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,   0,0.0,   0,   0,Capital Federal,Capital Federal,Caballito,U,-58.4355358947519,-34.6135300857657,2022,COMUNA 6,7524.59808420301
6970,184970,58104,2022-01-01,Departamento,34.0,34.0,1,1,2,0.0,No,10 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.439804179276,-34.6080695770428,2022,COMUNA 6,7985.79236416322
4685,125582,55473,2022-08-01,Departamento,31.0,31.0,1,1,2,,,38.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4378722334779,-34.6225195606625,2022,COMUNA 6,6697.91361698799
4391,117054,57773,2022-11-01,Departamento,77.0,70.0,3,2,4,,1.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Caballito,U,-58.444196800217,-34.6098210505789,2022,COMUNA 6,27061.5108785276
1605,43850,54483,2021-09-01,Departamento,20.0,18.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4445092142135,-34.6278513176059,2021,COMUNA 6,6371.7306333938
2262,60669,57445,2021-07-01,Departamento,71.0,66.0,3,2,4,0.0,0,21 años,0,0,0,0,Sí,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4420472388847,-34.6116498808473,2021,COMUNA 6,5084413.19622875
9440,250633,58101,2021-04-01,Departamento,41.0,39.0,1,1,2,0.0,Sí,10 años,0,Sí,0,Sí,No,No,Sí,No,0,0,No,0,0,0,0,Sí,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4463462673219,-34.607992184246,2021,COMUNA 6,9803.04591498353
1518,41455,54815,2022-03-01,Departamento,40.0,40.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4379344500442,-34.6261256210633,2022,COMUNA 6,8465.17284472839
4900,130152,55140,2022-01-01,Departamento,32.0,29.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4466278266064,-34.6242194165469,2022,COMUNA 6,7355.33507225559
2175,58759,54809,2022-08-01,Departamento,65.0,56.0,2,1,3,,,40.0,,,,,1.0,,,1.0,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4510214456158,-34.6259706149056,2022,COMUNA 6,13674.9069680171
5330,141343,56135,2021-11-01,Departamento,14.0,14.0,0,1,1,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4290860632267,-34.6190160283134,2021,COMUNA 6,4079.62104650316
135,3788,60091,2021-11-01,Departamento,62.0,55.0,1,1,2,0.0,No,0 años,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,N,-58.4112717852178,-34.5975825499104,2021,COMUNA 6,10199.0526162579
5682,150853,55142,2022-11-01,Departamento,95.0,88.0,3,2,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Caballito,S,-58.4422655890366,-34.6242710818097,2022,COMUNA 6,28279.7963063633
8309,220593,56789,2021-06-01,Departamento,33.0,28.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4377478335025,-34.6153074331598,2021,COMUNA 6,6568.30002616963
9242,245733,56454,2022-06-01,Departamento,36.0,36.0,1,1,2,,0,30,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4508645106968,-34.616955511565,2022,COMUNA 6,4810.69273135224
428,11672,56136,2022-02-01,Departamento,60.0,60.0,2,1,2,0.0,0,65 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4269050651666,-34.6190415634459,2022,COMUNA 6,14050.3057709837
8896,237320,54815,2021-08-01,Departamento,37.0,35.0,0,1,1,0.0,0,0 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4379344500442,-34.6261256210633,2021,COMUNA 6,9456.61003051572
8447,224616,58141,2021-12-01,Departamento,21.0,21.0,0,1,1,0.0,0,51 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.3591164152996,-34.608995257005,2021,COMUNA 6,5458.70938506018
8850,236030,57770,2022-09-01,Departamento,86.0,80.0,2,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Capital Federal,Capital Federal,Caballito,S,-58.4507390129407,-34.6097434188338,2022,COMUNA 6,22993.8575602998
3993,106536,54810,2021-12-01,Departamento,50.0,50.0,1,1,2,0.0,Sí,0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.448840286635,-34.6259965467275,2021,COMUNA 6,10480.7220193155
7322,194808,55142,2021-10-01,Departamento,42.0,42.0,1,1,2,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4422655890366,-34.6242710818097,2021,COMUNA 6,8944.00252941038
3031,80943,55473,2021-02-01,Departamento,33.0,27.0,0,1,1,0.0,No,9 años,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4378722334779,-34.6225195606625,2021,COMUNA 6,5805.75367141638
7224,192125,56789,2021-09-01,Departamento,120.0,110.0,3,3,4,0.0,No,40 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4377478335025,-34.6153074331598,2021,COMUNA 6,24044.2665411087
4064,108237,58101,2021-05-01,Departamento,53.0,50.0,1,1,2,0.0,0,9 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4463462673219,-34.607992184246,2021,COMUNA 6,10845.5770025958
7158,190093,54807,2022-07-01,Departamento,45.0,45.0,1,1,2,,,25,,1,,,,1,,1,,,,,,,,1,,1,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.4553837552068,-34.6259186343085,2022,COMUNA 6,8211.92117370296
5515,146299,55803,2022-02-01,Departamento,36.0,36.0,1,1,2,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4356600951514,-34.6207422223779,2022,COMUNA 6,7426.59019323422
9601,255445,56130,2021-03-01,Departamento,26.0,26.0,0,1,1,0.0,0,28 años,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399910122526,-34.6188877680185,2021,COMUNA 6,4665.12950629996
6504,172605,56132,2021-12-01,Departamento,75.0,60.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4356290409139,-34.6189391890623,2021,COMUNA 6,12882.554148742
10322,274204,58099,2021-05-01,Departamento,21.0,21.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.450707645469,-34.607940394254,2021,COMUNA 6,5016.07936370056
2795,74550,54821,2022-04-01,Departamento,38.0,40.0,1,1,1,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Caballito,S,-58.4248473549777,-34.6262792237431,2022,COMUNA 6,6743.74356560016
8640,229740,56457,2022-12-01,Departamento,42.0,42.0,1,1,2,,0.0,45.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4443217325125,-34.617033164093,2022,COMUNA 6,7848.0246652419
363,9894,56464,2021-02-01,Departamento,65.0,60.0,2,1,3,0.0,No,30 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4290551531493,-34.617212989298,2021,COMUNA 6,11611.5073428328
6590,174895,57450,2021-01-01,Departamento,40.0,40.0,1,1,2,0.0,No,48 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4311432461938,-34.6117783016395,2021,COMUNA 6,6964.45987784652
3889,104104,55144,2022-02-01,Departamento,72.0,72.0,2,1,4,0.0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4379033403793,-34.6243225911421,2022,COMUNA 6,13046.7125016277
1542,42182,55802,2022-04-01,Departamento,40.0,40.0,1,1,2,0.0,   0,   0,   0,Sí,   0,   0,Sí,   0,   0,Sí,   0,   0,   0,   0,   0,Sí,   0,Sí,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Caballito,U,-58.4378411293398,-34.6207165296244,2022,COMUNA 6,6566.27662966331
5091,135191,53821,2022-01-01,Departamento,44.0,44.0,1,1,2,0.0,No,37 años,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4532969376941,-34.6313536941838,2022,COMUNA 6,6935.03021098384
10174,270456,54152,2021-11-01,Departamento,45.0,41.0,1,1,1,0.0,No,8 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.448902985813,-34.6296025876218,2021,COMUNA 6,7932.5964793117
6052,160783,55147,2022-08-01,Departamento,47.0,40.0,1,1,2,,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Caballito,U,-58.4313599466775,-34.6243995627687,2022,COMUNA 6,10465.4900265437
1746,47437,56128,2021-10-01,Departamento,74.0,74.0,3,2,4,0.0,No,48 años,0,Sí,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4443529725235,-34.618836191075,2021,COMUNA 6,12777.1464705863
1333,36654,56788,2022-01-01,Departamento,23.0,23.0,0,1,1,0.0,No,5 años,0,Sí,0,Sí,Sí,Sí,Sí,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399287235284,-34.6152817065936,2022,COMUNA 6,7355.33507225559
862,23028,56788,2021-04-01,Departamento,58.0,55.0,2,1,3,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399287235284,-34.6152817065936,2021,COMUNA 6,8962.78483655637
6073,161466,56451,2022-08-01,Departamento,46.0,42.0,1,1,2,,0.0,10.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Caballito,U,-58.4574072637922,-34.6168775082938,2022,COMUNA 6,9767.79069144082
5981,159236,57774,2022-03-01,Departamento,32.0,32.0,0,1,1,0.0,   0,2 años,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,Sí,   0,   0,   0,0,0.0,   0,0.0,0.0,   0,0.0,   0,   0,Capital Federal,Capital Federal,Caballito,U,-58.4420160570886,-34.6098468499043,2022,COMUNA 6,6584.02332367764
1402,38270,57445,2021-09-01,Departamento,42.0,42.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.4420472388847,-34.6116498808473,2021,COMUNA 6,11060.36260891
3564,95003,55464,2022-03-01,Departamento,40.0,40.0,1,1,2,0.0,No,8 años,0,0,0,0,Sí,0,Sí,Sí,0,0,0,0,0,Sí,0,0,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4575018405995,-34.6222865563149,2022,COMUNA 6,8465.17284472839
3784,101146,56788,2021-11-01,Departamento,35.0,35.0,1,1,2,0.0,No,40 años,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4399287235284,-34.6152817065936,2021,COMUNA 6,10425.6982299525
2715,72295,56789,2021-07-01,Departamento,33.0,28.0,0,1,1,0.0,No,44 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4377478335025,-34.6153074331598,2021,COMUNA 6,6376.9903170274
5358,141808,54813,2021-11-01,Departamento,185.0,140.0,3,3,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,S,-58.442296793001,-34.6260741082844,2021,COMUNA 6,30597.1578487737
6060,161066,54817,2021-12-01,Departamento,51.0,44.0,0,1,1,0.0,No,8 años,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4335720960323,-34.6261769779003,2021,COMUNA 6,9825.67689310832
7805,207289,55798,2021-11-01,Departamento,38.0,38.0,1,1,2,0.0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.446565238421,-34.6206133688353,2021,COMUNA 6,5666.1403423655
5183,137514,55471,2021-08-01,Departamento,85.0,4.0,2,1,3,0.0,No,0 años,0,No,0,No,Sí,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,N,-58.4422343878441,-34.6224680547764,2021,COMUNA 6,16175.7803153558
881,23647,54814,2021-03-01,Departamento,38.0,38.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,S,-58.4401156229066,-34.6260998841665,2021,COMUNA 6,7872.40604188118
6723,178481,56785,2022-06-01,Departamento,48.0,48.0,1,1,2,,0,0,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,N,-58.4464713769905,-34.6152042930775,2022,COMUNA 6,9621.38546270448
8996,239520,54151,2022-06-01,Departamento,43.0,40.0,1,1,2,,0,10,,0,,0,0,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4510842391038,-34.6295766523297,2022,COMUNA 6,10423.1675845965
7027,186723,57773,2021-01-01,Departamento,87.0,78.0,3,2,4,0.0,No,25 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.444196800217,-34.6098210505789,2021,COMUNA 6,13295.7870395252
7561,200947,56133,2021-09-01,Departamento,0.0,35.0,1,1,2,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4334480511045,-34.6189648411215,2021,COMUNA 6,7934.60795856586
361,9860,55134,2022-07-01,Departamento,39.0,34.0,0,1,1,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,U,-58.459714472456,-34.6240634851902,2022,COMUNA 6,7465.38288518451
1218,33117,55800,2022-10-01,Departamento,52.0,52.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,S,-58.4422031894232,-34.6206650271845,2022,COMUNA 6,8652.43934553216
8135,215965,55140,2021-01-01,Departamento,43.0,40.0,1,1,2,0.0,No,27 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4466278266064,-34.6242194165469,2021,COMUNA 6,7597.59259401439
2378,63370,56458,2022-09-01,Departamento,43.0,40.0,1,1,2,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,N,-58.4421408008953,-34.6170589703252,2022,COMUNA 6,7883.60830638851
2695,71842,57107,2021-12-01,Departamento,50.0,50.0,1,1,2,0.0,No,5 años,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4617058594935,-34.6132192834336,2021,COMUNA 6,10480.7220193155
6944,184357,55144,2022-10-01,Departamento,50.0,46.0,1,1,2,,0.0,6.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,,1.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4379033403793,-34.6243225911421,2022,COMUNA 6,12360.6276364745
7139,189637,57439,2022-05-01,Departamento,40.0,40.0,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,S,-58.4551319386515,-34.6114944900758,2022,COMUNA 6,8273.91042945409
10005,266273,56131,2021-11-01,Departamento,32.0,32.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4378100279646,-34.6189134980279,2021,COMUNA 6,7252.65963822784
522,14194,54482,2021-01-01,Departamento,97.0,97.0,3,1,4,0.0,0,43 años,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4466904259129,-34.6278254620237,2021,COMUNA 6,25325.3086467146
9606,255530,54810,2021-12-01,Departamento,68.0,60.0,2,1,3,0.0,No,45 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.448840286635,-34.6259965467275,2021,COMUNA 6,11354.1155209252
7954,210866,54487,2022-03-01,Departamento,35.0,31.0,0,1,1,0.0,No,14 años,0,No,0,No,Sí,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4357843396924,-34.6279543500568,2022,COMUNA 6,7524.59808420301
9137,243119,52831,2022-07-01,Departamento,102.0,80.0,2,2,3,,0,25,,0,,0,1,0,0,1,,,0,,,,,0,0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4599355994521,-34.6366845615372,2022,COMUNA 6,11720.6511297397
8943,238349,55463,2022-09-01,Departamento,34.0,34.0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Caballito,S,-58.4596828941086,-34.6222604720467,2022,COMUNA 6,11168.4451007171
6518,173046,54151,2021-03-01,Departamento,38.0,37.0,0,1,1,0.0,No,8 años,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4510842391038,-34.6295766523297,2021,COMUNA 6,6122.9824770187
508,13877,54155,2021-08-01,Departamento,42.0,40.0,1,1,2,0.0,No,20 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0,0.0,No,0,Capital Federal,Capital Federal,Caballito,U,-58.4423592092465,-34.6296801595579,2021,COMUNA 6,8087.89015767792
3794,101456,55472,2022-10-01,Departamento,50.0,41.0,2,1,3,,0.0,50.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Caballito,U,-58.4400533120447,-34.6224938272095,2022,COMUNA 6,9888.50210917961
6387,169495,55805,2021-11-01,Departamento,65.0,59.0,2,1,3,0.0,No,20 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4312980185024,-34.6207934909513,2021,COMUNA 6,15865.1929586234
3945,105291,54489,2021-10-01,Departamento,63.0,58.0,2,2,3,0.0,No,2 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0,0.0,0,0,Capital Federal,Capital Federal,Caballito,U,-58.4314218858563,-34.6280056323533,2021,COMUNA 6,13938.7052406395
