,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,precio_pesos_constantes
3113,2225,60242,96498,2022-03-01,Departamento,79.0,72.0,2,1,3,0.0,0,6.0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Bahía Grande,U,-58.6515131527148,-34.3943931631129,2022,339.6519968563861,24454.9437736598
2247,4058,110648,94845,2022-04-01,Departamento,71.0,61.0,1,2,2,0.0,   0,0.0,   0,Sí,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Tigre,Bs.As. G.B.A. Norte,Nordelta Antares,S,-58.6690914747812,-34.4031715088704,2022,284.7280132653721,17368.4088091877
584,429,12033,91268,2021-06-01,Departamento,75.0,75.0,2,1,3,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Tigre,N,-58.5781056954812,-34.4242168477137,2021,157.63920062807065,11822.9400471053
6014,4370,119813,90285,2022-10-01,Departamento,40.0,38.0,0,1,1,,0.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,0.0,0,,,,,,1.0,,,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.569503679496,-34.4297377987283,2022,369.7231501901711,14049.4797072265
3086,2097,57014,86296,2021-08-01,Departamento,77.0,77.0,2,1,3,0.0,No,10.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Barrancas de Santa María,U,-58.6591418835596,-34.4501948480972,2021,397.8988300501169,30638.209913859
3402,1924,52490,95182,2022-12-01,Departamento,112.0,45.0,1,1,2,,,5.0,,1.0,,,,,,,,,,,,,,1.0,,1,,,,,,,,,Tigre,Bs.As. G.B.A. Norte,Nordelta North Coral Plaza,U,-58.6516548701885,-34.4016048239235,2022,322.74067147156666,14523.3302162205
2076,1639,44641,94845,2022-07-01,Departamento,67.0,60.0,1,1,2,,0,8.0,,1,0,0,0,0,0,1,0,0,0,,0,,0,1,0,1,,0,,,,0.0,0,,Tigre,Bs.As. G.B.A. Norte,Nordelta,U,-58.6690914747812,-34.4031715088704,2022,349.688014193325,20981.2808515995
1485,4773,131330,90903,2022-03-01,Departamento,179.0,88.0,3,2,4,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Tigre,Bs.As. G.B.A. Norte,Nordelta El Palmar,S,-58.6564672302269,-34.4249837865043,2022,342.02718564559206,30098.3923368121
2533,6369,173110,91274,2021-11-01,Departamento,133.0,100.0,3,3,4,0.0,0,3.0,0,Sí,0,0,0,0,0,Sí,0,0,0,0,0,Sí,0,0,Sí,2,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,,U,-58.5650509831618,-34.4243846342586,2021,317.303859172468,31730.3859172468
1577,1413,37991,91267,2022-05-01,Departamento,66.0,61.0,1,1,2,,0,3.0,,0,,0,0,0,0,0,,,0,,,,,0,0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.5802814703539,-34.4241887478887,2022,174.39155471917212,10637.8848378695
332,4426,121396,89619,2022-10-01,Departamento,53.0,49.0,1,1,2,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,1,,0.0,,,,1.0,0.0,,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.5869791818066,-34.4331190357532,2022,327.9350189268755,16068.8159274169
5911,931,25148,91231,2021-03-01,Departamento,77.0,77.0,2,2,3,0.0,No,0.0,0,Sí,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta El Palmar,N,-58.6586073255747,-34.4231513910456,2021,325.42890169946105,25058.0254308585
2928,6840,184805,94852,2022-01-01,Departamento,82.0,82.0,1,1,2,0.0,No,0.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,Sí,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Portezuelo,N,-58.6538654644108,-34.4033783443864,2022,319.8783600114341,26230.0255209376
6060,1854,50379,90608,2022-06-01,Departamento,65.0,57.0,1,1,2,,0,5.0,,0,,0,0,0,0,0,,,0,,,,,0,0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,,U,-58.5825252083974,-34.4277665464122,2022,225.06164825039647,12828.5139502726
2919,2511,68528,89262,2021-12-01,Departamento,130.0,99.0,3,2,4,0.0,No,0.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Castaños,N,-58.6479413128213,-34.4341159234798,2021,433.388442086596,42905.455766573
2060,923,24947,91925,2022-04-01,Departamento,85.0,80.0,2,2,3,0.0,No,6.0,No,No,No,No,Sí,Sí,Sí,No,No,No,No,   0,No,No,Sí,No,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,   0,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.5802136095822,-34.4205828048319,2022,199.6503029289525,15972.0242343162
2981,3365,91403,91231,2022-01-01,Departamento,70.0,60.0,2,2,3,0.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta El Palmar,U,-58.6586073255747,-34.4231513910456,2022,420.30486127174834,25218.2916763049
2518,88,2553,93895,2021-08-01,Departamento,54.0,54.0,1,1,2,0.0,No,1.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.5887116759164,-34.409652236548,2021,345.63633152469816,18664.3619023337
296,5217,142524,96169,2021-10-01,Departamento,43.0,43.0,1,1,2,0.0,Sí,15.0,0,Sí,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Terrazas de la Bahía,U,-58.6515485773614,-34.396196079162,2021,340.4035412439674,14637.3522734906
5015,5819,157841,94852,2021-01-01,Departamento,67.0,57.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Tigre,Bs.As. G.B.A. Norte,Nordelta,U,-58.6538654644108,-34.4033783443864,2021,338.5593892771316,19297.8851887965
1986,5954,162119,96171,2022-09-01,Departamento,40.0,40.0,1,1,1,,,20.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,1,,,,,,,,,Tigre,Bs.As. G.B.A. Norte,Nordelta Bahía Grande,U,-58.647198626838,-34.3962547341198,2022,361.33204737614,14453.2818950456
3835,5613,152592,95511,2022-12-01,Departamento,65.0,59.0,1,1,2,,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Nordelta Petrel,N,-58.651619436098,-34.3998019095673,2022,400.00697629420847,23600.4116013583
62,2505,68457,91598,2022-10-01,Departamento,55.0,49.0,1,1,2,,0.0,6.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,0.0,1.0,1,,,,,,1.0,,,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.5758960790468,-34.4224419338379,2022,214.41905083680203,10506.5334910033
2888,2891,78988,95183,2022-07-01,Departamento,45.0,40.0,1,1,2,,0,6.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,1,1,1,,0,,,,1.0,0,,Tigre,Bs.As. G.B.A. Norte,,U,-58.6494797566732,-34.4016341766317,2022,259.4220552601625,10376.8822104065
513,321,9292,94195,2021-04-01,Departamento,78.0,70.0,2,2,3,0.0,0,0.0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta El Faro,S,-58.6517611913519,-34.4070135636061,2021,360.11189075449715,25207.8323528148
1135,6647,180278,94854,2022-12-01,Departamento,49.0,49.0,1,1,2,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Nordelta,N,-58.6495151472954,-34.4034370923934,2022,297.44699897418366,14574.902949735
5216,2709,73826,96171,2022-09-01,Departamento,216.0,204.0,3,3,5,,0.0,3.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,,,,,0.0,0.0,2,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Nordelta Mirador de la Bahía,U,-58.647198626838,-34.3962547341198,2022,295.118642786625,60204.2031284715
5957,1307,34911,91230,2022-09-01,Departamento,98.0,98.0,2,1,3,,0.0,10.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,,1.0,0.0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Nordelta El Palmar,U,-58.6607829861323,-34.4231218599772,2022,223.3922194006357,21892.4375012623
830,4936,134967,96171,2021-11-01,Departamento,108.0,108.0,2,2,3,0.0,No,0.0,0,No,0,Sí,No,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Marinas del Canal,N,-58.647198626838,-34.3962547341198,2021,412.4190686585963,44541.2594151284
2080,5121,139850,90932,2022-03-01,Departamento,56.0,50.0,1,1,2,0.0,0,7.0,0,0,0,0,0,Sí,0,Sí,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,La Mora,U,-58.5933702710836,-34.4258222958699,2022,263.360932947106,13168.0466473553
4152,4911,134488,91597,2022-05-01,Departamento,68.0,60.0,2,1,3,,0,4.0,,0,,0,0,0,1,1,,,0,,,,,0,1,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Tigre,U,-58.578071810259,-34.4224138745811,2022,281.42552481136335,16885.5314886818
5710,3548,96476,91267,2021-11-01,Departamento,53.0,40.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Bahía Grande,S,-58.5802814703539,-34.4241887478887,2021,283.307017118275,11332.280684731
3559,413,11638,83338,2022-05-01,Departamento,72.0,65.0,2,1,3,,,3.0,,,,,,,,,,,,,,,,,,1,,,,,,1.0,,,Tigre,Bs.As. G.B.A. Norte,El Talar,U,-58.6529325964478,-34.4665093647811,2022,181.8441852627277,11819.8720420773
4608,4077,111428,94854,2022-12-01,Departamento,69.0,62.0,2,1,3,,0.0,7.0,,0.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Nordelta Sendero,U,-58.6495151472954,-34.4034370923934,2022,298.369601328321,18498.9152823559
6294,3089,84101,91603,2022-02-01,Departamento,48.0,42.0,1,1,2,0.0,No,0.0,0,Sí,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,,N,-58.5650173779715,-34.4225816498697,2022,334.5310897853262,14050.3057709837
320,6216,168520,95815,2022-04-01,Departamento,60.0,60.0,1,1,2,0.0,No,0.0,   0,No,   0,No,No,No,Sí,No,   0,   0,No,   0,   0,   0,   0,No,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Tigre,Bs.As. G.B.A. Norte,Villa Nueva,N,-58.7059584786752,-34.397252716858,2022,251.41149257719832,15084.6895546319
5066,6616,179578,94852,2021-12-01,Departamento,70.0,70.0,2,2,2,0.0,No,0.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Tigre,Bs.As. G.B.A. Norte,Nordelta Portezuelo,N,-58.6538654644108,-34.4033783443864,2021,374.3115006898415,26201.8050482889
3096,6113,165785,90902,2022-09-01,Departamento,45.0,45.0,0,1,2,,0.0,9.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Tigre,Bs.As. G.B.A. Norte,Nordelta El Palmar,U,-58.6586429406143,-34.4249542921363,2022,286.14578297262,12876.5602337679
1321,2547,69411,91888,2022-04-01,Departamento,60.0,60.0,2,2,3,0.0,No,8.0,   0,Sí,   0,No,No,No,No,Sí,   0,   0,No,   0,   0,   0,   0,Sí,No,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Tigre,Bs.As. G.B.A. Norte,Nordelta El Palmar,U,-58.6607116722271,-34.4195160600635,2022,325.3560492175517,19521.3629530531
