,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,COMUNA,precio_pesos_constantes
722,1778,200756,53533,2022-03-01,Departamento,36.0,36.0,1,1,2,0.0,0,50 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,U,-58.3638910076254,-34.6341898202415,2022,COMUNA 4,4326.64389841673
898,1991,225617,52530,2021-06-01,Departamento,76.0,72.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,S,-58.3988847717499,-34.6392036262219,2021,COMUNA 4,10509.2800418714
1771,678,79345,54824,2021-03-01,Departamento,40.0,30.0,1,1,2,0.0,No,20 años,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4183037704165,-34.6263554987679,2021,COMUNA 4,8163.97663602493
1849,2145,244456,54171,2022-06-01,Departamento,56.0,47.0,1,1,2,,,0,,0,,0,,,,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Parque Patricios,N,-58.407458648881,-34.6300879499053,2022,COMUNA 4,9942.0983114613
639,1702,191546,50222,2021-05-01,Departamento,40.0,40.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Nueva Pompeya,S,-58.4100061911687,-34.6516993234071,2021,COMUNA 4,5422.7885012979
1389,1547,174964,54172,2021-09-01,Departamento,18.0,19.0,1,1,1,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,N,-58.4052773406825,-34.6301131053686,2021,COMUNA 4,5289.73863904391
438,1171,134743,53859,2021-03-01,Departamento,39.0,35.0,1,1,1,0.0,No,14 años,0,No,0,No,No,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.370405700766,-34.6323133699515,2021,COMUNA 4,7289.26485359369
1041,287,32834,54176,2021-02-01,Departamento,68.0,58.0,1,1,2,0.0,No,5 años,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.3965520809165,-34.6302133372894,2021,COMUNA 4,10694.8093947144
1832,1359,155551,54519,2021-05-01,Departamento,45.0,45.0,0,1,1,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,N,-58.365983776388,-34.6287561515638,2021,COMUNA 4,5287.21878876546
1307,188,20871,53863,2022-04-01,Departamento,60.0,60.0,2,1,3,0.0,No,35 años,No,Sí,No,No,Sí,No,No,No,No,No,No,   0,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,   0,Capital Federal,Capital Federal,La Boca,U,-58.3616800821081,-34.6324111127518,2022,COMUNA 4,8340.94598903178
1379,807,93115,54174,2022-05-01,Departamento,25.0,25.0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Parque Patricios,S,-58.4009147161856,-34.6301632993159,2022,COMUNA 4,4221.38287217045
839,2019,228941,57778,2022-10-01,Departamento,90.0,82.0,3,1,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Barracas,U,-58.4332930569172,-34.6099496575875,2022,COMUNA 4,13596.690400122
90,326,37684,54839,2021-08-01,Departamento,27.0,24.0,0,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.385585481852,-34.6267316105685,2021,COMUNA 4,6470.31212614233
1562,1087,126211,54171,2021-11-01,Departamento,78.0,62.0,1,2,2,0.0,0,0 años,0,Sí,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,N,-58.407458648881,-34.6300879499053,2021,COMUNA 4,11785.5719121202
306,694,81933,52544,2022-02-01,Departamento,224.0,204.0,0,2,2,0.0,No,0 años,0,No,0,Sí,No,No,No,No,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,N,-58.3683427608858,-34.6395501865003,2022,COMUNA 4,30107.7980806793
149,2259,256305,51865,2022-12-01,Departamento,73.0,67.0,2,1,3,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4142168084005,-34.6426335669687,2022,COMUNA 4,8969.17104599074
196,2299,260685,53842,2021-09-01,Departamento,42.0,39.0,1,1,2,0.0,No,30 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4074891065386,-34.6318910019876,2021,COMUNA 4,7213.2799623326
1967,1469,166979,52854,2021-05-01,Departamento,23.0,21.0,0,1,1,0.0,No,0,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,S,-58.4097619899287,-34.6372749536903,2021,COMUNA 4,6778.48562662238
2082,871,100411,54519,2021-02-01,Departamento,45.0,40.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,S,-58.365983776388,-34.6287561515638,2021,COMUNA 4,6111.31965412251
444,1773,200112,53858,2021-06-01,Departamento,29.0,29.0,0,0,2,0.0,No,20 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3725870988544,-34.6322888367555,2021,COMUNA 4,6042.83602407606
528,2458,278112,53187,2021-07-01,Departamento,52.0,52.0,2,1,3,0.0,No,25 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,Sí,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4010056727425,-34.6355724690151,2021,COMUNA 4,8162.54760579508
628,2101,239232,54172,2021-03-01,Departamento,49.0,44.0,1,1,2,0.0,No,3 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4052773406825,-34.6301131053686,2021,COMUNA 4,16911.0944603374
81,165,18787,53530,2021-10-01,Departamento,35.0,32.0,1,1,1,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3704353592046,-34.6341164497348,2021,COMUNA 4,4646.23508021318
1016,1521,172744,50219,2022-03-01,Departamento,52.0,50.0,2,1,3,0.0,No,50 años,0,Sí,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4165517901517,-34.6516234451962,2022,COMUNA 4,8465.17284472839
36,1059,123062,52854,2021-12-01,Departamento,26.0,26.0,0,1,1,0.0,No,40 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4097619899287,-34.6372749536903,2021,COMUNA 4,5458.70938506018
290,1818,204716,54519,2022-02-01,Departamento,30.0,30.0,0,1,1,0.0,No,35 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.365983776388,-34.6287561515638,2022,COMUNA 4,6021.55961613585
754,1009,117240,52191,2021-09-01,Departamento,30.0,30.0,0,1,1,0.0,No,50 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.420730925969,-34.6407544414852,2021,COMUNA 4,4808.85330822173
1970,547,62584,53514,2021-10-01,Departamento,55.0,50.0,2,1,3,0.0,No,40 años,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4053381643675,-34.6337192123421,2021,COMUNA 4,10454.0289304797
934,2076,236526,53199,2022-03-01,Departamento,90.0,84.0,2,2,3,0.0,No,45 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3748280025194,-34.6358704170008,2022,COMUNA 4,16366.0008331416
677,2296,260333,54171,2022-12-01,Departamento,65.0,58.0,1,2,2,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,0,,,,,,1.0,,,Capital Federal,Capital Federal,Barracas,U,-58.407458648881,-34.6300879499053,2022,COMUNA 4,14574.902949735
1427,2371,268849,54192,2022-11-01,Departamento,88.0,80.0,3,1,4,,,32.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,La Boca,U,-58.3616506149853,-34.630608025873,2022,COMUNA 4,11194.0860379355
1079,1140,132100,53853,2021-08-01,Departamento,20.0,20.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,S,-58.3834940496298,-34.6321655858075,2021,COMUNA 4,5474.8794913512
1866,1944,220311,52853,2022-11-01,Departamento,25.0,25.0,1,1,1,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Parque Patricios,N,-58.411943481399,-34.6372497134877,2022,COMUNA 4,5891.62423049235
1524,1260,144294,53518,2021-07-01,Departamento,37.0,37.0,1,1,2,0.0,No,35 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.396612527252,-34.6338194576753,2021,COMUNA 4,6121.91070434631
248,1453,165508,53193,2021-03-01,Departamento,35.0,35.0,1,1,2,0.0,No,50 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Barracas,U,-58.387916885666,-34.6357221450475,2021,COMUNA 4,5831.41188287495
1201,649,75309,52524,2021-11-01,Departamento,35.0,35.0,1,1,2,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,N,-58.4119740442462,-34.6390527599655,2021,COMUNA 4,6346.07718344936
86,1733,195879,53528,2022-12-01,Departamento,175.0,157.0,4,5,5,,0.0,30.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Barracas,U,-58.37479824709,-34.6340673410593,2022,COMUNA 4,29046.660432441
823,105,11661,51226,2021-03-01,Departamento,30.0,25.0,1,1,1,0.0,No,0 años,0,No,0,No,No,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,N,-58.3728248176608,-34.6467134463116,2021,COMUNA 4,6560.33836823432
820,1572,177128,52541,2021-11-01,Departamento,45.0,45.0,1,1,2,0.0,No,20 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3748875213089,-34.6394765672144,2021,COMUNA 4,7932.5964793117
558,975,111757,53518,2021-10-01,Departamento,54.0,54.0,2,1,3,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.396612527252,-34.6338194576753,2021,COMUNA 4,9292.47016042637
1119,1391,158562,51535,2021-02-01,Departamento,33.0,33.0,1,1,2,0.0,0,51 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4164291013772,-34.6444112850979,2021,COMUNA 4,5805.75367141638
864,2038,230899,53514,2021-08-01,Departamento,70.0,70.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,S,-58.4053381643675,-34.6337192123421,2021,COMUNA 4,9207.75187181793
1337,1551,175419,53528,2021-07-01,Departamento,60.0,55.0,1,1,1,0.0,No,0 años,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Barracas,N,-58.37479824709,-34.6340673410593,2021,COMUNA 4,8162.54760579508
1843,1567,176896,50545,2021-08-01,Departamento,28.0,24.0,0,1,1,0.0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4230665466952,-34.6497441816835,2021,COMUNA 4,5474.8794913512
750,201,22688,54845,2022-11-01,Departamento,77.0,77.0,2,2,3,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Barracas,U,-58.372497997849,-34.6268795989917,2022,COMUNA 4,17674.8726914771
254,1103,128043,54194,2022-01-01,Departamento,25.0,25.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Barracas,S,-58.3572878842742,-34.6306566600268,2022,COMUNA 4,4833.5059046251
1557,521,59074,54175,2022-08-01,Departamento,73.0,67.0,3,1,4,,0.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Parque Patricios,U,-58.3987333998954,-34.6301883377994,2022,COMUNA 4,10465.4900265437
1461,1785,201641,53842,2021-11-01,Departamento,25.0,25.0,1,1,1,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,N,-58.4074891065386,-34.6318910019876,2021,COMUNA 4,5666.1403423655
469,1896,214415,51535,2021-03-01,Departamento,56.0,56.0,2,1,3,0.0,0,0 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,N,-58.4164291013772,-34.6444112850979,2021,COMUNA 4,8747.11782431243
109,2233,253792,51534,2021-07-01,Departamento,32.0,32.0,1,1,2,0.0,No,40 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4186107734416,-34.6443859211006,2021,COMUNA 4,6376.9903170274
1112,1011,117365,52869,2022-04-01,Departamento,33.0,33.0,1,1,2,0.0,No,100 años,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,No,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Barracas,U,-58.3770392949317,-34.6376488762538,2022,COMUNA 4,8340.94598903178
893,2075,236490,50220,2021-04-01,Departamento,22.0,22.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4143699265436,-34.651648776957,2021,COMUNA 4,5601.74052284773
696,792,91779,53842,2022-03-01,Departamento,22.0,22.0,0,1,1,0.0,0,40 años,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4074891065386,-34.6318910019876,2022,COMUNA 4,4702.87380262688
374,463,52264,54519,2021-01-01,Departamento,64.0,32.0,1,1,2,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,La Boca,U,-58.365983776388,-34.6287561515638,2021,COMUNA 4,6014.76080359472
2039,2153,245075,53531,2022-01-01,Departamento,30.0,28.0,1,1,2,0.0,No,50 años,0,Sí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,U,-58.3682539113075,-34.6341409455714,2022,COMUNA 4,5253.81076589685
261,2060,234310,51555,2022-07-01,Departamento,55.0,50.0,1,1,2,,0,0,,0,,1,0,0,1,1,,,0,,,,,1,1,0,,,,,,1.0,,,Capital Federal,Capital Federal,Barracas,N,-58.37279509357,-34.6449103720646,2022,COMUNA 4,8958.45946222141
1118,2092,237728,52876,2021-10-01,Departamento,56.0,56.0,1,1,2,0.0,No,0 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,N,-58.3617684991847,-34.6378203700522,2021,COMUNA 4,6969.35262031977
1435,1840,207567,51863,2021-04-01,Departamento,74.0,70.0,2,1,3,0.0,No,30 años,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.418580060865,-34.6425828813778,2021,COMUNA 4,9775.03721236929
547,2088,237461,52204,2021-11-01,Departamento,60.0,50.0,1,1,2,0.0,No,10 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.3923702400055,-34.6410815937866,2021,COMUNA 4,9519.11577517404
1603,1898,214604,53189,2021-03-01,Departamento,45.0,45.0,1,1,2,0.0,No,60 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.3966427544473,-34.6356225170326,2021,COMUNA 4,8747.11782431243
875,639,74455,52543,2022-04-01,Departamento,65.0,58.0,1,1,2,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Barracas,S,-58.3705243503305,-34.6395256857469,2022,COMUNA 4,17746.6935936846
1229,357,40900,52216,2021-01-01,Departamento,25.0,25.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,La Boca,U,-58.3661907434072,-34.6413777290784,2021,COMUNA 4,3798.79629700719
415,2285,258540,52872,2022-11-01,Departamento,74.0,74.0,3,2,4,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Barracas,U,-58.3704946839866,-34.6377226076325,2022,COMUNA 4,10604.9236148862
749,106,11832,53525,2022-07-01,Departamento,60.0,60.0,1,1,2,,0.0,80.0,,,,,,,,,,,,,,,,,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Barracas,U,-58.3813425590833,-34.6339933855425,2022,COMUNA 4,2513557.44602162
1349,1164,134184,53863,2021-05-01,Departamento,28.0,28.0,0,1,1,0.0,No,25 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,U,-58.3616800821081,-34.6324111127518,2021,COMUNA 4,4880.50965116811
52,1562,176357,52853,2021-02-01,Departamento,26.0,26.0,0,1,1,0.0,No,2 años,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.411943481399,-34.6372497134877,2021,COMUNA 4,6416.88563682863
165,1286,147738,53187,2021-06-01,Departamento,45.0,45.0,2,1,3,0.0,0,0 años,0,No,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,N,-58.4010056727425,-34.6355724690151,2021,COMUNA 4,9195.62003663748
1516,712,83950,52852,2021-08-01,Departamento,25.0,25.0,1,1,1,0.0,0,35 años,0,No,0,No,0,0,0,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.4141249701543,-34.637224434282,2021,COMUNA 4,6221.45396744455
913,1698,190947,54175,2021-06-01,Departamento,30.0,24.0,1,1,1,0.0,No,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Parque Patricios,U,-58.3987333998954,-34.6301883377994,2021,COMUNA 4,5254.6400209357
1358,1578,177523,53186,2022-05-01,Departamento,64.0,54.0,2,1,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Parque Patricios,S,-58.4031871278516,-34.6355473865044,2022,COMUNA 4,12157.5826718509
321,653,76275,53843,2022-10-01,Departamento,62.0,59.0,2,1,3,,,52.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Parque Patricios,U,-58.4053077511742,-34.6319161591341,2022,COMUNA 4,10753.7460437328
1297,351,40314,54845,2022-10-01,Departamento,65.0,63.0,2,1,3,,,42.0,,,,,,,,,,,,,,,,,,1,,,,,,0.0,,,Capital Federal,Capital Federal,Barracas,U,-58.372497997849,-34.6268795989917,2022,COMUNA 4,11124.5648728271
1635,2227,253177,49889,2022-01-01,Departamento,40.0,40.0,2,1,3,0.0,No,0 años,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Nueva Pompeya,N,-58.4187643772558,-34.6534011113446,2022,COMUNA 4,7985.79236416322
1615,1323,151844,52870,2021-09-01,Departamento,0.0,53.0,1,1,2,0.0,No,60 años,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3748577605923,-34.6376734923858,2021,COMUNA 4,8415.49328938803
292,641,74547,53858,2021-06-01,Departamento,46.0,46.0,2,1,3,0.0,Sí,40 años,0,Sí,0,No,No,Sí,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3725870988544,-34.6322888367555,2021,COMUNA 4,10509.2800418714
1454,1285,147495,54515,2021-10-01,Departamento,40.0,40.0,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Barracas,U,-58.3747089966604,-34.6286581098963,2021,COMUNA 4,7666.28788235175
296,546,62486,58466,2021-10-01,Departamento,65.0,65.0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,S,-58.3678100184348,-34.607094665844,2021,COMUNA 4,10918.652438501
1869,1449,164948,51534,2022-05-01,Departamento,18.0,18.0,1,1,1,,0,8,,1,,,,,,1,,,,,,,,,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.4186107734416,-34.6443859211006,2022,COMUNA 4,3714.81692751
400,96,10769,52852,2022-07-01,Departamento,70.0,62.0,2,2,4,,,,,,,,,1,,1,,,,,,,,,,0,,,,,,,,,Capital Federal,Capital Federal,Parque Patricios,U,-58.4141249701543,-34.637224434282,2022,COMUNA 4,11944.6126162952
1891,847,97663,53534,2021-09-01,Departamento,32.0,32.0,1,0,2,0.0,0,30 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,La Boca,U,-58.3617095518488,-34.6342141990746,2021,COMUNA 4,5289.73863904391
1109,692,81784,51863,2022-01-01,Departamento,14.0,14.0,0,1,1,0.0,0,25 años,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Nueva Pompeya,U,-58.418580060865,-34.6425828813778,2022,COMUNA 4,3572.59132080986
1133,240,26778,52876,2022-06-01,Departamento,43.0,43.0,1,1,2,,0,110,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,La Boca,U,-58.3617684991847,-34.6378203700522,2022,COMUNA 4,4008.9106094602
