,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,COMUNA,precio_pesos_constantes
10741,13785,200290,68625,2022-10-01,Departamento,46.0,46.0,1,1,2,,0.0,20.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,1.0,,,,,1.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4540637126285,-34.5501914781125,2022,295.5802260896087,COMUNA 13,13596.690400122
9019,9346,137113,67961,2022-06-01,Departamento,32.0,32.0,1,1,2,,0,60.0,,0,,0,0,0,0,0,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4672020258859,-34.5536410975987,2022,230.5123600439616,COMUNA 13,7376.39552140677
10315,5162,74698,64022,2021-07-01,Departamento,40.0,40.0,1,1,2,0.0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Colegiales,U,-58.4479636668263,-34.5755117395583,2021,210.44068046190424,COMUNA 13,8417.62721847617
8333,3294,48124,67963,2021-07-01,Departamento,50.0,45.0,1,1,2,0.0,No,7.0,0,No,0,No,Sí,No,No,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,U,-58.4628435151879,-34.5536934057551,2021,255.0796126810956,COMUNA 13,11478.5825706493
280,853,13079,67961,2021-07-01,Departamento,32.0,28.0,0,1,1,0.0,No,10.0,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Núñez,U,-58.4672020258859,-34.5536410975987,2021,236.85964034673216,COMUNA 13,6632.0699297085
9401,13858,201412,66984,2021-10-01,Departamento,35.0,35.0,0,1,1,0.0,No,5.0,0,Sí,0,Sí,No,No,Sí,Sí,0,0,No,0,0,0,0,Sí,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4455029389102,-34.5593102159104,2021,265.4991474407534,COMUNA 13,9292.47016042637
1625,11558,168668,67961,2021-02-01,Departamento,61.0,55.0,2,1,3,0.0,0,9.0,0,0,0,0,0,0,0,Sí,0,0,0,0,0,0,0,0,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,U,-58.4672020258859,-34.5536410975987,2021,333.3447084066818,COMUNA 13,18333.9589623675
2273,2832,41855,66984,2021-03-01,Departamento,35.0,32.0,0,1,1,0.0,0,0.0,0,No,0,No,0,0,0,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,N,-58.4455029389102,-34.5593102159104,2021,318.905337344725,COMUNA 13,10204.9707950312
5206,9103,133589,66980,2021-10-01,Departamento,102.0,92.0,4,2,5,0.0,No,35.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4542206024011,-34.559206667429,2021,252.2602633224446,COMUNA 13,23207.9442256649
4580,113,1640,67963,2021-09-01,Departamento,63.0,50.0,1,2,2,0.0,0,0.0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,U,-58.4628435151879,-34.5536934057551,2021,302.95775841797,COMUNA 13,15147.8879208985
4706,1470,22322,65337,2021-05-01,Departamento,42.0,42.0,1,1,2,0.0,No,40.0,0,Sí,0,No,Sí,Sí,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4500182656327,-34.5682737121646,2021,174.3039161131469,COMUNA 13,7320.76447675217
2857,2631,38841,67305,2022-10-01,Departamento,32.0,29.0,1,1,1,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,N,-58.4629066497779,-34.5572994669723,2022,289.83540664836795,COMUNA 13,8405.22679280267
7874,7069,103284,70589,2021-10-01,Departamento,70.0,60.0,2,1,3,0.0,No,30.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,U,-58.475664332985,-34.5391118318349,2021,212.9524411764384,COMUNA 13,12777.1464705863
5323,4208,60866,65013,2022-04-01,Departamento,50.0,44.0,1,1,2,0.0,   0,0.0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,0,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Capital Federal,Capital Federal,Belgrano,S,-58.439151047545,-34.5702057503499,2022,201.6669726555073,COMUNA 13,8873.34679684232
8649,7584,111185,64681,2022-11-01,Departamento,169.0,149.0,3,2,4,,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,3,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4457213854084,-34.5719315060453,2022,340.0534790753973,COMUNA 13,50667.9683822342
5662,10735,156566,50887,2022-10-01,Departamento,45.0,40.0,1,1,2,,0.0,40.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Núñez,U,-58.3946726264941,-34.6482688941317,2022,216.310983638304,COMUNA 13,8652.43934553216
2287,7142,104467,65338,2021-04-01,Departamento,32.0,32.0,1,1,2,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Colegiales,U,-58.4478386133351,-34.5682995885034,2021,218.81798917373968,COMUNA 13,7002.17565355967
7816,1294,19812,62376,2021-02-01,Departamento,35.0,35.0,1,1,2,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Colegiales,U,-58.4503001218149,-34.5845010238771,2021,226.99187286740744,COMUNA 13,7944.71555035926
6745,7010,102475,63688,2022-01-01,Departamento,67.0,58.0,2,1,3,0.0,No,60.0,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Colegiales,U,-58.4588943464521,-34.5771849617707,2022,235.51565502296208,COMUNA 13,13659.9079913318
3170,205,2864,67303,2021-01-01,Departamento,40.0,40.0,1,1,2,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Núñez,U,-58.4672653484197,-34.5572471518092,2021,253.253086467145,COMUNA 13,10130.1234586858
10438,2765,41001,63694,2022-11-01,Departamento,112.0,78.0,2,2,3,,,5.0,,,,,,,,1.0,,,,,,,,,,1,,,,,,0.0,,,Capital Federal,Capital Federal,Colegiales,U,-58.4458150469303,-34.5773406220148,2022,226.60093194201409,COMUNA 13,17674.8726914771
8846,2007,29830,65994,2022-01-01,Departamento,96.0,90.0,2,1,3,0.0,No,70.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4521352170155,-34.5646417249827,2022,268.52810581250554,COMUNA 13,24167.5295231255
5398,7221,105633,65992,2021-04-01,Departamento,80.0,73.0,2,1,3,0.0,No,5.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4564943196394,-34.5645897847564,2021,230.20851463757805,COMUNA 13,16805.2215685432
2506,9499,139155,68951,2021-04-01,Departamento,30.0,30.0,1,1,2,0.0,No,60.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Núñez,U,-58.4605697157044,-34.5483104002553,2021,233.4058551186557,COMUNA 13,7002.17565355967
6775,6411,93606,65336,2021-01-01,Departamento,55.0,53.0,2,1,3,0.0,No,45.0,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Belgrano,U,-58.4521979151492,-34.5682477969246,2021,232.9450559485547,COMUNA 13,12346.0879652734
4729,13540,196891,66978,2021-05-01,Departamento,44.0,40.0,1,1,1,0.0,Sí,0.0,0,Sí,0,No,Sí,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,N,-58.4585794174337,-34.5591546598609,2021,305.0318531980075,COMUNA 13,12201.2741279203
10817,5833,84795,64676,2021-08-01,Departamento,88.0,85.0,2,2,3,0.0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4566201031793,-34.571801912493,2021,210.7974991322388,COMUNA 13,17917.7874262403
10691,7740,113643,65328,2022-05-01,Departamento,46.0,46.0,1,1,2,,0,40.0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,,,,0.0,0,,Capital Federal,Capital Federal,Belgrano,U,-58.4696350106595,-34.5680390745835,2022,183.5383857465415,COMUNA 13,8442.76574434091
8407,7970,117034,66321,2022-06-01,Departamento,260.0,200.0,3,2,4,,0,30.0,,0,,0,1,0,1,1,,,0,,,,,1,1,1,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.456462880738,-34.5627867514258,2022,208.4633516919305,COMUNA 13,41692.6703383861
8527,5732,83236,65663,2022-08-01,Departamento,66.0,60.0,3,1,4,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.456525761334,-34.5663928175285,2022,232.56644503430505,COMUNA 13,13953.9867020583
9892,12108,176235,66317,2022-07-01,Departamento,28.0,28.0,0,1,1,,0,2.0,,0,,0,1,1,1,1,,,0,,,,,0,1,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4651808644137,-34.5626824112165,2022,266.62081732801823,COMUNA 13,7465.38288518451
5187,13232,192749,66321,2021-11-01,Departamento,45.0,45.0,1,1,2,0.0,No,30.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.456462880738,-34.5627867514258,2021,211.53590611497864,COMUNA 13,9519.11577517404
5134,8951,131319,65673,2022-09-01,Departamento,85.0,75.0,2,1,3,,0.0,20.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,0.0,0.0,1,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4347296670444,-34.5666509801022,2022,280.306073116036,COMUNA 13,21022.9554837027
1711,4580,66222,67965,2021-06-01,Departamento,58.0,55.0,2,1,3,0.0,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Belgrano,S,-58.4584849932731,-34.5537455583941,2021,358.27091051834367,COMUNA 13,19704.9000785089
7920,927,14333,67305,2021-08-01,Departamento,73.0,65.0,2,2,3,0.0,No,15.0,0,No,0,No,Sí,No,Sí,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,U,-58.4629066497779,-34.5572994669723,2021,287.1440292666723,COMUNA 13,18664.3619023337
2715,12055,175538,67637,2021-10-01,Departamento,54.0,49.0,1,2,2,0.0,No,15.0,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Belgrano,U,-58.456337153059,-34.5555746125175,2021,213.3475291934633,COMUNA 13,10454.0289304797
1109,9348,137121,67633,2021-05-01,Departamento,67.0,67.0,3,2,4,0.0,No,40.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Belgrano,U,-58.4650543848178,-34.5554703002541,2021,275.1862821554164,COMUNA 13,18437.4809044129
3172,1320,20211,62374,2021-05-01,Departamento,36.0,35.0,1,1,1,0.0,No,3.0,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Colegiales,U,-58.4546602647002,-34.584449123232,2021,193.67101790349656,COMUNA 13,6778.48562662238
4807,10633,155022,68619,2021-03-01,Departamento,53.0,38.0,0,1,1,0.0,No,50.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Núñez,U,-58.4671387146023,-34.5500350411526,2021,191.8227593050971,COMUNA 13,7289.26485359369
2197,8196,120024,65666,2022-10-01,Departamento,43.0,43.0,1,1,2,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.449986962188,-34.5664706747376,2022,166.7247448640749,COMUNA 13,7169.16402915522
7801,5487,79414,65008,2021-07-01,Departamento,40.0,40.0,1,1,2,0.0,No,40.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4500495718586,-34.5700767490331,2021,229.5716514129865,COMUNA 13,9182.86605651946
599,9509,139268,66984,2022-08-01,Departamento,164.0,152.0,3,2,4,,,22.0,,,,,,,,1.0,,,,,,,,,,1,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4455029389102,-34.5593102159104,2022,419.3540214144895,COMUNA 13,63741.8112550024
613,12557,182788,66656,2021-08-01,Departamento,72.0,65.0,1,1,2,0.0,No,3.0,No,Sí,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Belgrano,U,-58.4433546674254,-34.5611390506597,2021,229.71522341333693,COMUNA 13,14931.4895218669
2011,6495,95060,65008,2021-11-01,Departamento,32.0,30.0,1,1,2,0.0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Colegiales,U,-58.4500495718586,-34.5700767490331,2021,284.062502497257,COMUNA 13,8521.87507491771
9332,7914,116161,65670,2022-12-01,Departamento,190.0,190.0,3,3,5,,1.0,40.0,,1.0,,0.0,1.0,0.0,1.0,0.0,,,0.0,,,,,0.0,1.0,2,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4412685244137,-34.5665739397693,2022,324.8639653628274,COMUNA 13,61724.1534189372
8591,3693,53836,66976,2022-05-01,Departamento,87.0,72.0,2,2,3,,0,7.0,,1,,0,1,0,0,1,,,0,,,,,0,0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4629382212798,-34.5591024967428,2022,253.2829723302278,COMUNA 13,18236.3740077764
2999,13549,196996,65665,2021-06-01,Departamento,75.0,62.0,2,1,3,0.0,No,50.0,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,0,0.0,Sí,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Belgrano,U,-58.4521665646898,-34.5664447612329,2021,288.157678567442,COMUNA 13,17865.7760711814
8838,2481,36911,63692,2022-12-01,Departamento,38.0,38.0,1,1,2,,0.0,40.0,,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Colegiales,U,-58.450174824578,-34.577288890923,2022,206.52696487478684,COMUNA 13,7848.0246652419
440,2439,36290,64683,2021-03-01,Departamento,62.0,62.0,2,2,3,0.0,No,1.0,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Colegiales,U,-58.4413618788581,-34.5719830711206,2021,315.08435173598554,COMUNA 13,19535.2298076311
3911,2016,29994,67965,2021-03-01,Departamento,33.0,33.0,1,1,2,0.0,No,0.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,N,-58.4584849932731,-34.5537455583941,2021,335.7479568928,COMUNA 13,11079.6825774624
3385,2650,39215,66329,2021-09-01,Departamento,55.0,55.0,2,1,3,0.0,No,45.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4390267795935,-34.5629935649775,2021,196.72581715452543,COMUNA 13,10819.9199434989
2328,8169,119613,66317,2022-12-01,Departamento,67.0,67.0,2,1,3,,,52.0,,,,,1.0,,,1.0,,,,,,,,,,1,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4651808644137,-34.5626824112165,2022,267.73644913405224,COMUNA 13,17938.3420919815
3601,6928,101419,65670,2021-02-01,Departamento,295.0,280.0,4,3,8,0.0,No,40.0,0,No,0,Sí,Sí,No,No,Sí,0,0,No,0,0,0,0,Sí,Sí,2,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4412685244137,-34.5665739397693,2021,315.64758145527287,COMUNA 13,88381.3228074764
4265,4909,71041,66977,2022-07-01,Departamento,41.0,37.0,1,1,1,,,5.0,,,,,,,,,,,,,,,,,,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4607588207571,-34.5591285977455,2022,262.2972365064827,COMUNA 13,9704.99775073986
8295,35,584,64683,2021-03-01,Departamento,40.0,40.0,1,1,2,0.0,No,45.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Colegiales,U,-58.4413618788581,-34.5719830711206,2021,218.6779456078108,COMUNA 13,8747.11782431243
3787,4018,58402,66321,2021-04-01,Departamento,48.0,42.0,1,1,2,0.0,No,20.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.456462880738,-34.5627867514258,2021,260.0808099893595,COMUNA 13,10923.3940195531
9786,9230,135507,66655,2021-06-01,Departamento,67.0,67.0,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,S,-58.4455341372362,-34.5611132590329,2021,235.28238899712088,COMUNA 13,15763.9200628071
6961,5606,81217,66653,2021-03-01,Departamento,40.0,44.0,1,1,2,0.0,No,10.0,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,No,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Núñez,U,-58.4498930685382,-34.5610615591064,2021,212.05134119545272,COMUNA 13,9330.25901259992
10011,10800,157646,67635,2021-02-01,Departamento,45.0,45.0,1,1,2,0.0,Sí,17.0,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,0,0.0,No,0.0,0.0,0.0,0.0,No,0,Capital Federal,Capital Federal,Núñez,U,-58.460695774539,-34.55552253415,2021,230.87207582240663,COMUNA 13,10389.2434120083
11128,8521,124540,63359,2021-01-01,Departamento,70.0,66.0,2,1,3,0.0,No,7.0,0,Sí,0,No,Sí,No,Sí,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Colegiales,U,-58.4589258547447,-34.5789879888887,2021,177.4690189258409,COMUNA 13,11712.9552491055
1585,10352,151328,65665,2022-11-01,Departamento,123.0,112.0,3,3,5,,0.0,59.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,,0.0,,,,0.0,0.0,,Capital Federal,Capital Federal,Belgrano,U,-58.4521665646898,-34.5664447612329,2022,189.3736359801116,COMUNA 13,21209.8472297725
8352,5196,75217,67963,2022-12-01,Departamento,35.0,35.0,1,1,2,,0.0,40.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0,,,,,,0.0,,,Capital Federal,Capital Federal,Belgrano,U,-58.4628435151879,-34.5536934057551,2022,240.2456530176092,COMUNA 13,8408.59785561632
5806,1633,24551,65006,2022-02-01,Departamento,32.0,32.0,1,1,2,0.0,No,35.0,0,No,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Belgrano,U,-58.4544089621437,-34.570024876179,2022,250.89831733899376,COMUNA 13,8028.7461548478
2456,10008,146184,69937,2021-07-01,Departamento,70.0,58.0,2,1,3,0.0,No,30.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Núñez,U,-58.4626541787117,-34.5428752086943,2021,241.88583961138448,COMUNA 13,14029.3786974603
338,647,9883,63363,2022-01-01,Departamento,59.0,40.0,1,1,2,0.0,No,50.0,0,No,0,No,Sí,No,No,No,0,0,No,0,0,0,0,No,No,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Capital Federal,Capital Federal,Colegiales,U,-58.4502061447132,-34.5790919249993,2022,288.9595921243275,COMUNA 13,11558.3836849731
